prec_id,Obama/Biden,Romney/Ryan,Johnson/Gray,Virgil Goode (Write-in),Write-in (miscellaneous)
stokes_20,160,423,4,2,3
surry_01,273,870,11,0,5
surry_02,193,200,10,0,2
surry_03,430,978,18,0,4
surry_04,439,823,13,0,4
surry_05,305,1182,13,0,2
surry_06,411,476,8,0,4
surry_07,339,453,11,0,1
surry_08,299,825,14,0,1
surry_09,195,573,19,0,4
surry_10,117,590,7,0,0
surry_11,254,540,14,0,4
surry_12,558,735,12,0,4
surry_13,350,489,7,0,3
surry_14,417,736,8,0,0
surry_15,400,658,17,0,4
surry_16,229,634,9,0,1
surry_17,189,492,9,0,1
surry_18,373,943,16,0,3
surry_19,503,910,15,0,2
surry_20,236,418,9,1,3
surry_21,339,975,19,0,8
surry_22,253,492,15,0,3
surry_23,254,676,9,0,6
surry_24,118,381,4,0,3
surry_25,335,746,11,0,1
surry_26,406,1152,15,0,4
surry_27,252,678,7,0,2
surry_28,192,574,12,0,3
surry_33,367,593,6,0,5
surry_CURBSIDE,0,0,0,0,0
swain_ALARKA,206,320,6,0,0
swain_ALMOND,304,517,19,0,0
swain_BC1,616,774,24,0,0
swain_BC2,588,725,26,0,0
swain_WHCH,904,640,36,0,0
swain_ACCUMULATED,0,0,0,1,22
transylvania_B1,663,532,17,0,11
transylvania_B2,631,393,12,0,3
transylvania_B3,629,627,17,0,9
transylvania_B4,575,478,7,0,6
transylvania_BD,656,988,22,0,7
transylvania_CC,501,1022,25,0,5
transylvania_CM,235,291,3,0,4
transylvania_DR,739,918,18,0,5
transylvania_EF,267,372,7,0,4
transylvania_LR,359,728,18,0,6
transylvania_PF,379,535,18,0,7
transylvania_RE,287,858,20,0,14
transylvania_TC1,108,447,8,0,0
transylvania_TC7,317,750,11,0,2
transylvania_WC,480,695,12,0,5
tyrrell_1,114,9,0,0,1
tyrrell_2,196,231,6,0,0
tyrrell_3,36,52,0,0,0
tyrrell_14,2,38,0,0,0
tyrrell_15,83,77,1,0,4
tyrrell_16,4,8,0,0,0
union_001,556,177,5,0,1
union_002,843,368,5,0,3
union_003,448,305,3,0,0
union_004,834,123,4,0,1
union_005,750,1249,24,0,2
union_006,331,923,13,0,1
union_007,788,1315,34,0,12
union_008,1173,628,21,0,9
union_009,742,303,8,0,1
union_010,640,244,10,0,6
union_011,260,1414,13,0,10
union_012,246,1402,6,1,2
union_013,268,1575,18,0,9
union_014,333,601,12,0,5
union_015,1002,1850,34,0,8
union_016,848,1859,25,0,8
union_017A,677,1486,24,0,3
union_017B,694,1898,26,0,4
union_018,462,1459,16,0,3
union_019,947,1965,37,0,5
union_020A,943,1273,21,1,5
union_020B,560,1412,31,0,3
union_021,372,1191,20,0,2
union_022,287,1443,22,3,4
union_023,443,917,17,0,2
union_024,367,1175,16,0,4
union_025,396,915,8,1,3
union_026,359,868,11,1,2
union_027,335,903,14,0,3
union_028A,977,1990,18,1,2
union_028B,642,1875,12,0,0
union_028C,681,1734,7,2,0
union_028D,766,1593,11,0,6
union_029A,1353,1426,38,1,5
union_029B,440,787,15,3,5
union_029C,450,976,17,6,2
union_030,1088,1701,15,1,4
union_031,938,1304,35,0,2
union_032,610,1582,15,0,5
union_033,542,1158,18,0,7
union_034,676,1518,20,0,6
union_035,394,1021,25,0,4
union_036,482,920,11,2,0
union_037A,1036,1574,36,5,11
union_037B,269,824,6,0,2
union_038A,915,1240,34,0,6
union_038B,573,1129,19,2,6
union_039,291,1100,9,0,3
union_040,717,1892,13,0,9
union_041,604,1678,13,0,4
union_042,456,771,20,0,2
union_043,669,73,1,0,0
union_CURBSIDE,0,0,0,0,0
vance_CC,785,1008,8,0,2
vance_EH1,1379,78,2,0,0
vance_HTOP,411,150,3,0,1
vance_KITT,1278,1265,14,0,0
vance_MIDD,1221,750,9,0,1
vance_NH,1573,876,14,0,2
vance_NH1,1426,113,1,0,0
vance_NV,700,292,1,0,2
vance_SCRK,1561,1117,6,0,7
vance_SH1,1139,253,3,0,6
vance_SH2,380,141,4,0,0
vance_WH,1470,1386,13,0,3
wake_43831,431,249,21,0,3
wake_43832,446,389,20,0,9
wake_43833,391,537,9,0,1
wake_43834,268,284,7,0,2
wake_43835,214,337,6,0,2
wake_43836,564,423,21,0,4
wake_43837,382,202,13,1,2
wake_01-07A,108,16,0,0,0
wake_43839,367,200,13,0,0
wake_43840,346,371,13,0,2
wake_43841,264,680,9,0,1
wake_43842,437,336,11,0,0
wake_43843,449,168,16,0,4
wake_43844,802,328,30,0,5
wake_43845,273,296,7,0,1
wake_43846,508,419,10,0,2
wake_43847,199,280,3,0,2
wake_43848,574,490,18,2,2
wake_43849,520,22,1,0,1
wake_43850,479,56,6,0,1
wake_43851,737,400,19,0,1
wake_43852,756,32,5,0,7
wake_43853,644,437,61,0,8
wake_43855,56,5,0,0,0
wake_43856,473,39,1,0,2
wake_43857,449,131,18,0,2
wake_43858,918,227,18,0,4
wake_43859,404,574,9,0,3
wake_43860,281,338,15,0,0
wake_43861,847,264,62,0,7
wake_11689,537,314,26,0,4
wake_12055,411,307,12,0,5
wake_12420,618,11,6,0,1
wake_12785,489,15,1,0,0
wake_13150,278,446,6,0,2
wake_13516,357,382,12,1,2
wake_13881,532,355,12,0,1
wake_14246,437,270,20,0,1
wake_14611,927,64,5,0,1
wake_14977,451,262,40,0,7
wake_15342,331,535,7,0,2
wake_15707,450,320,13,0,5
wake_16072,673,417,20,0,6
wake_16438,291,329,19,0,1
wake_16803,873,134,13,0,6
wake_17168,355,515,13,0,2
wake_17533,631,305,20,1,3
wake_17899,677,343,35,0,8
wake_18264,539,32,3,0,3
wake_18629,253,227,8,0,0
wake_43862,466,709,19,0,2
wake_43863,690,1307,30,0,7
wake_43864,401,847,22,0,1
wake_43865,304,588,10,1,3
wake_43866,199,302,4,0,3
wake_43867,241,616,12,0,2
wake_36586,356,574,28,0,0
wake_43922,425,375,18,0,7
wake_43923,479,437,17,0,3
wake_43924,405,275,11,1,2
wake_43925,311,223,8,0,6
wake_43926,472,423,21,1,6
wake_43927,442,448,23,0,3
wake_43928,335,571,8,0,2
wake_43929,415,365,19,0,3
wake_43930,381,434,13,0,4
wake_43931,522,518,26,0,9
wake_43932,255,179,14,0,4
wake_43933,381,476,18,0,2
wake_43934,523,517,20,2,3
wake_43935,313,332,23,0,4
wake_43936,466,423,29,1,3
wake_43937,408,346,38,0,9
wake_43938,334,275,33,0,4
wake_43939,417,430,19,0,3
wake_43940,290,334,10,0,8
wake_43941,444,389,37,1,6
wake_43942,392,188,11,0,6
wake_43952,605,544,26,0,7
wake_43954,365,506,20,0,4
wake_43956,1239,1071,44,1,9
wake_43957,628,761,15,0,7
wake_43958,1124,864,42,0,6
wake_43959,393,275,17,0,1
wake_43986,314,333,30,0,1
wake_43987,280,584,8,0,0
wake_43988,551,723,19,0,4
wake_43989,485,648,12,0,4
wake_43990,317,318,12,0,7
wake_43991,371,533,24,0,2
wake_43992,233,396,17,1,2
wake_44013,449,317,13,1,9
wake_44014,290,281,6,0,3
wake_44015,272,301,17,1,1
wake_44016,803,589,29,0,8
wake_44017,318,314,13,1,5
wake_44018,482,659,16,0,4
wake_44019,638,654,28,0,5
wake_07-07A,192,214,1,0,0
wake_44021,527,465,23,1,2
wake_44022,932,753,35,0,4
wake_44023,226,235,5,0,4
wake_44024,478,438,17,1,4
wake_44025,304,246,20,0,10
wake_44045,600,720,14,0,3
wake_44046,783,833,47,0,10
wake_44047,301,470,15,0,2
wake_44048,376,412,10,0,4
wake_44049,513,284,22,0,11
wake_44050,406,624,18,0,0
wake_44051,667,910,26,0,6
wake_44052,390,376,19,0,3
wake_44053,487,452,16,0,1
wake_44054,764,694,31,0,1
wake_44075,388,657,14,0,2
wake_44076,840,599,18,0,2
wake_44077,342,579,11,0,2
wake_44105,144,316,7,0,4
wake_44106,570,567,16,0,6
wake_44107,468,592,14,2,4
wake_44108,775,905,28,3,7
wake_44136,779,614,37,0,5
wake_44137,673,649,20,0,2
wake_44166,466,957,22,2,7
wake_44167,564,693,29,4,9
wake_44169,437,899,19,2,4
wake_44170,640,1204,30,0,9
wake_44171,302,462,24,1,4
wake_44172,279,537,19,1,3
wake_44173,580,561,22,0,2
wake_44174,347,549,19,0,2
wake_13-01,875,250,23,1,7
wake_13-02,373,463,16,0,0
wake_13-05,464,257,21,0,4
wake_13-06,476,557,12,0,2
wake_13-07,387,248,7,0,4
wake_13-08,511,159,9,0,0
wake_13-09,760,382,17,0,5
wake_13-10,976,1333,31,0,6
wake_13-11,492,703,12,0,1
wake_14-01,108,299,7,0,0
wake_14-02,581,1511,28,0,6
wake_15-01,432,908,34,0,8
wake_15-02,632,1114,17,0,3
wake_15-03,463,1157,18,0,3
wake_15-04,254,468,9,0,2
wake_16-01,285,456,21,0,3
wake_16-02,897,249,18,0,7
wake_16-03,296,268,12,0,4
wake_16-04,358,422,8,0,4
wake_16-05,347,436,26,0,2
wake_16-06,265,163,11,0,2
wake_16-07,523,667,25,0,6
wake_16-08,1159,312,22,1,9
wake_16-09,426,425,15,0,5
wake_17-01,527,257,13,0,3
wake_17-02,147,163,5,0,0
wake_17-03,743,618,26,0,5
wake_17-04,612,582,27,0,6
wake_17-05,642,381,18,0,7
wake_17-06,268,441,6,2,5
wake_17-07,538,169,13,0,6
wake_17-08,984,773,30,0,15
wake_17-09,723,86,5,0,4
wake_17-10,247,187,7,0,2
wake_17-11,693,343,21,0,6
wake_18-01,933,548,65,0,10
wake_18-02,522,972,26,1,3
wake_18-03,300,466,14,0,2
wake_18-04,497,755,24,0,4
wake_18-05,644,911,21,1,4
wake_18-06,740,526,37,0,4
wake_18-07,374,700,21,0,4
wake_18-08,538,689,36,0,1
wake_19-03,421,718,26,0,10
wake_19-04,781,1136,32,2,2
wake_19-05,337,876,17,0,6
wake_19-07,421,446,10,0,5
wake_19-09,487,931,23,4,6
wake_19-10,765,1421,30,0,11
wake_19-11,376,569,29,2,2
wake_19-12,571,894,25,1,4
wake_19-13,369,422,11,0,8
wake_19-14,318,581,18,2,5
wake_19-15,304,507,8,0,2
wake_19-16,390,488,17,0,1
wake_19-17,674,613,30,3,2
wake_20-01,432,402,13,0,3
wake_20-03,348,487,33,0,4
wake_20-04,508,591,23,0,7
wake_20-05,481,656,12,0,3
wake_20-06A,553,554,23,0,6
wake_20-06B,496,718,22,0,4
wake_20-08,534,704,28,0,0
wake_20-09,384,475,22,0,2
wake_20-10,517,561,25,0,5
wake_20-11,553,701,33,0,10
wake_20-12,300,433,10,2,3
wake_20-13,1075,1006,36,0,8
wake_20-14,652,713,32,0,4
warren_001,331,422,2,0,1
warren_002,244,355,3,0,1
warren_003,456,264,0,0,0
warren_004,391,190,0,0,0
warren_005,745,144,3,0,1
warren_006,682,194,1,0,1
warren_007,455,145,5,0,0
warren_008,801,81,2,0,0
warren_009,275,157,2,0,1
warren_010,1046,241,6,0,3
warren_011,194,67,1,0,0
warren_012,216,416,2,0,1
warren_013,267,210,1,0,0
warren_014,875,254,5,0,2
washington_LM,341,168,3,0,0
washington_P1,157,83,4,0,0
washington_P2,179,68,2,0,1
washington_P3,250,320,1,0,1
washington_SC,245,360,4,0,3
washington_SK,159,185,2,0,0
watauga_01,77,105,1,0,2
watauga_02,96,327,8,0,2
watauga_03,365,455,15,0,2
watauga_04,279,551,29,0,10
watauga_05,168,84,10,0,1
watauga_06,260,220,30,0,8
watauga_07,297,435,13,0,8
watauga_08,237,549,10,0,4
watauga_09,85,120,6,0,1
watauga_10,115,251,9,0,1
watauga_11,227,496,22,0,7
watauga_12,146,106,18,0,2
watauga_13,232,182,19,0,1
watauga_14,261,368,17,0,5
watauga_15,328,419,22,0,9
watauga_16,14,51,0,0,1
watauga_17,83,175,11,0,1
watauga_18,170,527,11,0,5
watauga_19,270,418,12,0,4
watauga_20,57,104,4,0,0
wayne_1,123,332,3,0,2
wayne_2,207,475,7,0,1
wayne_3,138,464,5,0,2
wayne_4,174,558,10,0,0
wayne_5,125,319,8,0,0
wayne_6,146,221,3,0,1
wayne_7,229,571,7,0,0
wayne_8,104,420,10,0,2
wayne_9,123,357,9,0,3
wayne_10,233,71,1,0,1
wayne_11,249,119,4,0,2
wayne_12,268,208,3,0,2
wayne_13,195,141,2,0,4
wayne_14,157,490,4,0,1
wayne_15,156,537,7,2,0
wayne_16,194,296,4,0,0
wayne_17,216,19,1,0,0
wayne_18,257,46,2,0,0
wayne_19,259,20,4,0,0
wayne_20,315,26,5,0,1
wayne_21,181,100,0,0,1
wayne_22,164,137,4,0,0
wayne_23,186,227,7,0,2
wayne_24,129,756,6,0,1
wayne_25,178,373,4,0,1
wayne_26,223,179,6,0,3
wayne_27,194,65,2,0,2
wayne_28,205,384,11,0,3
wayne_29,189,84,4,0,0
wayne_30,325,90,0,0,0
wilkes_101,77,190,4,0,1
wilkes_102,169,356,10,0,2
wilkes_103,59,180,2,0,0
wilkes_104,145,350,10,0,1
wilkes_105,103,344,6,0,6
wilkes_106,119,315,4,0,2
wilkes_107,221,894,10,1,1
wilkes_108,147,275,10,0,3
wilkes_109,134,222,2,0,1
wilkes_110,46,101,1,0,1
wilkes_111,133,396,4,1,3
wilkes_112,175,521,15,0,4
wilkes_113,187,363,10,0,4
wilkes_114,48,234,1,1,0
wilkes_115A,234,773,12,0,8
wilkes_117,121,308,4,0,4
wilkes_118,250,278,7,0,3
wilkes_119,214,714,16,0,11
wilkes_120,129,491,12,0,3
wilkes_121,153,456,9,0,1
wilkes_122,40,322,9,0,1
wilkes_123,83,301,10,0,3
wilkes_124,117,461,6,0,2
wilkes_125,78,216,4,0,2
wilkes_126,59,265,1,0,1
wilkes_127,218,330,8,0,4
wilkes_128,233,669,18,0,4
wilkes_129,138,444,6,0,1
wilson_PRBL,480,1277,12,0,2
wilson_PRCR,522,999,12,0,2
wilson_PRGA,878,739,14,0,1
wilson_PROL,684,1786,14,0,5
wilson_PRSA,401,335,5,0,0
wilson_PRSP,479,818,12,0,1
wilson_PRST,523,392,6,0,1
wilson_PRTA,1756,2384,22,0,3
wilson_PRTO,1271,1276,15,0,1
wilson_PRWA,611,95,3,0,0
wilson_PRWB,816,30,1,0,0
wilson_PRWC,1047,87,0,0,0
wilson_PRWD,404,823,10,0,2
wilson_PRWE,786,257,7,0,2
wilson_PRWH,661,16,2,0,0
wilson_PRWI,936,361,6,0,2
wilson_PRWJ,1347,1110,28,0,1
wilson_PRWK,416,769,9,0,2
wilson_PRWL,771,996,21,0,2
wilson_PRWM,1434,1449,19,0,3
wilson_PRWN,1711,71,2,0,0
wilson_PRWP,420,799,9,0,3
wilson_PRWQ,492,4,1,0,0
wilson_PRWR,1156,67,1,0,0
wilson_CURBSIDE,409,139,1,0,0
yadkin_BNVL,336,958,18,0,1
yadkin_DCRK,181,556,7,0,1
yadkin_EBND,269,809,17,0,5
yadkin_FBSH,241,1073,19,0,7
yadkin_NBCK,159,527,8,0,0
yadkin_NFAL,89,477,2,0,2
yadkin_NKNB,396,923,19,0,7
yadkin_NLIB,290,786,24,0,3
yadkin_SBCK,114,327,11,0,0
yadkin_SFAL,124,598,13,0,5
yadkin_SKNB,88,523,9,0,0
yadkin_SLIB,206,717,23,0,3
yancey_01 BUR,1056,1163,29,0,10
yancey_02 CAN,318,534,16,0,6
yancey_03 EGY,130,185,4,0,0
yancey_04 RAM,95,132,6,0,2
yancey_05 GRE,158,169,5,0,1
yancey_06 JAC,419,498,20,0,8
yancey_07 BRU,127,128,4,0,4
yancey_08 CRA,645,1086,30,0,12
yancey_09 SOU,614,634,13,0,7
yancey_10 PEN,144,215,4,0,0
yancey_11 PRI,274,534,9,0,2
yancey_ACCUMULATED,0,0,0,0,0
