prec_id,Joyce,Vallas,Wilson,Preckwinkle,Daley,Mccarthy,Chico,Mendoza,Enyia,Ford,Salesgriffin,Lightfoot,Fioretti,Kozlar
C32014,3,13,0,83,24,5,11,31,51,3,2,120,3,1
C32015,17,19,9,37,49,13,11,24,20,1,1,87,1,0
C32016,17,18,5,37,40,9,10,33,33,2,1,94,1,3
C32017,6,21,6,78,24,4,11,19,52,0,0,114,1,1
C32018,14,18,6,14,108,5,19,13,12,0,2,73,0,1
C32019,12,19,3,30,65,7,13,29,25,1,0,83,2,1
C32020,8,15,6,70,20,0,14,30,48,2,0,92,3,0
C32021,12,29,8,48,84,9,9,22,40,0,2,112,0,1
C32022,8,19,7,72,39,7,15,38,62,3,1,136,2,1
C32023,8,43,7,35,67,10,7,27,26,1,0,99,2,5
C32024,12,12,5,26,48,12,16,12,11,0,1,44,3,1
C32025,7,32,3,32,53,4,18,30,29,4,0,81,2,4
C32026,8,18,3,85,47,5,11,30,63,3,1,107,0,1
C32027,22,21,2,29,85,7,16,32,14,0,2,65,0,3
C32028,7,11,7,67,23,5,13,23,82,1,0,87,0,0
C32029,6,12,9,39,47,5,22,29,41,1,2,117,5,1
C32030,23,27,4,17,92,9,20,24,4,0,0,69,1,1
C32031,15,23,3,29,63,1,14,25,17,2,2,107,2,2
C32032,3,20,2,31,68,7,16,30,23,2,3,122,2,0
C32033,24,16,7,42,79,8,20,25,30,1,2,85,2,5
C32034,13,18,7,43,41,6,11,16,32,5,1,90,4,1
C32035,18,19,7,32,60,5,25,19,21,1,4,71,2,3
C32036,8,16,3,28,67,4,11,18,26,1,0,130,2,2
C32037,12,12,3,42,27,7,13,18,29,1,0,88,1,3
C32038,12,12,7,36,49,10,17,27,20,1,0,69,2,2
C32039,6,35,3,32,121,10,13,26,9,0,1,68,5,1
C32040,19,25,3,43,65,6,15,34,28,2,1,106,4,2
C32041,22,21,5,36,85,10,17,25,21,1,3,99,2,6
C32042,10,11,3,27,83,4,9,21,16,4,1,56,1,0
C32043,10,10,5,56,21,3,9,19,48,3,1,108,3,2
C33001,16,9,4,61,32,8,17,60,45,0,1,108,5,0
C33002,27,22,2,78,69,4,24,85,47,1,3,103,6,3
C33003,12,19,8,82,34,12,27,58,68,9,2,156,1,6
C33004,15,31,11,60,64,9,46,51,65,6,1,81,4,0
C33005,12,17,5,37,51,13,25,37,42,2,0,73,3,2
C33006,14,17,9,45,47,13,32,63,18,2,1,38,5,0
C33007,16,18,16,64,53,5,18,50,57,2,2,82,2,0
C33008,20,36,13,104,70,6,17,31,39,1,2,230,3,2
C33009,29,32,11,62,65,12,20,54,27,3,0,102,4,2
C33010,28,29,5,59,67,9,29,58,16,2,0,76,5,4
C33011,12,25,5,67,62,14,31,58,33,3,1,90,4,3
C33012,22,18,10,29,54,23,14,66,33,0,3,68,1,2
C33013,11,10,7,58,48,9,26,46,55,1,0,66,3,0
C33014,7,6,7,31,27,3,10,18,20,1,0,31,1,0
C33015,12,10,5,68,33,12,16,48,43,2,1,91,3,0
C33016,29,29,10,49,68,16,47,75,32,4,0,109,2,0
C33017,20,18,9,67,29,22,26,66,27,3,3,92,4,1
C33018,20,14,15,54,39,10,22,60,75,4,2,112,4,3
C33019,10,16,9,52,47,8,36,57,36,1,1,90,4,2
C33020,8,9,5,82,45,8,22,49,59,0,2,108,3,1
C33021,18,12,4,66,45,11,28,58,47,2,1,75,5,4
C33022,21,30,5,37,60,10,23,52,30,4,0,75,1,3
C33023,9,17,6,67,48,5,24,55,47,2,2,136,1,0
C33024,7,29,12,102,92,10,27,35,36,2,2,207,4,1
C33025,15,30,7,63,61,13,27,59,33,4,2,110,3,1
C33026,8,4,2,73,20,4,13,26,47,0,1,70,0,1
C33027,12,14,12,61,36,9,20,43,50,3,1,107,0,1
C33028,9,6,4,84,32,14,7,38,75,1,0,72,1,0
C34001,9,5,75,61,21,2,6,10,34,1,0,38,3,0
C34002,4,7,68,93,20,6,7,4,20,4,0,24,1,0
C34003,2,9,66,52,24,0,5,5,23,7,2,41,2,0
C34004,2,8,65,21,13,0,1,7,10,2,1,14,1,0
C34005,3,4,54,56,20,2,6,7,19,3,0,28,1,0
C34006,11,4,83,62,28,0,7,8,17,7,1,35,1,0
C34007,5,3,79,81,35,2,6,11,25,1,2,35,0,0
C34008,5,4,69,34,10,2,5,8,11,1,2,29,0,0
C34009,3,3,64,32,14,0,6,5,19,2,0,18,1,2
C34010,4,7,87,40,29,0,7,10,27,6,0,28,1,1
C34011,2,1,52,38,12,3,6,6,18,3,0,21,3,0
C34012,11,11,90,76,25,3,7,7,23,1,0,35,1,0
C34013,9,9,82,50,27,0,7,8,16,4,1,23,2,0
C34014,4,5,63,41,19,3,0,6,13,0,0,23,1,0
C34015,6,1,81,47,16,1,6,3,16,0,0,18,0,0
C34016,5,4,74,35,17,2,4,5,19,1,0,27,0,0
C34017,14,5,100,71,23,0,5,11,25,3,2,35,0,0
C34018,5,3,67,41,11,0,1,6,15,1,1,33,0,0
C34019,10,6,79,54,30,0,6,6,22,5,1,31,2,0
C34020,9,7,70,82,34,4,13,17,32,2,1,38,1,0
C34021,13,10,70,79,32,0,9,13,26,8,0,33,3,1
C34022,9,7,74,75,26,3,6,9,25,4,0,35,1,0
C34023,5,2,57,51,9,1,5,4,29,6,0,25,0,0
C34024,7,2,74,43,16,3,6,6,13,2,0,37,0,0
C34025,12,13,100,78,25,1,8,8,37,9,1,50,5,0
C34026,7,4,83,53,23,5,10,10,22,5,1,32,4,0
C34027,2,4,56,49,18,1,5,10,21,1,1,22,1,1
C34028,3,0,47,31,11,1,3,2,14,0,1,19,2,0
C34029,5,3,62,35,15,3,11,3,9,7,0,32,2,0
C34030,7,6,75,71,28,5,9,8,10,6,0,44,2,0
C34031,4,3,73,41,22,0,7,4,23,1,1,18,1,0
C34032,5,4,59,41,20,2,3,6,25,12,2,38,1,0
C34033,3,3,52,37,21,3,9,10,20,3,1,21,0,0
C34034,7,7,71,71,18,2,5,10,28,3,0,33,3,0
C34035,4,9,86,61,19,3,8,9,35,9,0,28,0,0
C34036,4,4,81,54,33,2,4,5,17,8,0,44,3,0
C34037,1,4,51,25,7,0,4,5,11,1,0,15,4,0
C34038,2,0,39,25,10,2,3,3,9,1,0,6,0,0
C34039,5,3,49,33,9,5,2,6,11,0,0,20,0,0
C34040,6,4,92,47,26,0,11,8,16,5,0,36,4,0
C34041,8,5,37,36,13,0,4,5,16,7,0,21,1,0
C34042,6,3,64,53,26,3,7,13,19,3,2,33,1,1
C34043,10,6,78,65,22,1,9,7,20,7,0,39,1,0
C34044,7,5,61,68,35,2,3,8,11,7,1,48,3,0
C34045,10,4,64,56,28,3,8,11,22,3,0,41,3,0
C34046,2,4,38,34,19,2,7,10,14,3,0,36,3,0
C34047,6,11,61,36,25,2,3,5,18,3,0,36,2,0
C34048,11,9,61,73,21,2,12,11,23,3,0,49,5,0
C34049,13,6,58,48,28,4,10,8,32,2,0,27,0,0
C34050,5,4,57,36,12,2,5,4,14,6,0,27,0,0
C34051,10,13,73,55,31,1,14,6,29,2,1,41,0,0
C34052,5,6,61,49,20,1,3,5,15,4,0,38,0,0
C34053,3,2,42,27,9,0,6,5,11,1,2,18,1,0
C35001,12,15,9,64,27,5,17,34,52,3,1,59,3,1
C35002,12,15,7,86,29,11,15,27,27,3,2,148,2,3
C35003,4,3,3,38,21,3,22,25,43,2,1,49,0,1
C35004,13,10,12,44,31,4,25,40,42,6,2,52,1,0
C35005,5,8,7,61,12,4,21,38,28,3,0,56,4,0
C35006,4,9,4,56,24,7,15,41,35,4,0,43,5,1
C35007,6,10,6,65,15,2,15,22,56,2,0,61,0,0
C35008,5,9,8,78,18,10,14,29,45,1,0,61,4,0
C35009,12,10,10,56,45,11,19,45,20,0,0,51,1,1
C35010,4,9,6,88,30,2,7,25,71,3,0,131,2,0
C35011,8,7,11,51,33,7,25,39,62,6,0,70,2,4
C35012,5,1,6,28,15,2,15,49,18,0,0,11,2,0
C35013,2,5,12,15,18,5,18,29,13,4,0,12,1,1
C35014,14,1,10,31,38,7,15,30,15,1,0,22,1,2
C35015,5,9,10,80,29,8,22,34,55,0,1,73,0,0
C35016,9,12,1,21,26,3,20,41,9,0,0,11,0,1
C35017,3,8,7,68,34,5,16,35,50,1,1,96,1,1
C35018,7,7,3,17,24,7,24,44,20,0,0,22,1,2
C35019,4,9,5,10,21,2,15,25,12,1,2,13,0,3
C35020,13,4,5,28,31,2,18,37,32,0,0,48,3,0
C35021,12,5,4,38,34,7,25,53,37,2,1,46,3,0
C35022,8,11,6,56,29,7,12,32,46,1,2,99,6,0
C35023,8,18,5,43,34,13,17,30,33,1,3,82,3,3
C35024,13,19,6,39,31,12,18,52,29,2,1,51,5,1
C35025,4,8,4,70,22,6,10,29,45,1,0,81,2,0
C35026,14,10,3,39,27,5,22,40,34,0,0,54,2,1
C35027,11,18,7,38,34,5,8,30,21,1,0,39,1,0
C35028,10,10,3,48,31,2,16,26,38,2,0,98,1,2
C35029,14,10,8,32,28,9,16,52,25,1,1,37,0,1
C35030,15,9,7,24,40,7,14,60,21,2,1,41,1,0
C35031,18,15,3,38,47,14,20,46,28,1,3,69,3,2
C36001,19,8,4,15,38,8,39,51,8,1,0,11,2,0
C36002,7,6,16,20,27,4,17,41,13,2,0,19,0,2
C36003,16,6,16,16,34,7,17,44,9,2,0,13,0,1
C36004,4,8,9,18,33,5,26,28,12,1,0,7,1,1
C36005,9,8,21,24,28,7,16,40,5,1,0,6,3,0
C36006,12,8,9,16,27,4,27,37,8,1,0,10,1,1
C36007,28,37,10,23,50,19,28,47,8,1,0,39,3,5
C36008,10,6,10,11,20,3,10,42,8,0,0,14,2,2
C36009,11,6,9,16,17,3,17,32,8,2,0,8,1,0
C36010,16,9,13,20,31,9,29,67,12,1,1,33,1,3
C36011,6,5,7,13,19,4,15,37,10,0,0,16,3,1
C36012,4,4,5,12,20,2,11,33,10,0,0,5,0,1
C36013,7,3,4,16,24,3,19,34,5,1,0,8,0,0
C36014,29,23,8,33,17,15,23,46,12,0,0,44,1,1
C36015,30,27,7,15,38,16,23,29,7,1,1,33,1,5
C36016,15,24,9,19,40,8,46,44,14,1,1,35,3,2
C36017,42,28,7,23,54,13,19,62,11,0,0,28,1,3
C36018,9,26,10,23,53,12,23,21,17,0,0,44,2,6
C36019,16,11,9,21,34,16,31,37,2,1,0,18,3,3
C36020,29,21,6,20,26,17,20,53,8,0,1,30,1,2
C36021,4,5,2,7,22,9,14,45,4,1,0,16,0,2
C36022,11,7,7,13,15,8,15,37,10,0,0,4,0,0
C36023,15,6,9,17,17,5,15,50,4,0,0,5,0,0
C36024,17,15,11,8,32,8,30,50,7,0,0,20,6,4
C36025,12,2,4,11,31,4,22,45,11,1,0,11,0,1
C36026,24,20,8,15,28,15,28,41,8,1,0,21,3,3
C36027,18,14,14,25,45,7,23,50,1,0,1,13,2,0
C36028,23,12,11,15,33,12,20,42,11,1,0,15,1,1
C36029,28,37,12,8,50,17,21,56,6,2,0,21,5,2
C36030,20,27,4,14,38,16,27,38,6,3,0,15,1,2
C37001,5,4,44,34,12,2,5,2,8,7,1,12,3,0
C37002,3,0,28,17,19,0,8,18,11,6,0,12,0,0
C37003,2,1,50,19,10,0,2,5,11,5,1,18,1,0
C37004,3,7,52,27,10,2,3,10,7,10,0,20,0,0
C37005,3,9,83,49,23,4,7,11,17,22,0,31,2,0
C37006,4,6,71,27,22,0,4,10,16,14,1,34,1,1
C37007,5,3,47,9,18,0,4,20,8,2,0,18,2,0
C37008,1,3,24,19,15,4,2,9,9,4,0,14,1,0
C37009,3,2,72,41,17,1,2,6,11,11,1,26,1,0
C37010,6,8,47,41,26,3,7,11,15,17,1,30,3,0
C37011,2,1,50,34,2,4,1,4,7,9,1,20,0,0
C37012,2,5,32,26,16,2,13,12,15,4,1,14,1,0
C37013,3,1,41,26,16,1,2,17,12,3,0,8,1,0
C37014,3,2,59,48,23,1,0,8,13,15,1,16,0,1
C37015,1,4,82,52,17,1,6,12,12,32,1,19,0,0
C37016,4,7,75,53,16,1,7,12,14,22,1,21,2,0
C37017,3,2,72,24,8,2,4,9,14,16,0,23,1,0
C37018,4,3,65,34,16,1,4,13,9,17,1,16,5,0
C37019,0,3,50,19,5,1,4,8,15,6,0,10,0,0
C37020,3,3,53,31,20,2,2,3,6,18,0,9,1,0
C37021,0,6,59,39,31,1,8,9,10,6,0,10,3,2
C37022,2,5,53,21,18,4,11,15,14,8,1,25,1,0
C37023,2,7,65,38,13,3,3,6,19,16,0,25,1,0
C37024,8,4,81,29,20,3,7,7,19,14,0,26,1,0
C37025,0,3,58,34,12,0,1,3,15,21,0,18,1,1
C37026,4,8,77,50,41,1,6,12,25,18,0,26,2,1
C37027,5,3,88,38,19,1,5,6,18,19,0,14,3,0
C37028,3,2,52,36,19,0,3,9,17,4,1,22,1,0
C37029,2,4,67,41,12,1,6,6,18,18,0,21,2,0
C37030,2,2,84,28,12,1,2,8,14,21,0,19,0,1
C37031,8,2,63,47,29,1,1,12,13,23,0,15,1,0
C37032,2,8,61,36,19,0,6,5,20,13,0,20,1,0
C37033,5,4,78,62,27,2,2,9,6,17,0,29,2,0
C37034,2,3,52,36,22,3,6,7,13,18,0,18,0,1
C37035,2,6,83,39,21,3,7,12,19,22,0,22,1,0
C37036,3,2,57,26,13,2,2,9,12,41,0,19,1,1
C37037,3,3,76,49,32,0,12,10,25,15,0,32,2,1
C37038,3,6,79,32,23,7,0,9,21,27,2,30,1,1
C37039,4,1,56,36,17,1,8,5,16,17,0,18,0,0
C37040,3,6,85,42,20,1,5,6,16,18,0,30,3,0
C37041,8,2,50,21,22,4,8,5,15,14,2,29,0,1
C38001,23,25,3,23,35,8,21,35,13,0,0,30,5,0
C38002,90,59,12,11,80,25,39,40,3,2,0,19,1,1
C38003,35,22,4,11,67,13,34,23,8,0,0,20,1,0
C38004,29,26,13,15,40,21,25,53,8,0,2,22,0,2
C38005,32,19,10,9,35,17,31,42,3,0,0,29,1,1
C38006,24,31,8,21,38,19,32,45,1,0,0,13,4,3
C38007,63,31,10,6,38,25,18,34,5,2,0,12,7,0
C38008,31,21,11,24,42,7,29,32,7,0,0,16,3,0
C38009,56,31,19,17,47,18,24,38,6,1,0,37,5,5
C38010,33,25,14,10,34,11,10,25,12,1,0,24,3,2
C38011,36,32,3,13,38,13,12,33,13,1,0,34,1,2
C38012,65,51,4,11,67,33,26,27,5,1,0,10,6,1
C38013,56,42,7,17,39,28,29,34,9,1,2,31,0,2
C38014,38,27,11,20,43,16,44,39,12,1,0,34,7,1
C38015,30,20,10,28,45,11,23,33,4,0,1,29,0,1
C38016,52,37,10,14,52,20,29,39,5,0,3,19,2,3
C38017,87,38,7,18,39,23,27,41,6,0,0,23,5,2
C38018,33,29,10,21,46,27,22,44,9,3,2,45,5,3
C38019,37,32,12,29,62,23,43,36,6,2,0,38,6,4
C38020,65,21,15,16,47,19,32,39,7,0,0,23,2,3
C38021,22,25,9,23,33,10,26,26,9,1,0,28,2,4
C38022,36,32,2,23,46,22,23,35,10,2,0,28,3,0
C38023,22,31,15,27,39,11,41,41,9,0,2,35,4,0
C38024,49,33,8,21,57,22,43,32,6,1,1,18,5,1
C38025,26,26,6,20,44,11,30,19,6,0,0,30,6,0
C38026,25,35,6,25,53,22,35,40,10,0,1,25,1,0
C38027,42,14,15,8,48,12,41,41,3,0,0,21,3,1
C38028,65,48,18,14,64,31,29,31,0,0,0,31,2,3
C38029,38,18,3,19,38,28,23,34,8,0,0,21,7,3
C38030,56,17,13,21,49,26,26,13,2,0,0,10,1,2
C38031,28,37,10,33,53,12,30,25,13,1,1,55,3,0
C38032,23,14,9,29,38,15,13,28,10,0,0,36,5,2
C38033,11,24,5,19,26,3,22,86,12,1,1,28,2,2
C38034,22,29,6,31,48,12,20,44,14,0,0,56,3,1
C38035,24,16,8,20,48,12,34,40,13,1,0,51,0,3
C38036,28,16,13,17,35,7,20,37,4,0,0,34,3,5
C38037,21,35,4,22,48,19,25,52,4,0,0,40,3,0
C38038,45,12,4,22,32,29,26,33,13,0,0,18,7,2
C38039,38,26,14,20,52,17,32,46,13,0,2,41,3,2
C38040,17,25,5,25,66,15,23,42,5,1,0,44,1,5
C38041,20,35,2,31,42,4,35,25,11,3,0,64,1,2
C39001,30,61,17,21,90,23,18,16,10,2,1,50,6,3
C39002,46,24,7,50,77,15,51,31,3,0,0,41,4,4
C39003,22,21,9,40,48,13,20,35,18,1,5,98,3,2
C39004,46,43,8,11,79,26,30,17,4,0,1,46,3,2
C39005,30,27,6,29,63,12,30,26,10,2,1,73,8,1
C39006,24,24,8,35,45,13,19,39,15,0,1,56,3,2
C39007,25,31,7,43,23,17,37,39,6,0,0,53,0,1
C39008,33,40,7,38,46,11,22,51,17,2,0,45,5,1
C39009,26,27,10,24,41,25,33,26,18,1,2,44,4,2
C39010,9,7,2,38,20,1,11,19,10,1,0,34,3,1
C39011,30,41,12,26,47,12,29,28,18,0,0,47,2,2
C39012,20,17,7,57,35,12,16,44,35,4,2,75,2,1
C39013,17,25,13,31,56,9,16,17,14,0,0,41,0,0
C39014,32,19,9,30,49,18,21,34,22,1,4,56,3,1
C39015,38,44,9,15,120,17,24,36,11,0,2,37,2,2
C39016,13,15,10,21,36,7,6,20,14,0,0,31,4,0
C39017,23,27,8,28,57,20,19,43,32,1,2,96,2,0
C39018,20,27,6,67,68,4,16,25,10,1,0,62,3,0
C39019,34,28,12,52,35,17,23,30,13,1,0,78,1,3
C39020,79,52,11,32,73,16,41,42,10,0,0,54,5,2
C39021,40,41,19,18,70,23,18,40,11,0,0,30,2,1
C39022,7,18,9,34,32,1,11,30,21,0,0,37,2,1
C39023,54,63,20,31,70,20,20,37,12,0,0,45,3,2
C39024,72,66,16,36,91,33,40,33,9,0,0,56,4,2
C39025,11,10,7,33,28,6,19,25,22,2,0,27,2,2
C39026,46,35,10,31,70,16,43,22,11,0,0,35,3,0
C39027,4,7,4,8,25,1,6,2,0,0,0,12,0,0
C39028,18,29,14,62,39,17,34,45,45,0,2,114,2,2
C39029,6,7,3,26,20,6,13,14,10,0,1,38,3,0
C39030,6,25,11,57,35,8,18,35,30,1,1,96,0,0
C39031,12,18,6,38,28,11,20,49,14,2,1,52,2,3
C39032,20,41,6,27,60,16,18,25,12,0,1,31,4,0
C39033,19,20,5,61,67,10,15,45,27,2,1,60,3,3
C39034,18,17,9,47,40,17,13,44,25,0,1,57,0,2
C39035,12,25,8,55,44,4,13,24,22,1,0,96,2,1
C39036,7,6,4,9,18,1,18,7,5,0,0,8,2,2
C39037,43,62,4,45,94,5,15,14,5,2,1,61,1,3
C39038,15,30,2,25,30,8,22,17,3,1,0,47,0,1
C39039,12,20,6,24,40,7,23,18,9,0,0,47,1,0
C39040,34,51,11,23,76,17,20,21,12,1,3,35,3,1
C39041,42,46,17,39,70,14,28,23,11,0,2,85,3,1
C39042,41,66,9,25,154,16,28,19,5,0,1,37,1,0
C39043,40,58,4,23,68,12,38,31,18,2,0,56,2,0
C39044,25,51,16,26,59,8,29,23,5,0,1,50,4,1
C39045,36,57,12,28,102,20,38,22,3,0,0,40,1,1
C40001,38,32,9,35,42,17,28,31,11,2,1,40,3,0
C40002,21,32,6,37,33,9,24,28,12,1,1,60,0,1
C40003,15,16,10,68,39,9,15,41,44,2,0,141,3,2
C40004,6,21,2,37,34,4,15,14,23,2,0,46,0,0
C40005,28,26,5,51,51,16,21,33,40,3,2,94,0,2
C40006,9,20,5,84,8,7,11,35,66,4,1,151,3,3
C40007,15,48,9,56,35,7,22,28,30,0,1,134,0,2
C40008,5,25,6,89,52,4,15,33,65,1,0,160,4,1
C40009,25,7,18,38,32,6,23,23,26,0,1,52,2,3
C40010,24,22,9,44,35,9,12,27,25,2,0,50,4,0
C40011,24,21,11,53,58,4,22,39,49,0,0,119,2,1
C40012,22,19,5,30,34,4,9,22,28,2,2,93,6,0
C40013,10,23,2,90,45,5,16,36,106,1,3,178,2,1
C40014,21,26,5,23,42,7,22,26,14,3,0,36,1,1
C40015,22,19,5,40,42,17,27,22,16,2,0,61,7,1
C40016,10,20,5,82,44,11,16,43,69,4,0,178,2,1
C40017,25,20,2,57,47,10,28,28,18,4,0,94,2,0
C40018,18,7,10,37,34,7,13,12,22,1,2,33,5,0
C40019,13,32,16,67,48,11,16,40,42,2,0,80,4,1
C40020,14,18,5,48,28,7,10,39,35,1,1,61,4,1
C40021,19,27,7,70,55,14,24,48,26,3,2,149,0,0
C40022,12,12,7,57,46,9,15,28,26,0,0,140,0,0
C40023,19,23,11,81,49,3,12,35,54,2,0,184,0,1
C40024,27,23,6,39,41,8,13,26,19,0,0,46,0,1
C40025,8,16,6,81,44,4,14,25,47,3,0,167,1,1
C40026,18,17,4,74,41,9,11,28,35,0,2,147,3,0
C40027,30,15,26,94,46,11,13,31,42,1,0,109,1,3
C40028,15,12,11,99,26,3,12,22,55,2,0,118,4,2
C40029,27,48,2,56,56,10,23,36,15,2,0,86,3,1
C40030,24,46,8,55,74,10,24,21,21,0,0,72,1,4
C40031,16,11,4,77,27,7,15,25,40,5,1,171,0,0
C40032,17,21,3,75,46,6,18,47,35,1,1,129,0,3
C40033,9,18,0,85,50,2,9,21,42,4,1,154,0,2
C40034,13,46,7,35,68,5,19,20,13,3,1,46,0,3
C40035,17,9,7,37,35,9,13,25,21,0,0,29,0,1
C40036,20,17,7,52,40,8,24,38,19,0,0,109,2,0
C40037,20,13,6,51,30,6,24,22,20,1,0,95,1,1
C40038,10,29,7,65,48,8,19,34,44,0,6,172,2,5
C40039,1,1,7,10,13,3,9,13,9,0,0,10,1,0
C41001,81,69,9,12,54,30,35,32,5,0,0,25,9,0
C41002,91,85,6,16,79,29,27,28,5,0,0,22,8,1
C41003,66,51,22,34,56,27,31,37,10,1,1,39,9,1
C41004,83,97,7,13,76,26,33,35,4,0,1,45,3,3
C41005,74,47,18,18,63,30,30,35,17,0,3,41,9,2
C41006,44,75,17,24,173,20,36,20,8,0,0,50,4,2
C41007,101,69,15,23,86,23,34,40,11,0,2,32,3,2
C41008,89,61,10,27,65,30,32,33,4,0,0,37,2,0
C41009,36,58,6,31,76,17,58,30,11,0,0,26,3,1
C41010,118,76,12,30,95,29,31,32,4,0,1,44,1,0
C41011,99,65,19,11,68,50,42,47,5,1,3,29,1,2
C41012,73,49,7,11,65,31,48,44,6,0,0,28,5,1
C41013,85,81,7,29,79,34,50,41,5,0,1,43,1,1
C41014,37,63,18,27,118,20,43,28,4,0,0,80,2,3
C41015,74,72,7,19,99,47,32,54,12,0,2,52,7,0
C41016,78,44,24,10,66,29,33,38,4,2,3,24,0,1
C41017,72,51,12,28,84,26,35,33,4,1,0,44,7,1
C41018,91,64,10,15,57,18,37,29,4,1,1,31,4,1
C41019,49,68,12,27,106,15,33,21,11,0,0,72,6,1
C41020,59,26,13,23,58,14,24,28,1,0,3,18,5,3
C41021,75,64,14,27,58,32,45,33,2,0,3,34,3,3
C41022,81,77,14,25,81,34,28,45,7,0,0,44,5,0
C41023,68,63,12,12,73,25,42,41,5,1,0,12,4,1
C41024,84,54,13,12,65,33,43,24,3,0,0,19,7,4
C41025,27,15,9,14,29,10,12,20,6,0,0,14,2,1
C41026,98,61,12,23,41,30,25,32,5,1,0,35,2,0
C41027,34,31,12,6,44,22,20,25,6,1,0,15,4,2
C41028,32,18,13,19,46,8,21,20,11,0,0,23,3,1
C41029,23,11,6,12,30,19,12,22,5,0,0,6,4,3
C41030,73,30,11,17,56,34,38,37,10,1,0,39,1,0
C41031,85,77,17,30,98,26,53,34,3,0,0,36,10,3
C41032,69,43,14,15,52,23,26,21,3,1,1,25,2,2
C41033,81,35,3,24,84,31,33,34,6,0,0,21,4,0
C41034,92,56,13,11,60,21,26,36,7,1,0,39,1,6
C41035,134,78,25,20,66,40,33,33,4,0,1,40,6,1
C41036,66,58,15,25,55,19,36,34,6,0,0,54,4,4
C41037,117,60,7,25,70,20,31,40,7,0,1,32,11,1
C41038,101,31,14,9,62,24,34,37,3,0,1,30,6,0
C41039,58,85,16,24,84,14,41,35,6,0,0,34,6,1
C41040,130,82,17,10,80,28,48,33,9,0,1,29,6,0
C41041,110,65,17,9,81,25,37,44,9,0,0,19,1,3
C41042,76,55,16,12,82,21,29,30,4,2,0,24,5,3
C41043,90,51,13,23,78,28,43,35,3,0,2,36,4,3
C41044,103,86,22,18,61,24,53,27,4,0,0,31,4,2
C41045,62,48,14,17,63,20,35,26,10,0,0,32,7,2
C41046,79,68,9,16,90,25,28,35,9,2,0,26,4,0
C41047,93,62,13,20,70,21,26,20,8,0,0,55,3,2
C42001,7,20,4,34,156,17,23,12,8,1,0,57,1,1
C42002,13,17,5,33,71,7,8,18,19,2,0,71,2,0
C42003,16,18,6,33,52,7,4,27,18,0,2,86,3,1
C42004,18,23,15,54,151,17,25,35,25,4,2,68,1,3
C42005,7,27,1,20,79,13,13,16,13,2,1,61,0,2
C42006,12,35,9,55,108,17,26,29,20,2,1,95,6,2
C42007,21,34,10,37,146,6,10,20,7,2,3,70,1,4
C42008,18,22,17,38,118,3,12,24,10,0,2,70,5,1
C42009,15,16,8,35,54,10,17,22,17,2,0,74,3,3
C42010,10,27,2,39,103,10,18,33,22,3,0,71,2,4
C42011,13,24,5,43,98,16,18,14,5,1,0,44,2,0
C42012,7,17,7,29,105,12,11,17,1,0,2,80,4,1
C42013,20,40,6,54,124,13,23,17,8,0,0,81,1,4
C42014,6,21,5,22,95,12,15,30,12,0,1,66,0,0
C42015,11,20,5,26,92,15,14,23,8,0,1,56,0,0
C42016,9,25,3,35,65,9,29,26,21,2,2,71,5,3
C42017,19,22,12,28,137,22,15,28,17,0,2,81,2,0
C42018,7,10,7,14,54,11,4,23,13,0,2,45,4,2
C42019,19,37,13,46,157,19,23,21,3,0,1,85,5,1
C42020,17,20,14,30,87,16,18,20,11,0,1,56,4,2
C42021,9,22,5,19,60,4,19,25,17,0,0,73,2,2
C42022,6,13,3,8,60,6,6,7,6,0,0,28,0,0
C42023,11,19,4,25,149,23,23,26,12,0,0,46,2,4
C42024,7,28,8,24,140,12,21,10,10,1,3,66,3,1
C42025,11,35,8,25,87,12,15,20,8,1,2,57,4,6
C42026,20,24,8,45,143,13,14,28,15,3,1,87,0,2
C42027,12,15,7,34,71,15,18,12,14,0,0,62,1,1
C42028,23,28,11,62,128,9,22,23,17,1,1,97,1,1
C42029,19,26,6,40,89,15,13,21,21,0,0,61,3,1
C42030,7,46,6,38,132,7,21,17,6,0,2,64,2,1
C42031,12,30,14,51,127,15,18,22,6,2,4,55,2,3
C42032,19,25,5,25,103,16,14,25,12,3,1,62,0,5
C42033,12,17,8,60,90,7,28,11,28,1,1,63,3,1
C42034,8,13,7,29,171,10,15,11,3,1,1,60,1,1
C42035,19,27,10,41,108,15,14,29,18,2,1,76,5,5
C42036,7,26,7,42,96,26,16,38,20,5,6,79,2,3
C42037,10,15,3,29,70,16,10,19,5,1,4,30,4,0
C42038,5,28,3,18,76,49,15,19,12,3,1,52,0,3
C42039,16,10,4,37,101,13,18,27,13,4,2,79,1,1
C42040,12,23,11,54,103,13,14,31,22,2,2,68,4,5
C42041,19,12,3,29,82,5,7,21,22,1,1,75,4,1
C42042,17,24,9,53,121,7,31,30,18,0,0,125,1,4
C43001,12,14,13,37,48,4,8,11,12,0,0,47,1,0
C43002,13,26,4,38,105,6,22,13,19,0,0,79,3,2
C43003,11,35,11,20,131,14,13,25,13,0,1,74,2,1
C43004,19,23,5,35,121,6,9,18,16,2,0,79,1,2
C43005,16,31,3,30,115,4,11,18,10,0,0,70,1,1
C43006,16,8,3,22,44,5,11,19,15,2,0,61,1,0
C43007,15,4,16,28,85,4,9,15,13,1,0,59,2,2
