prec_id,amer_indian,asian,black,hispanic,other,polyracial,white
alamance_,0,0,0,0,0,0,1
alamance_03C,2,17,27,19,47,11,57
alamance_03N,3,25,33,36,50,10,62
alamance_03N2,0,0,2,1,8,0,21
alamance_03S,4,34,43,49,66,16,64
alamance_03W,5,10,37,23,42,7,58
alamance_06E,9,7,41,26,31,8,54
alamance_06N,8,6,49,38,39,11,54
alamance_06S,2,13,40,29,43,6,57
alamance_06W,3,6,33,27,24,2,47
alamance_08N,10,5,34,36,40,6,59
alamance_08S,2,3,23,18,25,3,53
alamance_09N,0,5,38,14,31,9,56
alamance_09S,13,8,39,45,61,14,66
alamance_1,3,3,30,21,33,7,61
alamance_103,3,7,28,28,41,8,58
alamance_10N,8,6,37,30,52,8,62
alamance_10S,14,23,46,60,75,21,71
alamance_11,6,2,48,17,40,11,56
alamance_1210,5,15,38,33,35,9,54
alamance_124,5,9,33,25,30,4,59
alamance_125,3,14,31,24,36,8,59
alamance_126,1,4,21,12,26,7,55
alamance_127,8,14,51,48,53,13,53
alamance_128,4,14,41,38,44,15,56
alamance_129,1,16,25,15,26,4,53
alamance_12E,8,5,37,38,36,10,52
alamance_12N,9,7,52,52,45,13,51
alamance_12S,6,6,40,34,26,11,51
alamance_12W,4,3,32,26,42,11,56
alamance_13,6,6,42,43,38,13,56
alamance_2,10,5,21,10,32,4,63
alamance_35,8,12,40,41,44,17,70
alamance_4,3,7,40,14,34,11,66
alamance_5,5,1,27,11,32,4,55
alamance_63,4,6,47,43,51,6,47
alamance_64,8,21,34,38,47,9,63
alamance_7,8,12,28,27,34,4,58
alexander_,0,0,3,0,0,0,11
alexander_B1,2,15,9,10,26,2,63
alexander_B2,3,10,18,21,32,3,66
alexander_E,3,2,22,5,14,1,56
alexander_G1,2,0,1,0,4,0,50
alexander_G2,1,0,14,5,11,1,48
alexander_L,1,3,20,2,7,0,52
alexander_M,1,8,22,18,16,2,54
alexander_S1,5,1,20,23,10,2,57
alexander_S2,1,1,18,6,5,3,55
alexander_SL,0,0,3,4,2,1,48
alexander_T1,2,17,17,10,15,4,54
alexander_T2,3,6,31,16,10,4,52
alexander_T3,0,8,14,8,9,4,48
alexander_T4,1,8,30,12,15,6,52
alexander_T5,0,2,24,12,9,1,49
alexander_W,3,6,2,11,17,2,52
alleghany_,0,0,0,0,0,0,2
alleghany_1,1,0,8,6,16,2,54
alleghany_2,0,0,0,3,3,0,41
alleghany_3,7,2,17,41,29,3,61
alleghany_4,2,0,6,14,15,1,54
alleghany_5,0,0,1,19,6,1,51
alleghany_6,0,0,2,2,8,0,45
alleghany_7,2,0,2,6,4,1,47
anson_,0,0,14,0,0,0,7
anson_ANS,1,3,36,2,22,5,53
anson_BURN,8,5,26,2,19,1,55
anson_GULL,2,0,39,3,18,2,44
anson_LILE,7,2,41,3,16,1,54
anson_MM,2,2,40,4,20,1,43
anson_PEAC,2,13,30,3,23,0,55
anson_POLK,1,6,29,1,23,3,49
anson_W1,6,7,45,9,30,5,50
anson_W2,1,0,44,7,24,1,46
anson_W3,5,15,42,7,27,3,57
anson_WS,2,1,24,2,15,0,37
ashe_,0,0,0,0,0,0,9
ashe_10,0,0,0,3,5,0,33
ashe_11,1,1,11,14,17,0,49
ashe_12,1,2,0,2,5,0,45
ashe_13,0,3,2,5,7,0,53
ashe_14,2,3,4,11,11,2,56
ashe_15,2,1,2,2,6,0,50
ashe_16,1,3,7,12,27,0,55
ashe_17,0,0,0,1,4,1,50
ashe_18,1,0,1,0,0,0,33
ashe_2,2,1,1,5,9,0,51
ashe_20,4,9,16,27,24,2,58
ashe_3,0,0,1,0,3,0,38
ashe_4,0,0,0,1,6,0,49
ashe_6,0,1,0,1,4,0,39
ashe_7,0,0,0,1,7,0,41
ashe_8,0,0,0,3,1,0,32
ashe_9,4,4,20,19,22,3,53
avery_,0,0,0,0,2,0,17
avery_1,1,1,4,6,10,0,49
avery_10,1,0,1,1,11,0,46
avery_11,0,1,1,0,10,1,42
avery_12,0,0,0,0,3,0,35
avery_13,0,0,0,1,3,0,43
avery_14,3,1,4,6,4,2,46
avery_15,4,0,3,5,4,0,46
avery_16,1,0,0,7,16,1,51
avery_17,0,0,9,2,7,0,45
avery_18,1,0,0,1,3,0,41
avery_19,3,0,0,2,4,0,38
avery_2,6,7,23,22,43,7,60
avery_3,3,0,0,2,12,2,44
avery_4,0,0,0,0,0,0,29
avery_5,0,0,0,1,2,0,38
avery_6,1,1,3,4,8,1,43
avery_7,0,0,4,1,2,0,28
avery_8,0,0,0,0,5,0,37
avery_9,1,0,1,0,4,0,38
beaufort_,0,0,10,0,1,0,10
beaufort_AUROR,4,1,36,5,13,4,47
beaufort_BEADM,1,2,28,6,23,4,56
beaufort_BELHV,2,0,43,7,11,4,56
beaufort_BLCK,2,0,32,6,10,2,51
beaufort_CHOCO,6,2,48,28,45,8,66
beaufort_EDWAR,1,1,37,2,15,3,51
beaufort_GILEA,1,4,31,3,18,3,59
beaufort_HB,1,0,19,6,10,1,51
beaufort_NCRK,2,0,27,6,21,4,49
beaufort_OLDF,1,2,41,14,18,4,52
beaufort_PANTE,0,2,37,4,12,1,53
beaufort_PINET,0,0,20,3,12,0,50
beaufort_PSJW3,3,8,51,14,24,4,46
beaufort_RVRD,2,0,43,25,27,3,58
beaufort_SURBA,2,1,26,6,18,3,54
beaufort_TCRK,1,3,40,10,32,2,67
beaufort_WASH1,1,1,52,14,25,6,55
beaufort_WASH2,2,2,49,6,26,1,51
beaufort_WASH4,1,2,41,23,32,6,56
beaufort_WASHP,0,0,32,6,20,3,55
beaufort_WDPD,2,1,23,4,13,2,56
bertie_,0,0,15,0,0,0,9
bertie_C1,1,0,41,3,22,1,53
bertie_C2,1,1,44,2,29,7,50
bertie_IW,0,1,32,2,7,3,19
bertie_M1,1,1,38,0,13,2,49
bertie_M2,0,0,42,2,22,2,44
bertie_MH,0,0,37,1,13,1,46
bertie_RX,3,1,45,3,21,4,40
bertie_SN,2,2,40,1,15,5,41
bertie_W1,4,8,54,7,44,12,54
bertie_W2,2,1,8,0,8,0,47
bertie_WD,1,0,42,3,23,3,29
bertie_WH,1,1,42,2,18,4,52
bladen_,2,0,6,0,0,0,9
bladen_P10,1,4,29,2,4,4,46
bladen_P15,11,5,43,33,30,3,52
bladen_P201,8,1,28,13,19,1,50
bladen_P202,17,3,40,17,21,8,50
bladen_P25,9,4,38,4,16,1,51
bladen_P30,32,18,44,2,22,3,35
bladen_P35,6,5,34,10,10,3,44
bladen_P40,5,2,36,14,17,0,50
bladen_P45,5,1,24,6,8,3,47
bladen_P501,6,8,48,27,23,6,51
bladen_P502,9,5,44,18,24,5,52
bladen_P55,7,1,29,2,5,2,46
bladen_P60,15,5,37,18,21,4,49
bladen_P65,2,2,19,8,3,2,43
bladen_P70,4,0,29,8,8,3,41
bladen_P75,18,7,41,10,14,3,43
bladen_P80,7,5,34,14,17,3,53
brunswick_,0,0,0,0,0,0,1
brunswick_04A,9,26,48,33,66,12,73
brunswick_04B1,6,8,32,21,40,5,63
brunswick_04C1,4,19,42,24,44,9,67
brunswick_1,14,3,42,15,31,3,58
brunswick_10A,5,1,35,11,38,4,62
brunswick_10B,1,5,18,8,25,4,59
brunswick_11,10,4,46,16,32,6,57
brunswick_12,9,0,33,10,29,2,68
brunswick_13,15,8,44,42,31,11,66
brunswick_14,7,10,41,23,40,6,66
brunswick_15,16,8,41,30,43,6,72
brunswick_16,6,8,28,18,34,5,73
brunswick_17,8,10,54,25,47,6,69
brunswick_18,7,3,36,32,17,2,59
brunswick_19,7,6,31,10,42,5,66
brunswick_2,16,9,50,55,53,11,70
brunswick_20,7,4,32,33,34,4,71
brunswick_21,13,11,35,25,41,15,69
brunswick_22,6,4,7,3,35,0,66
brunswick_23,5,4,13,10,28,3,62
brunswick_3,7,6,44,20,34,10,58
brunswick_5,14,7,47,29,34,12,65
brunswick_6,5,0,40,11,25,3,59
brunswick_7,5,5,36,15,32,6,57
brunswick_8,8,11,40,21,42,5,69
brunswick_9,1,3,5,6,20,1,61
buncombe_,8,8,23,16,44,12,59
buncombe_1.1,8,13,39,27,55,9,63
buncombe_10.1,6,1,45,25,51,7,50
buncombe_11.1,12,6,42,17,51,15,60
buncombe_12.1,6,6,28,28,46,13,59
