prec_id,amer_indian,asian,black,hispanic,other,polyracial,white
currituck_IR,3,1,24,12,18,2,58
currituck_KI,1,1,2,6,12,3,56
currituck_MY,13,13,43,32,53,16,70
currituck_PB,9,6,32,28,50,14,70
currituck_PP,3,1,24,8,27,10,65
currituck_WH,0,1,4,6,16,2,55
dare_AVON,0,2,1,2,14,2,56
dare_BUX,2,3,4,8,17,3,56
dare_CHCA,1,1,0,0,12,0,52
dare_COL,3,5,8,15,49,8,75
dare_DUCK,0,3,3,2,5,2,48
dare_EL,1,0,1,0,1,0,34
dare_FRCO,2,1,2,8,6,1,58
dare_HAT,0,0,0,0,11,2,52
dare_KDH,11,16,27,37,63,11,74
dare_KTHK,2,6,14,18,42,9,69
dare_MATO,5,6,38,39,66,7,69
dare_MH,1,2,8,3,11,0,47
dare_NGHD,2,6,11,11,33,2,70
dare_SOSH,2,7,8,19,38,4,69
dare_STPT,0,0,0,0,0,0,44
dare_WAN,0,0,5,9,13,2,54
davidson_10,4,12,34,20,29,3,58
davidson_12,2,0,4,4,9,2,50
davidson_14,4,2,3,5,22,1,55
davidson_16,7,6,22,22,33,2,59
davidson_18,3,2,3,4,21,0,59
davidson_20,3,3,9,4,30,1,57
davidson_22,1,7,21,12,14,1,47
davidson_24,5,22,22,19,18,3,49
davidson_26,5,6,20,9,19,1,47
davidson_28,7,15,31,23,34,4,55
davidson_30,6,13,47,37,39,9,54
davidson_32,6,6,42,37,33,5,54
davidson_34,5,25,44,42,43,10,54
davidson_36,2,5,31,25,35,5,49
davidson_38,8,5,39,35,30,7,48
davidson_4,8,18,33,35,45,8,66
davidson_40,4,15,36,20,29,8,49
davidson_42,2,3,6,8,29,0,52
davidson_44,6,7,35,17,33,4,55
davidson_46,2,4,26,8,30,1,58
davidson_48,4,8,20,21,27,3,58
davidson_50,11,11,19,21,30,9,59
davidson_52,5,9,19,19,44,3,60
davidson_54,4,0,6,10,27,2,53
davidson_56,1,0,1,3,21,0,54
davidson_58,6,6,20,17,24,4,57
davidson_6,4,2,21,27,30,3,59
davidson_60,12,16,42,62,53,17,60
davidson_62,6,7,46,34,30,8,55
davidson_64,4,5,51,32,42,5,48
davidson_66,8,8,40,38,38,2,56
davidson_68,7,8,44,39,48,7,55
davidson_70,5,8,27,22,32,2,51
davidson_72,7,6,23,27,36,3,61
davidson_74,10,6,23,29,40,0,60
davidson_76,7,8,21,25,40,4,56
davidson_78,7,3,25,19,32,3,58
davidson_8,2,4,19,8,12,1,48
davidson_80A,5,16,23,24,47,6,95
davidson_82,4,15,20,13,32,3,59
davidson_84,8,10,34,29,46,3,65
davidson_86A,10,18,41,42,52,11,64
davidson_88,6,22,32,27,46,4,58
davie_1,1,0,28,10,19,1,49
davie_10,4,2,20,11,35,5,57
davie_11,2,1,12,19,32,3,51
davie_12,3,10,27,29,43,7,58
davie_13,2,19,28,21,49,7,61
davie_14,1,5,23,10,35,2,50
davie_2,2,1,19,12,19,1,48
davie_3,3,2,27,25,41,5,58
davie_4,5,5,31,31,35,4,52
davie_5,4,2,21,15,34,5,55
davie_6,1,3,18,4,25,2,54
davie_7,2,3,28,7,27,6,53
davie_8,4,13,33,45,48,11,55
davie_9,2,4,33,41,34,5,58
duplin_ALBE,1,0,27,58,25,2,55
duplin_BEUL,4,2,33,25,32,7,67
duplin_CALY,0,2,29,27,19,3,52
duplin_CFRK,2,0,7,11,14,0,53
duplin_CHAR,3,1,50,31,26,6,51
duplin_CHIN,0,2,30,6,18,4,58
duplin_CYCK,1,0,27,2,17,2,62
duplin_FAIS,3,1,45,49,30,3,58
duplin_GLIS,2,1,19,30,16,0,54
duplin_HALL,1,1,34,21,27,8,57
duplin_KENA,6,5,54,43,33,6,64
duplin_LOCK,1,0,20,2,11,1,47
duplin_MAGN,4,0,46,51,34,5,53
duplin_ROCK,0,0,38,23,19,2,51
duplin_ROSE,4,1,46,41,35,3,61
duplin_SMCA,2,0,34,21,15,4,56
duplin_WALL,6,10,53,63,61,9,68
duplin_WARS,5,7,60,50,47,10,64
duplin_WOLF,0,0,30,64,36,1,57
durham_1,0,8,40,44,42,15,53
durham_10,5,6,47,34,39,10,35
durham_12,2,3,42,20,24,7,24
durham_13,1,6,57,20,35,14,20
durham_14,10,10,54,52,47,21,47
durham_15,6,8,51,60,44,20,47
durham_16,5,25,42,45,59,15,65
durham_17,10,14,63,51,57,28,56
durham_18,9,9,60,63,49,21,50
durham_19,2,14,57,58,58,23,56
durham_2,9,34,48,71,65,27,64
durham_20,5,12,38,56,46,16,60
durham_21,4,10,39,37,40,15,55
durham_22,9,22,62,72,73,28,54
durham_23,18,36,63,73,71,26,63
durham_24,6,28,49,45,70,22,65
durham_25,2,12,43,44,52,21,63
durham_26,3,2,24,16,25,8,59
durham_27,5,37,35,44,78,23,69
durham_28,6,18,43,31,57,16,69
durham_29,9,16,60,67,58,22,61
durham_3,4,23,32,45,55,21,59
durham_30-1,17,48,62,86,83,26,74
durham_30-2,13,32,64,73,78,28,62
durham_31,7,32,51,65,82,23,62
durham_32,6,34,35,45,69,11,71
durham_33,19,45,67,92,88,35,76
durham_34-1,7,26,54,56,58,19,63
durham_34-2,12,40,64,71,74,29,60
durham_35.3,17,56,53,73,95,33,73
durham_36,9,31,47,60,63,21,57
durham_37,10,35,45,60,75,16,73
durham_38,15,44,56,85,87,31,69
durham_39,7,28,39,35,62,18,64
durham_4,2,21,25,30,50,13,55
durham_40,10,17,46,46,50,20,58
durham_41,1,1,51,23,36,8,19
durham_42,2,1,50,18,33,8,21
durham_43,15,48,40,69,91,28,73
durham_44,10,47,48,60,80,32,71
durham_45,9,39,52,60,74,26,68
durham_46,7,22,52,73,72,25,57
durham_47,6,2,56,28,33,14,28
durham_48,2,18,42,47,42,18,59
durham_5,23,49,62,94,78,36,68
durham_50,8,41,45,57,68,23,63
durham_51,11,46,47,62,71,22,70
durham_52,6,21,51,62,60,22,51
durham_53-1,5,39,43,57,64,21,70
durham_53-2,7,44,42,51,70,24,71
durham_54,17,48,59,85,92,32,71
durham_55-11,6,5,49,26,41,18,26
durham_55-49,6,5,49,31,34,17,22
durham_6,7,25,44,50,49,14,51
durham_7,6,27,36,51,50,25,60
durham_8,6,22,54,44,55,22,56
durham_9,8,23,45,27,59,16,62
edgecombe_1001,2,0,46,17,19,3,54
edgecombe_101,4,2,49,9,27,6,43
edgecombe_102,6,3,50,22,29,6,55
edgecombe_103,2,3,44,20,15,3,54
edgecombe_104,2,0,45,9,21,4,54
edgecombe_1101,2,0,35,15,15,4,48
edgecombe_1201,5,1,59,17,43,15,40
edgecombe_1202,4,2,54,16,32,10,41
edgecombe_1203,7,2,46,27,48,9,55
edgecombe_1204,4,2,48,5,15,6,25
edgecombe_1205,4,0,54,11,20,5,20
edgecombe_1301,1,2,32,5,19,3,48
edgecombe_1401,0,1,26,2,13,4,52
edgecombe_201,0,0,35,10,10,1,46
edgecombe_301,1,1,26,4,11,0,39
edgecombe_401,0,0,32,4,5,2,37
edgecombe_501,1,0,37,15,11,1,46
edgecombe_601,0,0,41,10,15,5,41
edgecombe_701,5,0,46,14,25,5,49
edgecombe_801,0,0,39,21,20,2,51
edgecombe_901,2,3,29,7,10,4,50
forsyth_101,5,7,43,44,44,7,57
forsyth_11,11,26,48,54,65,11,70
forsyth_111,6,3,25,15,33,9,60
forsyth_112,6,2,38,31,41,11,63
forsyth_12,6,3,28,33,44,7,60
forsyth_122,13,35,55,67,64,19,67
forsyth_123,5,15,43,53,53,12,63
forsyth_13,6,26,44,35,57,14,59
forsyth_131,4,17,40,34,57,15,56
forsyth_132,5,16,44,47,50,11,66
forsyth_133,8,30,34,38,65,12,69
forsyth_14,4,14,34,29,36,10,60
forsyth_15,1,12,31,36,34,7,65
forsyth_201,3,12,58,68,66,29,69
forsyth_203,1,2,59,36,39,15,26
forsyth_204,4,5,50,36,42,15,55
forsyth_205,2,1,50,15,22,4,22
forsyth_206,5,4,50,37,41,8,46
forsyth_207,8,9,51,61,53,11,50
forsyth_21,5,8,36,27,39,6,64
forsyth_301,6,1,51,17,26,7,20
forsyth_302,3,2,55,26,37,10,31
forsyth_303,1,1,51,17,21,7,19
forsyth_304,3,3,51,14,30,11,27
forsyth_305,3,2,52,20,24,12,35
forsyth_306,10,2,47,56,39,11,47
forsyth_31,2,2,37,29,31,12,61
forsyth_32,6,7,44,31,48,11,62
forsyth_33,4,8,49,51,51,13,65
forsyth_34,7,11,39,29,37,10,63
forsyth_401,4,5,52,37,38,12,46
forsyth_402,4,4,56,25,40,10,33
forsyth_403,5,8,56,33,45,16,48
forsyth_404,5,20,57,36,48,22,63
forsyth_405,5,8,58,44,42,22,37
forsyth_42,9,15,46,65,60,12,66
forsyth_43,12,6,47,68,50,9,58
forsyth_501,6,5,51,45,36,6,42
forsyth_502,4,1,48,39,41,6,36
forsyth_503,2,11,51,53,44,17,57
forsyth_504,5,5,53,53,38,13,50
forsyth_505,1,3,53,49,47,10,52
forsyth_506,4,7,49,47,47,9,59
forsyth_507,12,25,55,78,67,20,60
forsyth_51,4,18,39,39,43,9,62
forsyth_52,2,3,18,10,23,6,54
forsyth_53,2,15,32,34,40,6,62
forsyth_54,3,15,32,24,43,8,64
forsyth_55,6,35,40,43,65,13,63
forsyth_601,9,19,46,51,45,16,67
forsyth_602,13,28,48,63,63,23,70
forsyth_603,6,7,47,47,46,12,66
forsyth_604,3,18,51,50,34,17,56
forsyth_605,7,27,53,75,59,15,65
forsyth_606,4,12,47,54,50,10,57
forsyth_607,3,12,44,42,48,11,62
forsyth_61,4,12,38,50,44,7,59
forsyth_62,8,12,31,33,45,11,61
forsyth_63,10,11,45,50,52,17,63
forsyth_64,1,8,33,28,31,8,53
forsyth_65,8,21,42,39,55,6,72
forsyth_66,8,13,40,49,45,9,64
forsyth_67,1,8,42,33,45,6,62
forsyth_68,4,3,39,25,41,3,67
forsyth_701,2,8,33,12,27,5,58
forsyth_702,3,10,24,29,40,15,62
forsyth_703,0,10,24,19,21,5,57
forsyth_704,2,10,35,21,37,10,64
forsyth_705,4,22,45,50,54,12,61
forsyth_706,2,4,38,30,33,11,58
forsyth_707,3,5,40,35,35,10,53
forsyth_708,6,32,50,63,60,18,70
forsyth_709,6,33,43,46,55,16,67
forsyth_71,2,23,34,38,62,11,66
forsyth_72,6,34,41,67,73,15,69
forsyth_73,3,11,25,19,49,7,60
forsyth_74,8,23,35,44,58,16,66
forsyth_75,1,2,12,10,17,3,53
forsyth_801,1,12,28,14,33,7,62
forsyth_802,2,2,10,11,22,5,54
forsyth_803,2,6,9,2,28,7,57
forsyth_804,1,5,23,12,14,3,50
forsyth_805,1,13,21,23,38,5,63
forsyth_806,4,15,32,39,44,7,58
forsyth_807,3,27,31,29,47,6,59
forsyth_808,5,26,52,59,62,14,74
forsyth_809,1,22,30,25,48,8,60
forsyth_81,8,16,54,54,57,12,54
forsyth_82,8,16,54,56,62,15,61
forsyth_83,4,4,50,35,43,15,56
forsyth_901,2,12,22,13,33,10,64
forsyth_902,4,13,50,22,50,12,63
forsyth_903,6,26,43,54,58,20,64
forsyth_904,5,10,56,57,46,11,53
forsyth_905,4,16,47,39,59,22,66
forsyth_906,2,25,41,40,54,15,67
forsyth_907,1,15,36,33,55,13,61
forsyth_908,6,22,36,31,52,4,63
forsyth_909,2,9,38,32,30,6,59
forsyth_91,1,5,32,18,37,7,64
forsyth_92,4,7,25,12,32,4,59
franklin_1,8,9,52,20,42,8,56
franklin_10,6,1,31,10,15,3,50
franklin_11,4,1,40,18,28,8,51
franklin_12,4,0,44,14,21,3,57
franklin_13,3,7,36,33,31,2,63
franklin_14,10,11,45,52,56,14,67
franklin_15,4,3,49,32,43,10,61
franklin_16,8,4,46,19,31,4,49
franklin_17,8,11,45,52,50,11,68
franklin_18,5,8,36,39,45,7,69
franklin_19,6,22,49,64,81,16,69
franklin_2,1,0,41,19,23,2,48
franklin_3,8,9,51,39,45,3,65
franklin_5,7,3,47,40,39,9,61
franklin_6,4,1,44,22,27,4,56
franklin_7,3,3,30,32,38,6,57
franklin_8,7,4,46,29,45,11,67
franklin_9,6,0,35,18,25,7,52
gaston_1,1,7,36,21,31,8,53
gaston_10,3,10,42,52,47,13,59
gaston_11,6,2,50,43,39,12,59
gaston_12,10,12,38,48,48,15,68
gaston_13,10,13,38,45,51,8,57
gaston_14,1,2,31,21,26,3,53
gaston_15,10,37,48,65,73,19,68
gaston_16,3,23,35,45,55,12,67
gaston_17,8,28,44,62,61,18,68
gaston_18,10,32,52,78,73,26,72
gaston_19,13,14,51,56,59,14,67
gaston_2,8,6,51,48,48,11,58
gaston_20,6,6,39,25,46,10,62
gaston_21,11,9,47,19,32,11,62
gaston_22,7,16,43,42,55,15,70
gaston_23,2,14,31,33,45,12,69
gaston_24,8,39,43,26,53,10,65
gaston_25,8,23,31,21,45,7,58
gaston_26,5,25,34,45,51,16,62
gaston_27,5,33,27,29,54,14,67
gaston_28,12,27,31,32,47,10,70
gaston_29,7,18,37,27,52,5,66
gaston_3,5,4,49,38,35,13,59
gaston_30,10,9,27,27,36,7,63
gaston_31,4,9,37,20,44,9,69
gaston_32,6,11,31,35,40,7,60
gaston_33,5,3,34,9,33,6,58
gaston_34,2,1,23,18,28,5,70
gaston_35,0,4,33,13,31,2,55
gaston_36,3,10,30,28,42,6,61
gaston_37,2,2,32,11,23,4,58
gaston_38,5,2,27,11,32,6,65
gaston_39,13,4,27,12,46,6,66
gaston_4,10,19,50,69,60,18,63
gaston_40,15,13,45,43,59,18,69
gaston_41,10,7,33,39,47,9,67
gaston_42,4,15,26,22,46,2,67
gaston_43,10,15,47,58,58,14,73
gaston_44,12,13,46,25,45,9,73
gaston_45,3,19,49,35,57,10,65
gaston_46,10,17,39,41,65,12,69
gaston_5,9,6,60,28,37,15,62
gaston_6,2,3,50,43,33,13,55
gaston_7,2,4,45,19,29,6,42
gaston_8,2,7,49,38,41,14,53
gaston_9,6,12,46,45,38,13,56
gates_1,3,3,49,11,31,14,59
gates_2,0,0,33,4,21,6,54
gates_3,4,5,49,6,39,11,64
gates_4N,3,3,42,2,33,6,65
gates_4S,2,0,40,4,19,5,55
gates_5,1,1,39,2,18,6,58
graham_EAST,18,3,2,6,27,3,54
graham_STEC,14,1,0,6,12,0,45
graham_TAPO,3,1,0,3,11,0,41
graham_WEST,37,3,2,14,26,3,59
granville_ANTI,0,0,41,6,17,4,45
granville_BERE,0,4,44,12,17,3,60
granville_BTNR,9,10,52,57,46,12,70
granville_CORI,4,9,49,18,22,6,63
granville_CRDL,6,6,51,12,30,5,64
granville_CRDM,11,18,55,67,55,19,74
granville_EAOX,4,4,50,12,23,6,59
granville_MTEN,7,10,49,56,51,16,76
granville_OKHL,2,0,41,4,18,1,51
granville_SALM,2,11,42,12,24,9,62
granville_SASS,0,1,40,20,27,6,55
granville_SOOX,6,5,49,15,27,4,51
granville_TYHO,8,10,43,34,48,17,75
granville_WILT,6,17,47,49,55,14,77
granville_WOEL,3,1,46,16,22,4,50
greene_ARBA,1,0,39,18,10,2,43
greene_BEAR,1,0,34,11,10,2,46
greene_BULL,1,0,36,24,16,1,41
greene_CAST,0,1,33,12,11,1,49
greene_HOOK,1,0,29,16,16,4,44
greene_MAUR,2,0,47,20,20,3,45
greene_SH#1,3,4,33,18,18,5,50
greene_SHIN,0,1,39,36,20,10,51
greene_SUGG,0,0,35,19,18,4,49
greene_WALS,0,0,34,32,19,1,44
guilford_CG1,2,26,35,38,51,18,59
guilford_CG2,3,22,36,19,42,7,53
guilford_CG3A,1,17,33,19,35,4,51
guilford_CG3B,4,25,40,26,45,8,58
guilford_FEN1,9,21,49,54,51,18,55
guilford_FEN2,2,6,30,10,19,2,55
guilford_FR1,10,40,47,58,61,15,63
guilford_FR2,6,35,33,17,47,13,53
guilford_FR3,4,20,36,32,40,10,56
guilford_FR4,1,11,28,20,35,2,49
guilford_FR5A,5,19,34,40,43,7,55
guilford_FR5B,1,17,28,39,27,5,50
guilford_G01,3,8,43,21,47,15,40
guilford_G02,6,38,47,26,40,10,41
guilford_G03,5,15,52,27,37,9,32
guilford_G04,9,6,54,30,43,12,37
guilford_G05,5,3,49,12,30,9,17
guilford_G06,1,5,46,9,26,8,24
guilford_G07,8,36,50,31,52,15,47
guilford_G08,5,40,50,30,58,15,43
guilford_G09,6,20,53,42,49,15,53
guilford_G10,5,34,54,38,54,16,46
guilford_G11,7,14,30,25,34,7,55
guilford_G12,3,10,25,26,31,9,52
guilford_G13,2,2,26,17,33,9,55
guilford_G14,0,7,20,11,21,8,48
guilford_G15,1,7,19,18,36,7,58
guilford_G16,0,5,16,6,20,3,50
guilford_G17,2,18,29,21,33,8,54
guilford_G18,0,5,15,6,17,3,54
guilford_G19,3,12,33,8,32,6,53
guilford_G20,2,15,40,18,32,12,59
guilford_G21,7,32,53,27,53,21,57
guilford_G22,4,18,25,7,28,7,50
guilford_G23,4,15,36,25,23,7,49
guilford_G24,2,9,35,19,39,11,48
guilford_G25,4,11,41,20,40,7,55
guilford_G26,9,30,45,46,48,19,57
guilford_G27,2,22,36,33,50,9,56
guilford_G28,2,12,30,17,32,5,54
guilford_G29,4,12,38,27,39,16,57
guilford_G30,2,16,19,13,28,7,55
guilford_G31,5,12,28,13,29,9,52
guilford_G32,4,22,25,15,37,7,56
guilford_G33,2,5,20,8,25,3,54
guilford_G34,2,11,22,15,30,5,51
guilford_G35,1,7,13,7,21,3,49
guilford_G36,5,16,37,32,47,9,48
guilford_G37,4,24,51,47,52,17,56
guilford_G38,1,24,35,38,49,15,55
guilford_G39,2,19,32,36,40,13,54
guilford_G40A1,2,21,25,25,35,9,54
guilford_G40A2,0,14,32,16,29,6,50
guilford_G40B,3,24,32,16,36,5,50
guilford_G41A,1,10,35,31,35,9,52
guilford_G41B,3,29,29,30,41,3,53
guilford_G42A,2,15,32,33,35,11,55
guilford_G42B,0,0,2,0,3,0,16
guilford_G43,6,25,46,56,53,17,54
guilford_G44,4,22,45,43,54,17,62
guilford_G45,7,18,35,40,36,20,50
guilford_G46,11,12,56,31,49,20,43
guilford_G47,17,29,54,50,50,20,56
guilford_G48,8,18,35,47,57,19,59
guilford_G49,8,12,50,34,39,10,47
guilford_G50,17,31,50,58,62,22,55
guilford_G51,14,48,41,41,51,17,52
guilford_G52,11,14,53,33,41,14,41
guilford_G53,12,15,51,43,53,15,44
guilford_G54,7,14,51,48,48,18,45
guilford_G55,11,15,51,29,38,15,42
guilford_G56,5,44,42,34,53,11,44
guilford_G57,12,25,44,36,49,14,44
guilford_G58,8,28,43,35,61,12,53
guilford_G59,7,31,48,28,48,13,46
guilford_G60,11,44,44,60,50,17,50
guilford_G61,8,34,49,44,59,15,47
guilford_G62,4,24,32,38,32,12,52
guilford_G63,1,20,40,27,50,14,49
guilford_G64,6,20,48,45,55,20,56
guilford_G65,6,35,42,52,51,17,57
guilford_G66,6,30,36,39,53,11,54
guilford_G67,6,6,55,24,40,17,26
guilford_G68,2,5,53,21,34,13,16
guilford_G69,5,15,52,34,53,21,53
guilford_G70,3,2,58,28,54,19,26
guilford_G71,3,18,52,39,44,18,28
guilford_G72,9,12,52,42,57,18,38
guilford_G73,6,4,51,12,25,9,24
guilford_G74,6,1,49,14,36,11,17
guilford_G75,5,15,49,23,42,14,37
guilford_GIB,7,11,42,25,37,10,55
guilford_GR,4,4,24,12,25,5,54
guilford_H01,7,36,44,64,43,11,53
guilford_H02,5,22,39,27,40,6,47
guilford_H03,10,36,51,40,49,13,44
guilford_H04,14,46,42,51,47,8,58
guilford_H05,4,32,52,42,50,16,46
guilford_H06,6,41,45,67,57,17,55
guilford_H07,5,17,50,23,38,11,35
guilford_H08,5,8,51,37,29,6,35
guilford_H09,4,22,54,37,43,14,30
guilford_H10,2,18,45,16,45,11,43
guilford_H11,2,12,45,24,42,13,48
guilford_H12,4,12,47,35,36,10,50
guilford_H13,5,20,38,14,31,6,53
guilford_H14,3,19,21,8,22,4,53
guilford_H15,6,21,37,37,45,10,51
guilford_H16,6,16,38,19,26,5,53
guilford_H17,3,15,42,30,34,9,51
guilford_H18,5,25,47,38,34,11,46
guilford_H19A,4,6,42,34,23,7,43
guilford_H19B,1,13,36,26,32,7,47
guilford_H20A,3,20,31,29,27,9,53
guilford_H20B,2,15,29,11,23,6,50
guilford_H21,1,23,33,20,29,7,52
guilford_H22,3,11,36,37,32,10,54
guilford_H23,1,12,31,20,20,6,53
guilford_H24,4,26,37,37,44,11,53
guilford_H25,6,33,38,34,53,13,60
guilford_H26,3,28,40,31,48,15,58
guilford_H27-A,2,42,34,47,43,7,53
guilford_H27-B,8,31,35,41,45,9,53
guilford_H28,4,28,45,52,54,8,60
guilford_H29A,5,35,41,46,44,13,54
guilford_H29B,6,26,43,42,48,10,54
guilford_JAM1,5,25,39,19,38,5,61
guilford_JAM2,1,31,35,25,36,7,49
guilford_JAM3,4,37,35,19,42,10,55
guilford_JAM4,7,26,30,19,35,3,52
guilford_JAM5,5,29,21,14,29,6,52
guilford_JEF1,6,11,46,30,38,9,56
guilford_JEF2,6,13,45,45,44,13,57
guilford_JEF3,12,22,49,26,49,17,49
guilford_JEF4,7,17,37,28,31,7,54
guilford_MON1,6,16,45,44,48,12,52
guilford_MON2A,7,10,54,43,58,19,53
guilford_MON2B,5,11,42,21,30,8,53
guilford_MON3,8,16,41,36,53,16,62
guilford_NCGR1,6,24,26,22,39,10,53
guilford_NCGR2,6,12,29,16,25,7,56
guilford_NCLAY1,4,17,39,21,28,11,51
guilford_NCLAY2,7,11,18,10,20,6,55
guilford_NDRI,9,15,24,26,33,6,61
guilford_NMAD,6,6,39,28,33,8,53
guilford_NWASH,2,0,19,3,11,1,49
guilford_OR1,4,26,31,34,42,10,58
guilford_OR2,8,27,29,33,36,9,59
guilford_PG1,3,6,38,27,24,5,50
guilford_PG2,5,7,32,12,28,4,54
guilford_RC1,6,13,47,31,52,12,58
guilford_RC2,4,20,46,38,58,23,65
guilford_SCLAY,6,1,20,11,25,7,53
guilford_SDRI,12,43,40,55,71,10,61
guilford_SF1,6,22,29,38,46,7,60
guilford_SF2,1,9,15,11,20,3,56
guilford_SF3,3,28,38,45,49,12,60
guilford_SF4,5,33,35,50,46,10,61
guilford_SMAD,9,6,41,24,41,14,53
guilford_STOK,7,20,29,43,53,13,57
guilford_SUM1,5,27,45,37,49,14,48
guilford_SUM2,12,10,45,23,32,7,56
guilford_SUM3,6,3,20,30,16,6,51
guilford_SUM4,11,5,22,9,16,4,52
guilford_SWASH,1,0,14,3,13,1,50
halifax_BUTWD,8,0,31,2,16,3,34
halifax_CONC,1,1,25,1,8,0,33
halifax_ENF 2,1,3,51,3,20,4,30
halifax_ENF1,6,2,88,7,35,6,65
halifax_FAUCT,7,3,36,2,20,3,47
halifax_HAL,7,7,45,8,24,6,44
halifax_HOL,44,18,41,11,43,11,37
halifax_HPR,2,1,84,6,14,0,102
halifax_LIT 1,8,3,46,7,28,10,44
halifax_LIT 2,4,6,35,6,24,3,48
halifax_RINGW,18,3,47,5,25,8,36
halifax_RR 10,10,27,49,23,38,12,60
halifax_RR 11,9,14,43,9,33,6,58
halifax_RR 3,3,2,32,5,21,3,53
halifax_RR 4,3,7,27,14,22,5,50
halifax_RR 5,3,5,36,10,11,4,52
halifax_RR 7,4,1,42,10,24,10,50
halifax_RR 9,7,2,48,18,39,7,54
halifax_RR1-2,8,9,65,12,28,7,85
halifax_RRC,7,10,61,17,30,5,94
halifax_SN,3,5,88,10,50,4,73
halifax_WEL 3,6,3,47,7,41,12,48
halifax_WEL1-2,7,3,80,16,39,10,68
harnett_PR01,32,37,54,100,86,39,70
harnett_PR07,32,36,57,114,93,34,71
harnett_PR08,14,23,48,79,73,15,68
harnett_PR16,22,22,59,84,86,28,71
harnett_PR20,26,5,46,40,53,11,58
harnett_PR23,16,12,49,64,65,17,61
harnett_PR24,18,12,49,71,62,16,66
harnett_PR25,23,15,55,35,49,15,55
harnett_PR26,24,5,39,35,45,13,63
harnett_PR28,11,10,43,60,64,20,67
harnett_PR29,18,11,46,49,55,15,65
harnett_PR31,16,8,49,32,47,9,58
harnett_PR32,13,21,45,53,56,17,61
haywood_AC,8,9,7,18,33,4,61
haywood_BC,0,0,0,0,0,0,16
haywood_BE-1,5,0,7,3,16,4,55
haywood_BE-2,2,3,6,15,15,2,47
haywood_BE-3,4,6,3,9,16,3,56
haywood_BE-4,5,4,14,12,20,1,61
haywood_BE-7,3,0,3,5,11,1,52
haywood_BE56,4,0,23,13,17,4,54
haywood_CE,0,0,1,1,8,0,44
haywood_CL-N,4,2,11,14,35,8,59
haywood_CL-S,8,3,19,20,35,6,53
haywood_CR,2,2,1,8,22,2,53
haywood_EF,1,2,1,9,14,1,50
haywood_FC-1,0,1,1,3,7,1,47
haywood_FC-2,0,0,0,0,1,0,31
haywood_HA,5,1,11,12,20,2,53
haywood_ID,1,0,2,4,13,2,54
haywood_IH,8,9,13,21,49,4,66
haywood_JC,6,0,5,22,40,4,61
haywood_LJ,2,5,5,10,20,0,53
haywood_P,8,0,6,18,24,5,60
haywood_PC,3,1,5,5,7,4,50
haywood_SA,4,5,4,10,31,4,55
haywood_WC,2,5,12,12,17,3,50
haywood_WE,5,4,1,9,23,1,60
haywood_WO,1,0,1,0,8,0,42
haywood_WS-1,2,6,17,15,33,6,57
haywood_WS-2,4,5,21,12,23,3,57
haywood_WW,5,1,12,12,27,4,60
henderson_AR,3,4,15,23,28,2,57
henderson_AT,5,9,13,25,44,5,65
henderson_BC,1,2,6,10,20,4,57
henderson_BK,3,21,32,21,29,3,56
henderson_CB,2,4,8,10,22,3,53
henderson_CC,9,15,33,47,44,12,71
henderson_CV,0,0,0,0,8,0,16
henderson_ED,7,7,24,42,38,10,62
henderson_EF,6,7,33,57,42,9,62
henderson_ES,2,11,22,25,39,7,59
henderson_EV,3,9,16,16,29,3,65
henderson_FL,12,25,37,54,59,13,69
henderson_FR,1,6,8,11,36,4,59
henderson_GM,3,9,29,28,20,4,57
henderson_GR,2,7,17,23,25,2,60
henderson_HC,10,13,29,26,44,6,63
henderson_HS,3,4,13,19,33,4,60
henderson_HV-1,6,9,32,30,42,8,60
henderson_HV-2,4,17,45,57,50,13,56
henderson_HV-3,4,11,33,44,43,9,63
henderson_LJ,1,10,11,13,28,6,54
henderson_LP,1,1,15,15,24,2,55
henderson_MG,5,5,22,24,26,2,55
henderson_NB,10,8,27,66,46,7,65
henderson_NE,5,15,29,39,42,6,58
henderson_NM,2,9,28,25,48,5,64
henderson_NW,2,6,27,33,34,8,60
henderson_PR,3,13,26,40,47,4,61
henderson_PV,1,6,13,17,33,8,57
henderson_RG,4,11,18,28,32,3,59
henderson_RR,1,1,1,8,13,3,48
henderson_SB,3,3,18,39,38,7,61
henderson_SE,2,10,24,42,27,4,52
henderson_SM,2,7,22,35,46,12,64
henderson_SW,0,7,16,37,32,6,59
hertford_A1,13,8,47,7,33,7,53
hertford_A2,7,1,41,12,21,8,54
hertford_A3,10,4,49,3,19,9,23
hertford_BR,0,0,36,1,6,1,28
hertford_CM,4,2,28,2,11,3,39
hertford_CO,5,0,39,0,12,4,36
hertford_HV,4,0,34,3,15,3,44
hertford_M1,1,7,51,16,35,9,51
hertford_M2,2,0,41,4,13,4,42
hertford_ML,1,0,24,1,10,3,47
hertford_SJ,0,0,36,5,9,1,41
hertford_UN,3,2,38,3,21,4,44
hertford_WN,15,2,40,1,17,6,49
hoke_06B,25,25,44,67,63,23,54
hoke_1,40,1,24,9,8,1,20
hoke_12,33,20,42,69,55,18,54
hoke_13,29,6,28,28,28,5,46
hoke_14,18,24,54,65,70,20,53
hoke_15,16,18,42,51,52,15,47
hoke_2,47,8,42,23,25,13,43
hoke_3,36,5,33,16,15,4,37
hoke_4,33,4,30,10,13,4,38
