prec_id,Emanuel,DelValle,Braun,Chico,Watkins,Walls
C17058,83,6,34,7,7,0
C17059,54,0,19,7,5,3
C17060,163,4,47,14,12,4
C17061,94,4,33,11,6,6
C17062,77,3,35,13,4,1
C17063,78,4,24,12,5,0
C17064,59,2,36,10,7,5
C18001,69,4,14,26,4,2
C18002,138,14,52,57,9,6
C18003,59,29,12,135,1,3
C18004,148,6,71,52,9,6
C18005,147,5,41,14,6,4
C18006,86,11,19,129,6,2
C18007,123,10,42,68,5,4
C18008,57,3,21,21,6,1
C18009,138,6,59,67,13,7
C18010,198,19,86,107,16,3
C18011,122,27,24,61,1,6
C18012,170,10,71,55,16,6
C18013,150,12,51,72,10,13
C18014,179,11,59,42,13,5
C18015,68,19,15,58,3,0
C18016,163,6,72,58,12,3
C18017,124,14,28,67,5,4
C18018,124,10,80,24,9,8
C18019,181,6,72,28,14,10
C18020,128,9,69,19,16,7
C18021,180,21,65,81,15,4
C18022,208,9,64,59,11,8
C18023,114,8,49,42,8,8
C18024,173,8,71,28,14,3
C18025,160,4,56,23,10,5
C18026,112,9,52,40,7,15
C18027,122,16,44,36,10,3
C18028,84,17,5,155,2,1
C18029,136,12,37,85,5,1
C18030,117,7,40,11,6,3
C18031,135,9,33,38,12,5
C18032,205,3,76,28,8,7
C18033,118,1,35,13,10,6
C18034,171,20,76,73,14,9
C18035,185,14,45,76,17,8
C18036,84,5,35,57,8,1
C18037,137,12,36,43,6,7
C18038,169,7,73,23,6,1
C18039,115,7,44,48,11,7
C18040,188,12,79,55,15,8
C18041,109,18,20,141,2,3
C18042,112,10,27,34,6,0
C18043,80,29,15,66,4,2
C18044,92,12,24,37,8,2
C18045,163,9,68,20,8,3
C18046,167,2,52,20,8,5
C18047,122,11,36,25,3,2
C18048,68,19,3,82,1,0
C18049,90,5,41,15,5,4
C18050,140,5,34,27,5,2
C18051,166,11,68,22,20,4
C18052,163,7,71,16,8,5
C18053,125,2,28,14,9,3
C18054,152,5,62,36,4,3
C18055,83,13,14,165,0,1
C18056,89,12,30,100,7,0
C18057,94,22,24,51,4,1
C18058,133,4,38,15,7,4
C18059,136,7,51,27,8,7
C18060,178,4,58,18,13,4
C18061,166,9,43,13,8,3
C18062,75,25,10,75,3,0
C19001,134,21,4,241,2,1
C19002,161,29,35,93,4,5
C19003,67,11,1,290,0,0
C19004,129,20,7,227,1,2
C19005,190,29,42,113,9,6
C19006,91,15,2,253,0,1
C19007,120,26,4,222,0,1
C19008,69,11,3,238,0,0
C19009,63,10,2,218,0,0
C19010,248,29,30,151,4,5
C19011,88,22,6,357,1,0
C19012,83,15,0,283,0,0
C19013,136,10,48,39,4,7
C19014,242,34,12,131,4,0
C19015,82,18,0,275,2,0
C19016,92,17,2,355,1,0
C19017,114,31,1,251,1,2
C19018,204,37,22,157,0,1
C19019,182,40,28,143,1,0
C19020,165,37,37,98,2,0
C19021,83,17,1,217,0,1
C19022,204,23,26,172,3,1
C19023,157,29,2,270,1,1
C19024,88,23,1,231,1,2
C19025,188,33,22,188,6,1
C19026,211,25,17,158,3,1
C19027,111,22,23,66,8,4
C19028,178,26,63,62,15,7
C19029,83,21,0,287,2,0
C19030,93,21,1,297,0,1
C19031,151,30,16,177,2,2
C19032,103,28,2,262,2,0
C19033,108,17,0,338,1,1
C19034,178,35,7,142,3,5
C19035,151,26,22,153,2,1
C19036,209,31,54,101,11,5
C19037,171,40,29,131,7,5
C19038,190,30,44,73,11,6
C19039,63,5,21,26,3,1
C19040,182,32,17,160,3,2
C19041,70,16,0,223,0,0
C19042,190,27,47,101,5,1
C19043,241,17,104,54,12,4
C19044,93,19,1,284,2,0
C19045,131,29,3,241,3,0
C19046,199,20,1,255,0,1
C19047,199,40,58,192,8,7
C19048,252,13,89,48,12,7
C19049,220,39,65,83,7,6
C19050,190,18,63,36,12,10
C19051,72,25,2,208,1,0
C19052,85,15,3,234,0,1
C19053,134,26,7,216,2,0
C19054,87,8,0,240,0,0
C19055,96,15,0,221,1,1
C19056,236,33,30,131,1,1
C19057,200,34,29,159,7,4
C19058,99,12,4,301,0,1
C19059,103,24,3,337,1,1
C19060,133,11,53,43,13,7
C19061,197,20,2,266,2,0
C19062,100,22,9,214,2,2
C19063,105,18,36,82,4,2
C20001,102,8,39,21,9,1
C20002,108,8,34,8,5,4
C20003,95,2,38,17,3,1
C20004,39,25,6,94,1,1
C20005,78,1,27,10,1,5
C20006,118,6,54,16,6,6
C20007,31,6,19,3,1,0
C20008,14,12,0,47,1,2
C20009,159,21,58,32,9,8
C20010,92,4,49,12,4,0
C20011,58,0,22,7,4,1
C20012,65,1,23,12,8,0
C20013,90,1,36,11,9,4
C20014,148,4,50,14,10,5
C20015,57,35,3,97,1,0
C20016,156,19,47,24,9,2
C20017,65,4,34,7,7,4
C20018,83,1,34,11,9,2
C20019,82,5,40,10,3,3
C20020,35,4,26,7,4,0
C20021,31,8,3,66,0,2
C20022,168,20,56,30,5,11
C20023,167,7,44,11,9,2
C20024,120,15,41,26,8,2
C20025,78,2,36,20,8,2
C20026,94,5,73,24,8,6
C20027,85,5,37,8,6,5
C20028,119,6,28,14,4,3
C20029,118,9,49,21,9,9
C20030,88,3,36,14,8,4
C20031,108,6,43,15,11,2
C20032,79,6,29,5,1,2
C20033,103,4,43,16,6,7
C20034,183,39,38,25,14,6
C20035,40,0,20,9,5,0
C20036,90,3,25,17,3,4
C20037,94,8,52,12,10,6
C20038,27,2,7,3,0,0
C20039,105,4,35,21,8,5
C20040,83,5,31,7,5,0
C20041,9,13,2,30,1,1
C20042,94,3,23,9,9,5
C20043,33,0,14,1,1,2
C20044,131,11,69,20,8,4
C20045,62,2,32,11,3,5
C20046,96,13,27,20,5,3
C20047,77,3,34,11,5,4
C20048,42,2,19,1,1,4
C20049,73,4,30,9,5,2
C20050,48,3,17,7,3,3
C21001,211,11,67,35,10,9
C21002,132,8,42,16,12,9
C21003,116,8,32,13,7,6
C21004,142,11,48,21,12,3
C21005,131,5,57,29,12,6
C21006,118,6,42,13,6,1
C21007,152,4,54,29,6,5
C21008,154,9,58,16,14,5
C21009,158,1,53,20,10,2
C21010,104,2,39,25,4,3
C21011,139,9,51,20,11,2
C21012,156,4,65,14,7,2
C21013,92,3,26,6,7,2
C21014,140,4,52,15,7,2
C21015,100,6,51,12,7,2
C21016,130,4,49,23,10,0
C21017,140,7,54,18,10,12
C21018,127,1,44,21,11,4
C21019,103,8,52,18,7,3
C21020,86,3,24,26,6,2
C21021,145,10,66,20,12,9
C21022,128,4,49,15,6,2
C21023,103,1,50,12,7,6
C21024,141,6,65,20,7,4
C21025,98,5,57,22,5,8
C21026,104,5,60,15,7,9
C21027,189,5,63,18,14,3
C21028,130,4,38,17,5,3
C21029,62,3,25,9,5,3
C21030,92,5,39,13,8,3
C21031,188,9,71,34,13,4
C21032,101,10,55,26,10,1
C21033,130,11,53,22,11,3
C21034,170,3,48,23,18,4
C21035,77,6,23,12,5,2
C21036,117,6,28,10,11,5
C21037,149,3,47,32,11,9
C21038,120,3,70,23,16,3
C21039,109,2,47,24,3,2
C21040,118,7,48,22,14,4
C21041,85,7,56,11,4,4
C21042,128,5,63,18,7,4
C21043,141,4,39,17,12,0
C21044,132,8,51,14,4,4
C21045,113,4,38,21,9,7
C21046,93,3,23,19,4,3
C21047,183,11,71,32,7,4
C21048,143,11,44,18,5,2
C21049,154,15,74,23,11,10
C21050,140,6,60,21,11,8
C21051,136,7,57,18,9,8
C21052,142,6,56,16,6,1
C21053,130,8,59,12,7,3
C21054,116,2,62,20,9,3
C21055,161,2,51,19,8,3
C21056,117,3,43,10,6,4
C21057,116,7,46,16,19,3
C21058,103,3,48,19,4,4
C21059,170,7,57,26,11,6
C21060,142,5,54,19,13,8
C21061,165,10,46,18,9,4
C21062,109,5,56,30,6,5
C21063,118,7,56,15,5,3
C21064,53,2,31,8,4,4
C21065,157,19,90,37,17,3
C21066,112,2,47,19,5,3
C21067,153,4,54,13,9,8
C21068,152,2,36,19,11,8
C21069,100,3,47,14,9,0
C21070,118,6,35,13,12,3
C21071,109,2,47,23,3,1
C21072,142,7,60,24,9,2
C21073,170,11,52,25,11,9
C21074,43,0,27,3,2,1
C22001,27,42,3,55,0,0
C22002,32,41,3,62,0,0
C22003,34,64,1,92,1,0
C22004,38,46,0,83,0,0
C22005,50,60,1,100,1,0
C22006,30,50,0,80,0,1
C22007,89,8,55,16,2,3
C22008,30,25,2,77,1,0
C22009,31,57,1,87,1,1
C22010,48,58,1,87,0,0
C22011,40,43,0,92,0,0
C22012,46,41,2,61,0,0
C22013,65,35,3,105,0,1
C22014,42,25,13,35,2,0
C22015,26,34,1,63,1,0
C22016,56,51,2,96,0,0
C22017,35,50,0,85,1,0
C22018,45,61,2,93,0,0
C22019,78,8,14,14,9,1
C22020,46,38,2,101,1,0
C22021,117,7,24,8,10,1
C22022,28,45,0,79,0,0
C22023,52,62,9,83,1,0
C22024,29,34,1,72,0,0
C22025,31,51,1,65,0,0
C22026,45,34,0,79,1,0
C22027,54,63,1,100,0,1
C22028,18,33,3,56,0,0
C22029,30,22,2,56,1,0
C23001,84,12,3,207,1,1
C23002,109,16,3,262,3,2
C23003,135,17,0,194,2,0
C23004,121,20,0,166,1,0
C23005,91,24,2,97,0,0
C23006,134,22,5,143,0,2
C23007,121,15,1,173,2,0
C23008,94,29,5,179,1,2
C23009,121,47,3,134,0,4
C23010,112,40,2,160,2,0
C23011,129,25,4,196,0,0
C23012,134,20,2,202,1,0
C23013,129,24,2,242,1,0
C23014,109,18,0,168,0,1
C23015,104,8,3,207,2,1
C23016,119,17,2,205,2,1
C23017,133,24,2,232,1,1
C23018,91,13,0,153,0,1
C23019,84,22,0,175,2,0
C23020,104,9,4,170,1,0
C23021,164,1,69,19,12,2
C23022,101,28,2,169,0,0
C23023,107,23,3,188,0,0
C23024,49,22,8,100,1,0
C23025,93,33,1,108,0,4
C23026,121,22,2,202,1,2
C23027,99,22,1,189,0,0
C23028,121,17,4,205,1,0
C23029,85,37,2,120,1,0
C23030,92,23,0,183,0,0
C23031,105,29,12,102,1,4
C23032,152,30,7,93,4,2
C23033,158,24,2,145,0,1
C23034,114,24,2,115,1,1
C23035,123,3,40,11,3,4
C23036,166,18,3,244,0,0
C23037,98,2,35,13,4,1
C23038,93,18,3,157,1,0
C23039,89,23,1,179,1,0
C23040,124,18,3,177,1,0
C23041,124,15,4,132,3,0
C23042,100,23,1,146,0,0
C23043,140,30,2,218,2,0
C23044,117,19,3,187,0,0
C23045,131,32,4,236,0,1
C23046,103,16,1,213,1,0
C23047,125,31,2,216,3,3
C23048,95,18,2,130,2,0
C23049,125,28,2,254,2,1
C23050,72,16,2,91,1,1
C23051,101,16,2,121,2,2
C23052,142,22,3,229,1,1
C23053,73,17,2,108,1,0
C23054,159,18,7,192,0,2
C24001,150,8,54,22,10,5
C24002,66,5,28,11,10,2
C24003,107,5,26,10,5,2
C24004,110,7,26,15,7,4
C24005,99,7,37,9,4,5
C24006,120,10,40,13,9,6
C24007,106,2,27,12,7,1
C24008,78,4,41,16,10,3
C24009,110,8,31,13,10,3
C24010,92,3,39,8,4,0
C24011,62,1,23,7,2,1
C24012,118,1,31,4,5,1
C24013,80,3,40,13,4,1
C24014,115,3,54,19,18,5
C24015,76,3,33,15,6,4
C24016,64,2,26,8,3,0
C24017,86,3,38,15,2,3
C24018,79,1,24,8,4,3
C24019,52,1,27,11,6,2
C24020,73,2,32,12,5,1
C24021,45,3,39,12,3,0
C24022,111,5,37,19,9,9
C24023,63,1,18,7,7,2
C24024,62,0,22,11,1,2
C24025,139,2,39,12,13,0
C24026,112,5,48,12,8,2
C24027,60,4,22,13,5,3
C24028,127,7,59,14,3,2
C24029,111,5,48,13,6,3
C24030,109,8,43,19,9,0
C24031,106,7,28,11,7,6
C24032,86,5,44,19,13,3
C24033,66,3,26,18,4,2
C24034,108,5,37,15,7,2
C24035,145,4,64,15,14,4
C24036,86,8,36,18,6,1
C24037,111,2,47,11,10,3
C24038,100,13,51,26,11,2
C24039,103,4,29,24,6,2
C24040,109,14,55,19,4,4
C24041,109,5,26,15,8,4
C24042,80,5,22,9,4,3
C24043,143,1,58,8,9,2
C24044,144,23,44,27,21,1
C24045,78,5,35,12,4,2
C24046,108,5,44,25,6,4
C24047,92,3,25,13,12,2
C24048,77,1,25,7,2,2
C24049,203,6,70,23,11,8
C24050,198,10,61,19,11,1
C24051,162,8,55,18,10,2
C24052,85,2,40,15,5,0
C24053,44,44,4,79,1,0
C24054,121,4,60,15,10,5
C24055,101,1,32,17,7,4
C24056,133,5,42,13,10,8
C25001,80,44,4,125,1,0
C25002,90,128,1,187,5,0
C25003,111,18,16,57,3,4
C25004,143,39,1,121,2,1
C25005,83,54,3,120,0,0
C25006,72,57,2,95,2,2
C25007,65,76,4,108,4,0
C25008,67,67,3,117,0,2
C25009,94,74,9,172,3,0
C25010,61,28,13,69,2,0
C25011,88,88,5,127,1,1
C25012,123,56,3,99,0,0
C25013,81,81,1,155,2,0
C25014,87,23,8,90,2,2
C25015,80,46,6,146,3,2
C25016,87,27,8,72,0,2
C25017,164,91,22,165,5,4
C25018,188,39,22,121,2,3
C25019,81,81,4,159,1,1
C25020,78,76,5,146,1,0
C25021,84,17,6,66,1,2
C25022,33,39,4,59,0,0
C25023,106,90,6,167,3,0
C25024,79,90,2,169,0,3
C25025,140,20,3,67,1,0
C25026,79,28,1,77,0,0
C25027,121,17,6,80,2,0
C25028,160,31,1,119,3,1
C25029,364,37,41,152,2,2
C25030,78,79,1,128,2,3
C25031,64,36,3,67,1,1
C26001,56,44,1,37,0,0
C26002,85,60,8,51,0,2
C26003,65,43,8,30,0,2
C26004,43,51,0,22,1,0
C26005,71,78,7,40,2,3
C26006,34,54,4,32,0,0
C26007,63,25,1,28,1,0
C26008,55,55,6,21,1,0
C26009,28,46,1,31,0,0
C26010,39,44,2,32,0,0
C26011,52,60,0,33,2,1
C26012,38,33,5,14,1,0
C26013,65,77,1,29,1,1
C26014,24,39,1,25,0,0
C26015,41,54,2,31,0,0
C26016,39,32,1,19,1,0
C26017,49,14,2,61,0,1
C26018,29,28,3,33,0,0
C26019,98,91,5,38,2,1
C26020,66,53,4,37,1,0
C26021,53,52,15,15,3,0
C26022,48,35,1,27,0,0
C26023,38,31,1,41,0,0
C26024,48,31,3,34,0,0
C26025,19,14,1,9,0,0
C26026,25,35,3,26,0,0
C26027,56,53,1,25,1,2
C26028,56,45,7,25,2,0
C26029,44,51,1,36,3,1
C26030,28,49,5,29,0,0
C26031,59,62,3,17,4,0
C26032,80,29,2,53,1,0
C26033,36,24,0,25,1,0
C26034,66,62,4,23,2,0
C26035,92,28,2,54,0,0
C26036,37,45,10,17,2,0
C26037,26,38,3,22,0,0
C26038,44,29,3,17,2,0
C26039,56,51,4,19,1,0
C26040,37,38,0,18,1,0
C26041,42,80,3,28,3,0
C26042,39,47,3,20,1,0
C26043,33,33,1,31,0,2
C26044,31,19,7,7,6,1
C26045,64,66,8,26,3,0
C26046,124,31,0,58,0,0
C26047,33,31,1,18,0,0
C26048,83,57,9,25,2,0
C26049,41,40,6,14,2,1
C26050,39,31,2,12,2,0
C26051,63,66,0,24,0,1
C26052,17,25,2,11,0,0
C26053,62,32,1,27,0,0
C26054,37,37,3,24,1,0
C26055,40,46,3,24,1,0
C26056,53,37,4,12,0,1
C26057,34,47,3,36,2,1
C26058,40,52,5,13,1,0
C26059,50,70,11,17,1,1
C26060,44,42,3,26,1,0
C26061,25,41,2,23,0,0
C26062,57,70,2,36,0,0
C26063,10,20,3,15,0,0
C27001,271,23,3,87,0,2
C27002,62,13,30,18,6,2
C27003,78,11,23,6,8,1
C27004,67,31,15,18,2,0
C27005,90,5,3,28,1,0
C27006,31,0,3,2,1,0
C27007,178,25,11,46,1,0
C27008,90,3,30,10,8,2
C27009,180,9,32,24,5,2
C27010,211,12,45,32,12,6
C27011,137,19,9,41,1,1
C27012,227,5,11,51,3,0
C27013,136,37,1,40,0,1
C27014,145,8,58,13,12,6
C27015,60,8,24,10,4,0
C27016,45,5,1,20,0,0
C27017,176,19,2,73,1,1
C27018,104,27,0,67,0,5
C27019,97,12,23,11,3,1
C27020,135,3,32,7,7,3
C27021,106,12,22,15,6,1
C27022,104,7,40,14,6,1
C27023,17,1,10,2,2,3
C27024,68,19,36,8,4,1
C27025,55,7,20,7,5,0
C27026,103,7,37,13,10,3
C27027,106,8,29,18,11,0
C27028,136,16,18,40,5,2
C27029,55,9,29,26,5,3
C27030,62,4,6,9,5,0
C27031,76,6,32,9,3,2
C27032,124,46,15,43,2,2
C27033,97,13,13,22,5,1
C27034,130,1,33,6,6,1
C27035,93,38,2,35,1,1
C27036,112,7,31,21,11,4
C27037,183,19,21,24,3,2
C27038,97,33,2,31,1,0
C27039,50,4,15,8,8,0
C27040,84,5,22,6,6,1
C27041,143,48,0,75,0,2
C27042,143,10,8,30,0,0
C27043,31,4,16,4,2,2
C27044,62,1,33,1,3,1
C27045,68,4,18,7,7,4
C27046,88,10,30,20,1,0
C27047,76,2,18,9,12,3
C27048,120,5,35,13,7,0
C27049,76,10,23,13,9,4
C27050,201,28,3,49,1,1
C27051,12,0,3,1,1,0
C27052,80,1,23,8,6,1
C27053,99,18,16,37,4,1
C27054,192,18,1,46,1,2
C27055,83,12,23,9,3,3
C27056,83,25,1,38,0,1
C27057,92,6,5,22,0,1
C27058,71,9,2,29,0,0
C27059,128,66,3,28,2,0
C28001,96,2,36,13,9,3
C28002,126,17,48,18,7,5
C28003,58,1,36,6,7,1
C28004,104,1,49,10,4,1
C28005,76,9,26,20,10,0
C28006,56,1,26,8,6,3
C28007,67,1,30,12,5,2
C28008,87,6,33,14,10,1
C28009,85,5,26,10,6,2
C28010,26,2,12,0,3,0
C28011,62,3,20,9,4,1
C28012,68,2,20,9,5,2
C28013,52,1,21,2,8,3
C28014,48,1,30,6,7,0
C28015,92,1,29,16,7,3
C28016,67,5,21,13,3,3
C28017,107,6,46,10,4,4
C28018,130,4,35,17,13,0
C28019,114,2,45,7,5,3
C28020,101,3,52,22,7,3
C28021,118,2,34,14,10,9
C28022,98,3,25,15,10,4
C28023,83,0,28,9,5,1
C28024,63,0,10,8,6,1
C28025,67,1,34,11,3,4
C28026,65,6,57,6,13,1
C28027,100,2,37,8,10,7
C28028,56,0,16,8,6,1
C28029,63,44,2,72,0,0
C28030,56,3,23,5,4,0
C28031,81,1,23,6,11,2
C28032,84,6,21,12,6,4
C28033,114,5,44,13,13,1
C28034,10,25,1,15,0,0
C28035,80,4,32,7,3,0
C28036,84,5,23,14,4,1
C28037,158,5,43,11,10,3
C28038,20,21,2,51,0,1
C28039,97,3,39,9,6,1
C28040,150,2,36,11,5,5
C28041,87,4,29,10,4,2
C28042,77,0,32,8,3,0
C28043,134,17,31,13,7,4
C28044,112,3,25,14,14,3
C28045,112,3,39,13,3,0
C28046,104,3,36,10,3,2
C28047,105,8,36,21,4,3
C28048,57,2,16,3,3,0
C28049,42,4,11,2,1,4
C28050,60,1,25,9,5,0
C28051,94,3,43,8,3,1
C28052,78,8,20,20,3,1
C28053,40,22,4,36,1,1
C28054,66,4,23,9,8,2
C28055,88,4,38,10,1,2
C28056,88,4,32,14,6,1
C28057,130,1,39,8,3,2
C28058,115,4,21,12,11,1
C28059,65,7,31,9,4,0
C28060,75,2,24,6,5,5
C28061,61,9,14,30,4,0
C29001,220,5,60,33,5,4
C29002,66,37,4,49,1,1
C29003,177,1,72,31,2,0
C29004,140,4,59,8,4,3
C29005,127,6,36,10,7,4
C29006,53,25,4,35,1,0
C29007,60,31,5,40,2,0
C29008,103,10,30,11,3,0
C29009,91,36,2,54,2,0
C29010,54,14,7,43,3,2
C29011,167,5,53,21,8,6
C29012,149,16,51,30,7,7
C29013,143,3,43,21,20,3
C29014,145,5,78,21,10,4
C29015,157,2,71,22,8,11
C29016,219,8,45,25,11,3
C29017,130,5,39,12,8,5
C29018,157,7,61,15,8,4
C29019,200,7,61,26,9,2
C29020,161,5,73,26,5,9
C29021,106,5,49,15,12,2
C29022,90,18,34,47,8,5
C29023,127,6,43,10,10,2
C29024,58,41,3,37,3,0
C29025,172,8,38,14,6,3
C29026,120,8,40,22,4,1
C29027,92,2,36,12,7,3
C29028,197,4,50,22,8,3
C29029,154,6,71,29,7,5
C29030,74,27,0,48,0,0
C29031,105,2,48,14,9,4
C29032,75,32,3,67,1,0
C29033,129,8,49,17,5,1
C29034,83,11,31,31,4,1
C29035,129,4,43,14,6,2
C29036,192,4,63,22,9,6
C29037,149,4,39,13,6,4
C29038,143,5,45,13,8,0
C29039,66,24,7,77,1,0
C29040,174,12,59,20,9,9
C29041,166,6,43,14,7,2
C29042,151,12,61,17,5,5
C29043,184,2,54,18,10,3
C29044,116,10,43,28,3,3
C29045,103,13,44,20,10,2
C29046,134,5,42,16,10,1
C29047,182,20,47,29,8,4
C29048,141,3,36,19,4,8
C29049,216,5,55,27,6,2
C30001,92,34,1,68,1,0
C30002,81,19,3,38,0,1
C30003,133,35,2,66,0,2
C30004,63,49,2,38,0,0
C30005,26,38,2,26,0,0
C30006,66,22,12,49,4,1
C30007,65,35,2,57,1,0
C30008,92,40,3,65,1,1
C30009,105,25,2,78,1,0
C30010,57,42,3,56,0,1
C30011,56,16,3,32,0,0
C30012,58,27,2,42,2,0
C30013,80,44,0,66,2,1
C30014,32,10,0,13,0,1
C30015,129,24,1,72,0,0
C30016,97,44,1,82,0,0
C30017,43,32,2,41,2,0
C30018,79,27,3,45,1,2
C30019,49,28,3,30,3,0
C30020,38,52,1,30,0,0
C30021,62,61,2,49,0,1
C30022,39,82,4,66,1,0
C30023,45,56,2,40,2,0
C30024,51,56,3,27,0,0
C30025,51,21,1,48,1,1
C30026,35,32,1,35,2,1
C30027,89,86,9,64,4,1
C30028,72,26,1,53,0,0
C30029,32,31,1,31,0,0
C30030,120,26,3,73,2,3
C30031,43,49,1,25,2,0
C30032,33,29,0,9,0,0
C30033,59,50,7,27,2,0
C30034,77,49,3,64,1,0
C30035,54,40,1,72,1,0
C30036,69,47,2,49,0,0
C30037,64,32,1,49,0,0
C30038,120,27,1,71,1,3
C30039,71,29,1,61,2,0
C30040,60,35,1,71,1,0
C30041,35,63,1,36,0,0
C31001,27,19,1,34,0,0
C31002,38,21,0,43,0,2
C31003,46,32,1,76,1,0
C31004,53,28,1,42,1,0
C31005,77,46,1,68,0,0
C31006,45,31,2,48,0,0
C31007,43,40,3,38,1,0
C31008,47,25,0,44,0,0
C31009,63,25,1,37,2,0
C31010,18,23,0,34,0,0
C31011,72,33,5,45,1,0
C31012,53,38,8,32,1,0
C31013,45,45,2,41,1,0
C31014,39,39,4,46,2,1
C31015,41,16,1,19,1,0
C31016,58,21,0,51,0,0
C31017,43,35,3,35,1,0
C31018,37,35,0,50,1,0
C31019,51,26,1,43,1,0
C31020,33,26,5,28,2,0
C31021,49,61,3,45,0,0
C31022,43,23,0,23,0,1
C31023,30,29,1,34,0,0
C31024,34,41,2,48,0,0
C31025,39,41,1,44,0,1
C31026,51,17,3,31,1,0
C31027,30,39,0,33,0,0
C31028,66,42,2,37,0,0
C31029,63,28,1,50,0,0
C31030,64,41,0,62,0,0
C31031,69,58,4,70,0,0
C31032,88,34,2,53,1,1
C31033,79,42,2,45,0,0
C31034,31,32,0,45,0,0
C31035,37,19,0,36,0,0
C31036,51,55,1,64,1,0
C31037,29,28,1,54,0,0
C31038,41,15,3,34,0,0
C31039,24,26,0,33,0,0
C31040,35,32,1,21,0,0
C31041,72,24,0,40,0,1
C31042,50,54,2,60,2,0
C31043,68,42,0,70,4,0
C31044,33,35,0,46,0,0
C31045,47,28,1,54,1,0
C31046,40,25,1,53,0,1
C31047,66,33,0,42,0,1
C31048,52,25,1,35,1,0
C31049,27,30,0,17,0,1
C31050,75,39,0,63,0,0
C31051,34,27,1,36,0,0
C32001,156,80,7,49,1,0
C32002,172,35,7,63,2,5
C32003,148,34,6,29,3,1
C32004,223,34,2,67,1,0
C32005,147,34,0,39,0,0
C32006,143,62,3,78,4,1
C32007,156,29,0,35,0,0
C32008,277,30,3,74,1,0
C32009,289,50,5,79,0,0
C32010,178,31,8,58,0,1
C32011,123,43,4,34,0,0
C32012,100,40,7,28,0,1
C32013,105,4,3,28,0,2
C32014,141,38,3,64,0,2
C32015,135,15,2,49,0,0
C32016,140,48,1,55,1,1
C32017,179,70,2,50,0,1
C32018,143,12,0,39,1,3
C32019,179,30,1,86,2,3
C32020,181,27,1,55,0,2
C32021,159,17,0,48,2,0
C32022,247,27,1,55,1,1
C32023,227,24,5,34,4,1
C32024,233,20,2,69,1,0
C32025,156,17,2,48,0,0
C32026,135,54,2,47,3,2
C32027,220,19,0,51,0,0
C32028,116,27,1,49,2,2
C32029,166,28,5,39,2,0
C32030,204,26,4,88,2,1
C32031,224,37,2,54,0,0
C32032,192,17,0,71,0,0
C32033,118,24,3,39,3,1
C32034,172,42,6,58,2,0
C32035,202,24,1,76,2,2
C32036,225,36,2,50,1,1
C32037,187,21,7,27,2,0
C32038,207,30,1,55,2,0
C32039,245,20,3,54,0,0
C32040,235,20,5,56,0,0
C32041,228,23,3,74,1,1
C32042,211,35,3,93,0,2
C32043,235,16,2,47,0,1
C32044,123,24,13,32,0,2
C32045,180,26,2,71,1,0
C32046,67,18,2,35,2,0
C32047,216,12,5,61,3,0
C32048,280,23,14,78,1,4
C32049,100,8,0,26,2,0
C32050,234,35,0,66,3,0
C32051,225,24,5,48,2,1
C32052,126,21,0,26,1,1
C33001,147,68,5,75,1,1
C33002,179,46,2,80,2,0
C33003,142,69,4,61,1,2
C33004,159,89,5,85,2,0
C33005,157,45,7,48,1,0
C33006,176,47,5,84,1,2
C33007,249,79,3,65,1,0
C33008,146,76,0,43,1,1
C33009,182,45,4,81,1,0
C33010,231,42,8,82,4,2
C33011,177,51,3,67,2,2
C33012,188,52,1,85,1,3
C33013,128,77,3,89,0,1
C33014,116,55,5,47,1,1
C33015,166,63,5,78,5,1
C33016,113,48,5,56,1,1
C33017,199,51,5,84,2,0
C33018,60,15,1,18,0,0
C33019,142,58,6,64,2,1
C33020,160,76,5,51,0,3
C33021,180,59,2,83,0,0
C33022,189,64,0,84,0,0
C33023,177,70,3,72,2,1
C33024,228,73,4,63,3,1
C33025,217,67,9,80,4,4
C33026,154,65,5,58,6,2
C33027,138,64,6,58,0,0
C34001,205,14,75,40,23,6
C34002,178,4,71,19,10,7
C34003,166,4,44,36,13,9
C34004,163,9,90,20,7,2
C34005,146,7,36,26,11,3
C34006,106,4,37,9,6,2
C34007,196,9,80,33,7,3
C34008,159,9,66,17,14,12
C34009,99,3,46,15,7,4
C34010,162,1,59,25,7,6
C34011,94,2,34,9,5,3
C34012,201,7,69,26,14,5
C34013,175,11,62,25,6,7
C34014,93,4,50,16,13,2
C34015,108,2,49,7,10,4
C34016,93,4,47,15,1,8
C34017,129,4,62,22,10,8
C34018,96,1,31,19,6,1
C34019,33,3,9,13,3,3
C34020,237,14,89,38,14,8
C34021,155,12,63,21,10,4
C34022,185,6,87,26,12,7
C34023,145,4,40,28,10,1
C34024,134,5,48,26,6,4
C34025,186,3,67,13,9,6
C34026,73,3,43,11,4,2
C34027,119,1,55,15,7,5
C34028,92,3,37,6,9,6
C34029,151,8,63,15,9,6
C34030,164,9,86,33,10,17
C34031,83,4,16,8,7,6
C34032,99,6,30,16,8,8
C34033,70,3,27,16,5,0
C34034,187,15,68,33,15,5
C34035,185,6,62,25,10,4
C34036,192,3,51,25,14,7
C34037,133,5,53,16,13,6
C34038,108,7,44,10,11,1
C34039,96,3,54,13,4,0
C34040,146,8,58,20,5,7
C34041,73,2,37,17,13,3
C34042,194,5,71,25,10,11
C34043,214,12,92,28,15,8
