prec_id,Barry Gurney (Write-In),David Waddell (Write-In),John Rhodes (Write-In),Kay Hagan,Sean Haugh,Thom Tillis,Write-In (Miscellaneous),BARRY GURNEY (Write-In),DAVID WADDELL (Write-In),JOHN RHODES (Write-In)
columbus_P23,0,0,,194,27,217,0,,,0
columbus_P18,0,0,,81,14,82,0,,,0
columbus_P19,0,0,,232,20,285,1,,,0
columbus_P20A,0,0,,110,6,45,0,,,0
columbus_P05,0,0,,50,9,78,0,,,0
columbus_P24,0,0,,119,69,370,1,,,0
columbus_P07,0,0,,323,38,271,2,,,0
columbus_P14,0,0,,392,33,379,1,,,2
columbus_P15,0,0,,261,36,289,0,,,0
columbus_P22A,0,0,,181,46,268,0,,,0
columbus_P03,0,0,,49,9,119,2,,,0
columbus_P06,0,0,,98,32,165,0,,,0
columbus_P09,0,0,,199,29,140,1,,,0
columbus_P17,0,0,,230,19,91,2,,,0
columbus_P25B,0,0,,71,57,281,1,,,0
columbus_P08,0,0,,29,17,97,0,,,0
columbus_P01A,0,0,,192,58,219,1,,,0
columbus_P26B,0,0,,327,53,392,3,,,0
columbus_P10,0,0,,55,17,202,1,,,0
columbus_P11,0,0,,68,27,198,0,,,0
craven_16,1,0,0,482,71,1199,2,,,
craven_19,0,0,0,715,30,670,1,,,
craven_20,0,0,0,591,48,1148,0,,,
craven_4,0,0,0,250,24,287,1,,,
craven_7,0,0,0,478,39,622,5,,,
craven_N3,0,0,0,391,54,419,0,,,
craven_N4,0,0,0,897,54,610,4,,,
craven_3,1,0,2,587,64,1535,4,,,
craven_12,0,0,0,34,11,193,0,,,
craven_15,0,0,0,179,14,215,1,,,
craven_17,2,0,0,220,50,779,0,,,
craven_11,0,0,0,266,71,841,2,,,
craven_14,0,0,0,651,58,745,4,,,
craven_2,2,0,4,1028,139,1790,3,,,
craven_5,0,0,1,487,58,933,2,,,
craven_8,0,0,0,233,14,268,0,,,
craven_N5,0,0,0,506,37,218,3,,,
craven_N6,3,0,0,871,88,1218,2,,,
craven_13,0,0,0,79,22,230,1,,,
craven_21,0,0,0,410,48,996,2,,,
craven_9,0,0,0,165,1,130,1,,,
craven_6,0,0,0,219,17,188,2,,,
craven_N1,0,0,0,587,31,429,1,,,
craven_N2,0,0,0,739,12,245,0,,,
craven_23,0,0,0,747,56,1430,3,,,
craven_10,0,0,0,155,14,245,1,,,
cumberland_G9B-1,0,0,0,600,54,613,5,,,
cumberland_G6A,0,0,0,440,50,1185,2,,,
cumberland_G3B,0,0,0,187,24,170,1,,,
cumberland_G2C-2,0,0,0,514,32,521,2,,,
cumberland_MR02,0,0,0,634,39,325,0,,,
cumberland_CC03,0,0,0,192,9,105,2,,,
cumberland_G5C,0,0,0,501,31,286,0,,,
cumberland_EO61-1,0,0,0,452,45,881,0,,,
cumberland_G11A-2,0,0,0,615,11,177,1,,,
cumberland_G1B,0,0,0,682,61,977,0,,,
cumberland_CC14,0,0,0,418,39,801,1,,,
cumberland_ONESTOP,0,0,0,1195,15,387,0,,,
cumberland_CC12,0,0,0,245,34,719,2,,,
cumberland_CC33,0,0,0,557,28,371,1,,,
cumberland_G7A,0,0,0,163,32,383,1,,,
cumberland_SH77,0,0,0,440,46,629,1,,,
cumberland_G5A-1,0,0,0,788,30,283,2,,,
cumberland_G2E-1,0,0,0,610,27,116,5,,,
cumberland_G10C,0,0,0,417,55,778,0,,,
cumberland_G10B,0,0,0,483,53,407,3,,,
cumberland_CC31,0,0,0,407,30,284,3,,,
cumberland_CC34,0,0,0,361,21,568,1,,,
cumberland_CC15,0,0,0,508,45,769,0,,,
cumberland_G3C,0,0,0,240,20,298,2,,,
cumberland_CC18,0,0,0,255,20,539,1,,,
cumberland_G8C,0,0,0,464,31,304,0,,,
cumberland_CC21,0,0,0,853,34,344,2,,,
cumberland_CC27,0,0,0,719,29,224,2,,,
cumberland_G8A,0,0,0,738,32,395,0,,,
cumberland_G6C,0,0,0,357,39,464,1,,,
cumberland_G2C-1,0,0,0,590,34,390,5,,,
cumberland_CC04,0,0,0,259,19,224,1,,,
cumberland_CC07,0,0,0,184,26,305,3,,,
cumberland_G9B-2,0,0,0,623,49,682,1,,,
cumberland_CC25,0,0,0,407,22,297,0,,,
cumberland_CC26,0,0,0,947,20,303,0,,,
cumberland_G2B,0,0,0,917,64,564,2,,,
cumberland_G4C,0,0,0,401,22,150,0,,,
cumberland_AL51,0,0,0,693,65,1155,0,,,
cumberland_G2D,0,0,0,875,39,761,3,,,
cumberland_CC32,0,0,0,392,12,93,1,,,
cumberland_AH49,0,0,0,838,31,307,0,,,
cumberland_CC10,0,0,0,257,14,227,0,,,
cumberland_G8B,0,0,0,373,30,342,2,,,
cumberland_G8D,0,0,0,418,44,542,1,,,
cumberland_LI65,0,0,0,468,56,815,1,,,
cumberland_G11A-1,0,0,0,572,26,155,2,,,
cumberland_G3A-1,0,0,0,758,44,301,1,,,
cumberland_G3A-2,0,0,0,379,50,283,1,,,
cumberland_G1A,0,0,0,515,36,215,0,,,
cumberland_G11B,0,0,0,159,7,123,0,,,
cumberland_CC24,0,0,0,232,22,198,2,,,
cumberland_CC29,0,0,0,542,24,261,1,,,
cumberland_G2A,0,0,0,1254,45,580,3,,,
cumberland_G2E-2,0,0,0,808,19,145,0,,,
cumberland_G4A,0,0,0,305,25,273,2,,,
cumberland_G4B,0,0,0,302,46,380,2,,,
cumberland_G6B,0,0,0,149,29,356,0,,,
cumberland_CC08,0,0,0,258,16,526,2,,,
cumberland_EO61-2,0,0,0,354,28,525,2,,,
cumberland_G10A,0,0,0,763,35,1010,1,,,
cumberland_CC06,0,0,0,204,25,267,1,,,
cumberland_CC01,0,0,0,744,15,77,0,,,
cumberland_G9A,0,0,0,453,38,541,6,,,
cumberland_G5A-2,0,0,0,540,12,389,0,,,
cumberland_G7B,0,0,0,154,26,360,1,,,
cumberland_CU02,0,0,0,419,30,340,1,,,
cumberland_CL57-2,0,0,0,842,24,226,1,,,
cumberland_G5B-2,0,0,0,708,25,191,0,,,
cumberland_CC05,0,0,0,700,20,77,1,,,
cumberland_CC16,0,0,0,995,17,22,1,,,
cumberland_CC13,0,0,0,550,8,29,1,,,
cumberland_LR63,0,0,0,1081,35,278,2,,,
cumberland_CC19,0,0,0,308,6,13,0,,,
cumberland_CC17,0,0,0,877,30,118,1,,,
cumberland_G5B-1,0,0,0,975,21,105,4,,,
cumberland_MB62,0,0,0,617,20,143,2,,,
cumberland_CL57-1,0,0,0,801,33,266,1,,,
currituck_CI,0,0,0,38,3,78,0,,,
currituck_CB,0,0,0,32,7,32,0,,,
currituck_PP,0,0,0,197,24,360,1,,,
currituck_PB,0,0,0,361,45,748,1,,,
currituck_CH,0,0,0,278,40,681,1,,,
currituck_GW,0,0,0,27,1,69,1,,,
currituck_CJ,0,0,0,86,7,110,0,,,
currituck_MY,0,0,0,326,41,1045,3,,,
currituck_WH,0,0,0,84,4,156,0,,,
currituck_ONESTOP,0,0,0,603,42,1170,0,,,
currituck_KI,0,0,0,78,22,250,0,,,
currituck_IR,0,0,0,101,16,236,0,,,
dare_KTHK,,,,492,25,779,1,0,0,0
dare_DUCK,,,,124,6,127,0,0,0,0
dare_EL,,,,4,1,20,0,0,0,0
dare_COL,,,,525,30,767,0,0,0,0
dare_WAN,,,,142,19,338,2,0,0,0
dare_SOSH,,,,698,37,1053,0,1,0,0
dare_AVON,,,,106,8,182,0,0,0,0
dare_CURBSIDE,,,,29,2,45,0,0,0,0
dare_HAT,,,,100,13,119,0,0,0,0
dare_FRCO,,,,131,15,196,2,0,0,0
dare_KDH,,,,786,78,1057,0,0,0,0
dare_BUX,,,,169,21,293,0,0,0,0
dare_NGHD,,,,533,38,622,1,0,0,0
dare_STPT,,,,26,7,51,0,0,0,0
dare_MATO,,,,1033,65,1152,1,0,0,0
dare_CHCA,,,,108,11,115,0,0,0,0
dare_MH,,,,106,15,129,1,0,0,0
davidson_84,0,0,2,454,62,1358,5,,,
davidson_4,0,0,0,466,52,1558,3,,,
davidson_28,0,0,0,275,27,643,0,,,
davidson_34,0,0,0,314,37,290,1,,,
davidson_32,0,0,0,244,21,156,1,,,
davidson_38,0,0,0,324,10,50,0,,,
davidson_58,0,0,1,266,74,730,0,,,
davidson_36,0,0,0,325,26,168,3,,,
davidson_52,0,0,0,338,68,1153,2,,,
davidson_78,0,0,0,249,66,870,1,,,
davidson_10,0,0,0,256,68,572,0,,,
davidson_50,0,0,1,216,56,901,0,,,
davidson_30,0,0,0,680,16,89,1,,,
davidson_6,0,0,2,191,60,661,3,,,
davidson_40,0,0,0,469,37,424,1,,,
davidson_26,0,0,0,113,23,264,0,,,
davidson_24,0,0,4,120,35,339,3,,,
davidson_82,0,0,1,255,59,814,2,,,
davidson_CURBSIDE,0,0,0,182,15,266,0,,,
davidson_8,0,0,0,146,24,291,5,,,
davidson_22,0,0,1,79,31,232,1,,,
davidson_48,0,0,0,233,63,729,0,,,
davidson_70,0,0,1,180,34,729,0,,,
davidson_74,0,0,0,251,58,1077,0,,,
davidson_44,0,0,0,453,61,1214,0,,,
davidson_64,0,0,0,468,15,95,3,,,
davidson_18,0,0,0,150,37,622,0,,,
davidson_56,0,0,0,93,30,420,0,,,
davidson_80A,0,0,2,336,58,1609,3,,,
davidson_86A,0,0,0,385,30,757,0,,,
davidson_88,0,0,0,226,18,884,0,,,
davidson_42,0,0,1,97,36,705,0,,,
davidson_68,0,0,0,307,17,436,1,,,
davidson_54,0,0,0,71,31,513,1,,,
davidson_14,0,0,0,107,36,550,2,,,
davidson_16,0,0,0,190,35,990,4,,,
davidson_20,0,0,0,182,64,742,2,,,
davidson_76,0,0,0,214,52,1002,0,,,
davidson_46,0,0,0,242,36,824,0,,,
davidson_62,0,0,0,354,16,135,2,,,
davidson_12,0,0,0,82,34,232,1,,,
davidson_72,0,0,2,168,33,844,0,,,
davidson_60,0,0,0,514,42,934,1,,,
davidson_66,0,0,1,234,20,308,0,,,
davie_1,0,0,0,136,20,362,0,,,
davie_14,0,0,0,288,37,661,4,,,
davie_4,0,0,0,193,52,406,2,,,
davie_7,0,0,0,204,37,516,1,,,
davie_12,0,0,2,424,58,1243,0,,,
davie_5,0,0,0,234,56,845,1,,,
davie_2,0,0,0,125,31,312,1,,,
davie_ONESTOP,0,0,0,55,3,122,0,,,
davie_8,0,0,0,352,37,423,2,,,
davie_11,0,0,0,146,25,596,1,,,
davie_3,0,0,0,233,65,826,2,,,
davie_6,0,0,0,191,32,507,0,,,
davie_9,0,0,1,342,52,563,2,,,
davie_13,0,0,0,443,35,1151,2,,,
davie_10,0,0,0,295,45,806,4,,,
duplin_ROSE,0,0,0,288,15,282,0,,,
duplin_CHAR,0,0,0,253,22,122,1,,,
duplin_CHIN,0,0,0,97,14,233,0,,,
duplin_WALL,0,0,0,625,60,698,2,,,
duplin_BEUL,0,0,0,172,37,568,0,,,
duplin_GLIS,0,0,0,37,14,166,0,,,
duplin_ROCK,0,0,0,148,11,171,1,,,
duplin_CFRK,0,0,0,38,9,247,0,,,
duplin_SMCA,0,0,0,72,25,257,2,,,
duplin_KENA,0,0,0,364,23,288,0,,,
duplin_HALL,0,0,0,115,17,184,0,,,
duplin_WARS,0,0,0,545,25,271,0,,,
duplin_LOCK,0,0,0,35,9,124,0,,,
duplin_ALBE,0,0,0,65,15,333,0,,,
duplin_CALY,0,0,0,101,11,209,1,,,
duplin_MAGN,0,0,0,198,15,144,0,,,
duplin_FAIS,0,1,0,200,16,235,0,,,
duplin_CYCK,0,0,0,99,17,371,0,,,
duplin_ONESTOP,0,0,0,1818,82,1473,4,,,
duplin_WOLF,0,0,0,93,27,360,0,,,
durham_1,0,0,0,327,10,38,1,,,
durham_46,0,0,0,647,40,179,1,,,
durham_25,1,0,0,339,32,511,2,,,
durham_41,0,0,0,502,2,13,0,,,
durham_43,0,0,0,1711,38,680,5,,,
durham_4,0,0,0,634,17,96,0,,,
durham_7,0,0,0,543,13,54,0,,,
durham_52,0,0,0,876,28,94,3,,,
durham_36,0,0,0,704,16,160,2,,,
durham_15,0,0,0,322,5,27,0,,,
durham_47,0,0,0,555,2,25,0,,,
durham_16,0,0,0,624,14,205,0,,,
durham_20,0,0,0,620,18,40,1,,,
durham_38,0,0,0,1154,38,440,1,,,
durham_39,0,0,0,977,30,612,0,,,
durham_54,0,0,0,1231,40,276,2,,,
durham_30-1,0,0,0,1175,35,513,1,,,
durham_19,0,0,0,757,24,113,4,,,
durham_14,0,0,0,459,10,43,0,,,
durham_48,0,0,0,548,18,172,2,,,
durham_55-49,0,0,0,381,8,4,0,,,
durham_29,0,0,0,791,40,490,0,,,
durham_42,0,0,0,373,6,9,0,,,
durham_8,0,0,0,641,8,32,0,,,
durham_5,0,0,0,632,21,85,1,,,
durham_10,0,0,0,258,3,7,2,,,
durham_9,0,0,0,790,16,164,0,,,
durham_40,0,0,0,542,24,60,0,,,
durham_45,0,0,0,799,65,713,0,,,
durham_3,0,0,0,558,13,47,0,,,
durham_6,0,0,0,596,13,69,0,,,
durham_23,0,0,1,1198,42,184,3,,,
durham_24,0,0,0,715,31,473,2,,,
durham_12,0,0,0,173,1,5,0,,,
durham_17,0,0,0,619,12,18,1,,,
durham_34-2,1,0,0,1251,28,123,0,,,
durham_34-1,0,0,1,734,19,144,1,,,
durham_37,0,0,0,917,41,767,1,,,
durham_21,0,0,0,579,25,88,0,,,
durham_55-11,0,0,0,510,7,6,2,,,
durham_ONESTOP,0,1,0,27570,378,5244,22,,,
durham_44,0,0,0,821,45,753,1,,,
durham_2,0,0,0,756,22,77,0,,,
durham_22,0,0,0,1220,23,54,2,,,
durham_50,0,0,0,936,55,384,1,,,
durham_35.3,0,0,0,1709,77,683,2,,,
durham_33,0,0,0,983,38,374,2,,,
durham_30-2,1,0,0,1694,43,309,6,,,
durham_31,0,2,0,773,49,457,2,,,
durham_13,0,0,0,288,3,7,0,,,
durham_18,0,0,0,541,8,29,0,,,
durham_53-1,0,0,0,668,29,260,1,,,
durham_53-2,0,0,0,974,34,389,2,,,
durham_26,0,0,0,198,14,395,3,,,
durham_32,1,0,0,340,19,504,1,,,
durham_51,0,1,2,1286,60,368,1,,,
durham_27,1,0,0,766,19,392,2,,,
durham_28,0,0,0,478,54,748,3,,,
edgecombe_1401,0,0,0,41,10,249,0,,,
edgecombe_501,0,0,0,95,14,89,0,,,
edgecombe_401,0,0,0,122,10,66,0,,,
edgecombe_801,0,0,0,118,7,215,0,,,
edgecombe_701,0,0,0,380,4,115,0,,,
edgecombe_102,0,0,0,392,32,305,0,,,
edgecombe_103,0,0,0,283,30,372,1,,,
edgecombe_201,0,0,0,214,11,179,0,,,
edgecombe_1203,0,0,0,340,15,374,1,,,
edgecombe_1205,0,0,0,238,1,2,0,,,
edgecombe_901,0,0,0,128,18,263,1,,,
edgecombe_1202,0,0,0,318,5,5,0,,,
edgecombe_101,0,0,0,512,13,45,0,,,
edgecombe_1301,0,0,0,104,20,255,0,,,
edgecombe_601,0,0,0,295,2,86,0,,,
edgecombe_ONESTOP,0,0,0,5955,136,1719,2,,,
edgecombe_1204,0,0,0,414,2,9,0,,,
edgecombe_1201,0,0,0,753,9,28,2,,,
edgecombe_1101,0,0,0,129,10,197,0,,,
edgecombe_104,0,0,0,252,34,238,0,,,
edgecombe_1001,0,0,0,229,17,230,1,,,
edgecombe_301,0,0,0,79,7,54,0,,,
forsyth_71,0,0,0,612,43,1096,6,,,
forsyth_91,0,0,0,284,31,659,3,,,
forsyth_122,0,0,0,1239,48,871,4,,,
forsyth_901,0,0,0,599,20,439,0,,,
forsyth_906,0,0,0,835,33,689,2,,,
forsyth_31,0,0,0,364,30,529,4,,,
forsyth_804,0,0,0,361,17,446,1,,,
forsyth_807,0,0,0,468,19,576,2,,,
forsyth_33,0,0,0,550,33,403,2,,,
forsyth_34,0,0,1,317,35,549,2,,,
forsyth_53,0,0,1,347,38,752,0,,,
forsyth_101,0,0,1,562,33,536,2,,,
forsyth_909,0,0,0,357,21,311,1,,,
forsyth_12,0,0,0,278,28,821,3,,,
forsyth_15,0,0,0,256,29,543,0,,,
forsyth_67,0,0,0,278,19,428,2,,,
forsyth_705,0,0,0,599,35,327,0,,,
forsyth_133,0,0,0,939,81,1691,5,,,
forsyth_54,0,0,0,530,49,931,4,,,
forsyth_51,0,0,0,420,48,822,3,,,
forsyth_72,0,0,6,827,67,1425,1,,,
forsyth_73,0,0,0,413,34,1119,3,,,
forsyth_75,0,0,0,93,11,256,1,,,
forsyth_92,0,0,1,230,35,606,0,,,
forsyth_112,0,0,0,438,62,758,2,,,
forsyth_14,0,0,0,259,38,665,0,,,
forsyth_42,0,0,0,604,37,627,1,,,
forsyth_708,0,0,0,933,46,753,6,,,
forsyth_803,0,0,0,381,14,729,2,,,
forsyth_806,0,0,0,391,32,605,5,,,
forsyth_809,0,0,0,714,28,914,5,,,
forsyth_11,0,0,3,763,77,1151,5,,,
forsyth_62,0,0,0,378,31,614,0,,,
forsyth_82,0,0,0,1175,49,812,5,,,
forsyth_132,0,0,0,713,64,1051,2,,,
forsyth_43,0,0,0,448,32,537,0,,,
forsyth_903,0,0,1,746,21,434,0,,,
forsyth_801,0,0,0,391,20,329,1,,,
forsyth_13,0,0,1,701,48,965,5,,,
forsyth_21,0,0,0,389,60,1175,1,,,
forsyth_63,0,1,1,538,51,1224,5,,,
forsyth_65,0,0,0,594,45,1208,7,,,
forsyth_68,0,0,0,394,42,811,2,,,
forsyth_131,0,0,0,631,52,906,2,,,
forsyth_709,0,0,0,686,40,471,3,,,
forsyth_52,0,0,0,260,22,411,3,,,
forsyth_32,0,0,0,429,35,706,0,,,
forsyth_55,0,0,0,550,42,1096,2,,,
forsyth_74,0,0,0,654,50,736,2,,,
forsyth_701,0,0,0,322,21,416,2,,,
forsyth_702,0,0,0,491,24,269,0,,,
forsyth_707,0,0,0,342,24,280,1,,,
forsyth_905,0,0,0,562,20,265,4,,,
forsyth_123,0,0,0,548,37,665,1,,,
forsyth_601,0,0,0,536,25,185,0,,,
forsyth_604,0,0,0,365,11,122,1,,,
forsyth_802,0,0,0,422,11,591,2,,,
forsyth_805,0,0,0,662,34,785,1,,,
forsyth_907,0,0,0,588,37,363,1,,,
forsyth_111,0,0,0,211,39,591,2,,,
forsyth_507,0,0,0,1177,47,685,1,,,
forsyth_808,0,0,0,762,33,466,2,,,
forsyth_61,0,0,1,346,37,526,5,,,
forsyth_64,0,0,0,187,16,307,0,,,
forsyth_66,0,0,0,260,35,654,3,,,
forsyth_81,0,0,0,862,53,446,1,,,
forsyth_703,0,0,0,387,33,215,1,,,
forsyth_704,0,0,0,525,23,285,1,,,
forsyth_908,0,0,0,682,46,897,0,,,
forsyth_201,0,0,0,1219,34,195,3,,,
forsyth_203,0,0,0,620,7,14,1,,,
forsyth_206,0,0,0,707,7,63,0,,,
forsyth_404,0,0,0,690,23,67,1,,,
forsyth_405,0,0,0,506,13,10,0,,,
forsyth_506,0,0,0,343,26,235,1,,,
forsyth_902,0,0,0,532,21,124,2,,,
forsyth_904,0,0,0,686,23,215,3,,,
forsyth_302,0,0,0,457,7,18,0,,,
forsyth_304,0,0,0,1041,15,15,1,,,
forsyth_402,0,0,0,604,6,8,1,,,
forsyth_501,0,0,0,920,11,70,0,,,
forsyth_204,0,0,0,587,5,39,0,,,
forsyth_83,0,0,0,696,29,251,2,,,
forsyth_401,0,0,0,685,14,34,0,,,
forsyth_403,0,0,0,591,11,25,1,,,
forsyth_301,0,0,0,371,4,4,0,,,
forsyth_303,0,0,0,291,4,0,0,,,
forsyth_306,0,0,0,489,18,75,1,,,
forsyth_706,0,0,2,342,20,208,4,,,
forsyth_607,0,0,0,650,28,481,4,,,
forsyth_606,0,0,0,423,23,246,4,,,
forsyth_603,0,0,1,691,26,191,0,,,
forsyth_504,0,0,0,388,15,57,1,,,
forsyth_505,0,0,0,524,19,132,1,,,
forsyth_205,0,0,0,343,7,8,0,,,
forsyth_602,0,0,0,1007,48,560,4,,,
forsyth_605,0,3,1,916,39,440,1,,,
forsyth_207,0,0,0,697,15,152,0,,,
forsyth_503,0,0,0,491,15,65,0,,,
forsyth_502,0,0,0,603,9,21,2,,,
forsyth_305,0,0,0,743,8,10,0,,,
franklin_8,0,0,0,558,67,687,1,,,
franklin_11,0,0,0,535,33,289,0,,,
franklin_5,0,0,0,377,60,582,4,,,
franklin_2,0,0,0,471,37,252,0,,,
franklin_14,0,0,0,648,67,1064,2,,,
franklin_16,0,0,0,706,73,365,5,,,
franklin_19,0,0,0,796,69,1172,3,,,
franklin_1,0,0,0,649,30,272,0,,,
franklin_7,0,0,0,208,46,546,1,,,
franklin_17,0,0,0,506,66,916,6,,,
franklin_12,0,0,0,324,26,277,2,,,
franklin_15,0,0,0,895,40,385,0,,,
franklin_3,0,0,0,686,84,607,3,,,
franklin_6,0,0,0,504,47,328,0,,,
franklin_9,0,0,0,316,55,455,1,,,
franklin_13,0,0,0,306,46,563,6,,,
franklin_18,0,0,0,435,44,719,4,,,
franklin_10,0,0,0,211,35,286,3,,,
gaston_9,0,0,0,147,24,194,2,,,
gaston_10,0,0,2,223,25,300,1,,,
gaston_26,0,0,0,181,20,382,2,,,
gaston_24,0,0,0,234,47,366,3,,,
gaston_30,0,0,0,115,25,290,0,,,
gaston_44,0,0,0,294,66,762,0,,,
gaston_13,0,0,0,218,48,401,1,,,
gaston_18,0,0,0,481,66,654,0,,,
gaston_42,0,0,0,149,30,477,2,,,
gaston_8,0,0,0,206,14,95,0,,,
gaston_32,0,1,2,212,45,417,1,,,
gaston_ONESTOP,0,1,7,8972,726,12792,39,,,
gaston_12,0,0,0,187,38,336,1,,,
gaston_45,0,0,0,237,37,346,1,,,
gaston_7,0,0,0,206,2,6,0,,,
gaston_25,0,0,0,131,29,352,0,,,
gaston_14,0,0,0,111,20,233,0,,,
gaston_43,0,0,1,239,55,581,1,,,
gaston_46,0,0,1,251,35,576,1,,,
gaston_15,0,0,0,433,49,831,6,,,
gaston_17,0,0,0,290,39,590,0,,,
gaston_1,0,0,0,129,15,137,1,,,
gaston_16,0,0,1,247,39,628,5,,,
gaston_19,0,0,0,274,40,528,2,,,
gaston_4,0,0,0,321,41,587,2,,,
gaston_27,1,0,0,338,47,794,3,,,
gaston_28,0,0,0,249,41,656,1,,,
gaston_31,0,0,0,180,55,624,5,,,
gaston_6,0,0,0,238,10,51,0,,,
gaston_23,0,0,0,293,28,499,3,,,
gaston_3,0,0,0,189,10,121,0,,,
gaston_11,0,0,0,162,14,113,2,,,
gaston_29,0,0,0,188,52,725,2,,,
gaston_2,0,0,0,222,26,154,1,,,
gaston_5,0,0,0,249,27,105,0,,,
gaston_33,0,0,0,84,22,268,1,,,
gaston_40,0,0,0,225,47,423,0,,,
gaston_36,0,0,0,225,55,681,1,,,
gaston_41,0,0,0,142,36,380,1,,,
gaston_37,0,0,0,136,48,325,1,,,
gaston_21,0,0,0,193,26,272,3,,,
gaston_22,0,0,1,232,51,692,0,,,
gaston_20,0,0,1,158,38,540,3,,,
gaston_38,0,0,0,89,43,437,2,,,
gaston_39,0,0,0,117,49,608,4,,,
gaston_34,0,0,0,103,37,368,0,,,
gaston_35,0,0,0,136,22,333,0,,,
gates_4S,0,0,0,199,8,131,0,,,
gates_4N,0,0,0,165,15,294,2,,,
gates_3,0,0,0,303,18,240,0,,,
gates_ONESTOP,0,0,0,498,14,284,1,,,
gates_5,0,0,0,139,7,218,1,,,
gates_1,0,0,0,216,7,204,0,,,
gates_2,0,0,0,111,8,227,0,,,
graham_TAPO,0,0,0,40,16,190,1,,,
graham_STEC,0,0,0,157,40,400,1,,,
graham_EAST,0,0,0,453,99,769,4,,,
graham_WEST,0,0,0,347,124,687,0,,,
granville_WOEL,0,0,0,468,19,171,1,,,
granville_ANTI,0,0,0,478,11,175,0,,,
granville_OKHL,0,0,0,360,21,227,3,,,
granville_SOOX,0,0,0,574,17,128,0,,,
granville_TYHO,0,0,0,561,69,940,5,,,
granville_MTEN,0,0,0,770,75,910,5,,,
granville_SASS,0,0,0,421,37,395,2,,,
granville_CORI,0,0,0,480,29,483,0,,,
granville_CRDL,0,0,0,608,39,254,0,,,
granville_BTNR,0,0,0,676,57,460,2,,,
granville_CRDM,0,0,0,937,47,855,7,,,
granville_EAOX,0,0,0,721,24,335,1,,,
granville_SALM,0,0,0,397,28,381,0,,,
granville_BERE,0,0,0,367,20,389,1,,,
granville_WILT,0,0,1,686,59,1263,4,,,
greene_CAST,0,0,0,86,20,207,0,,,
greene_ONESTOP,0,0,0,1281,74,937,2,,,
greene_MAUR,0,0,0,204,17,291,1,,,
greene_BULL,0,0,0,115,9,123,0,,,
greene_WALS,0,0,0,170,17,195,0,,,
greene_SHIN,0,0,0,129,16,294,0,,,
greene_SUGG,0,0,0,108,12,172,0,,,
greene_HOOK,0,0,0,79,9,163,0,,,
greene_BEAR,0,0,0,83,11,160,3,,,
greene_SH#1,0,0,0,119,10,182,0,,,
greene_ARBA,0,0,0,131,18,150,0,,,
guilford_FEN1,0,0,0,1313,38,473,1,,,
guilford_FR2,0,0,0,568,35,691,1,,,
guilford_G43,0,0,0,648,28,319,3,,,
guilford_GIB,0,0,0,506,47,586,1,,,
guilford_JEF4,0,0,0,400,22,453,0,,,
guilford_G15,0,0,0,544,15,262,1,,,
guilford_NMAD,0,0,0,402,30,563,1,,,
guilford_G42A,0,0,0,568,22,579,0,,,
guilford_H14,0,0,0,251,17,663,0,,,
guilford_SUM2,0,0,0,511,14,317,0,,,
guilford_SWASH,0,0,0,108,15,324,1,,,
guilford_H21,0,0,0,262,25,385,1,,,
guilford_H24,0,0,0,471,31,747,0,,,
guilford_G38,0,0,0,717,34,532,0,,,
guilford_H17,0,0,0,319,11,138,1,,,
guilford_SUM1,0,0,0,686,18,355,0,,,
guilford_FR1,0,0,0,896,31,565,4,,,
guilford_FR5A,0,0,0,407,36,504,6,,,
guilford_FR5B,0,0,1,258,23,431,1,,,
guilford_G16,0,0,0,556,16,449,1,,,
guilford_H20A,0,0,0,264,17,313,2,,,
guilford_CURBSIDE,0,0,0,509,20,207,0,,,
guilford_H06,0,0,0,731,34,472,0,,,
guilford_H13,0,0,0,347,30,589,4,,,
guilford_JAM5,0,0,0,125,11,487,0,,,
guilford_JEF1,0,0,0,528,34,708,2,,,
guilford_G41A,0,0,0,383,18,315,0,,,
guilford_G66,0,0,0,584,43,528,1,,,
guilford_GR,0,0,0,232,32,844,1,,,
guilford_H01,0,0,0,361,24,166,0,,,
guilford_H02,0,0,0,272,18,404,1,,,
guilford_MON2A,0,0,0,921,32,388,1,,,
guilford_NCLAY1,0,0,0,546,31,877,2,,,
guilford_H03,0,0,1,372,18,104,0,,,
guilford_H22,0,0,0,225,15,260,0,,,
guilford_H25,0,0,1,685,36,1197,2,,,
guilford_SCLAY,0,0,0,223,38,800,2,,,
guilford_G13,0,0,0,548,25,212,1,,,
guilford_G41B,0,0,0,443,27,493,2,,,
guilford_G61,0,0,0,663,17,159,0,,,
guilford_G64,0,0,0,729,25,207,2,,,
guilford_H04,0,0,0,460,35,281,0,,,
guilford_JAM2,0,0,0,428,21,510,1,,,
guilford_JEF3,0,0,0,1637,30,265,2,,,
guilford_NCLAY2,0,2,0,215,20,495,0,,,
guilford_SDRI,0,0,0,697,49,1509,3,,,
guilford_FR4,0,0,0,315,20,504,2,,,
guilford_RC2,0,0,0,824,59,864,4,,,
guilford_G17,0,0,0,556,18,460,1,,,
guilford_G33,0,2,0,530,24,579,2,,,
guilford_G35,0,0,0,475,17,341,0,,,
guilford_JAM1,0,0,1,609,39,899,1,,,
guilford_PG2,0,0,0,365,49,1029,1,,,
guilford_G65,0,0,0,629,39,397,1,,,
guilford_JEF2,0,0,0,671,30,422,0,,,
guilford_NWASH,0,1,0,114,13,516,1,,,
