label,time,mle_phc_mse,mean_phc_mse,phc_granularity,n_steps
1_1,278.79609498977663,0.21250001102685956,0.21250001102685956,10,1000
1_2,121.780530834198,0.14624999284744297,0.14624999284744297,10,1000
2_1,161.38561158180238,0.062499997913837445,0.062499997913837445,10,1000
2_2,143.36135797500611,0.016249998509883914,0.016249998509883914,10,1000
3_1,85.45096983909608,0.06250000834465055,0.06250000834465055,10,1000
3_2,73.71685009002685,0.24125001847744026,0.24125001847744026,10,1000
