label,time,mle_phc_mse,mean_phc_mse,phc_granularity,n_steps
1_1,733.3776759306589,0.07392499969601632,0.07392499969601632,100,1000
1_2,725.9846709569296,0.01112499813735495,0.01112499813735495,100,1000
2_1,727.2388309637705,0.1298249934196474,0.1298249934196474,100,1000
2_2,722.3091224034628,0.40982501249313374,0.40982501249313374,100,1000
3_1,729.2839836279551,0.0633250015556813,0.0633250015556813,100,1000
3_2,721.8541069825491,0.0018250003784895214,0.0018250003784895214,100,1000
