label,time,mle_phc_mse,mean_phc_mse,phc_granularity,n_steps
1_1,17.617202361424763,0.11583332757155117,0.18249999225139635,10,1000
1_2,17.64889367421468,0.0362499964237214,0.0362499964237214,10,1000
2_1,16.71967617670695,0.12583333600312493,0.20916666784634205,10,1000
2_2,16.502959728240967,0.10624998867511777,0.10624998867511777,10,1000
3_1,16.630866686503094,0.039166666443149305,0.039166666443149305,10,1000
3_2,17.15678397814433,0.5262499827146532,0.5262499827146532,10,1000
