label,time,mle_phc_mse,mean_phc_mse,phc_granularity,n_steps
1_1,26206.266393899918,0.11682500665187846,0.11682500665187846,100,1000
1_2,8688.81819486618,0.08762499876320362,0.08762499876320362,100,1000
2_1,14839.908892154694,0.05222500040158629,0.05222500040158629,100,1000
2_2,12406.147357940674,0.035225000956654554,0.035225000956654554,100,1000
3_1,6496.204930067062,0.07812499076128042,0.07812499076128042,100,1000
3_2,6171.417456865311,0.19212500404566532,0.19212500404566532,100,1000
