label,time,mle_phc_mse,mean_phc_mse,phc_granularity,n_steps
4_3,456.4309636751811,0.12916666467984525,0.12916666467984525,10,1000
4_4,466.36678496996564,0.049166666467984566,0.049166666467984566,10,1000
5_3,479.0480607350667,0.10916666646798455,0.10916666646798455,10,1000
5_4,457.31553196907043,0.06916667064030986,0.06916667064030986,10,1000
6_3,469.6996126969655,0.20249999642372155,0.20249999642372155,10,1000
6_4,475.187208255132,0.06916666530072695,0.06916666530072695,10,1000
