label,time,mle_phc_mse,mean_phc_mse,phc_granularity,n_steps
1_1,2698.036604166031,0.25250000774860415,0.25250000774860415,10,10000
1_2,1190.983920097351,0.006249999105930364,0.006249999105930364,10,10000
2_1,1496.4504001140594,0.1325,0.1325,10,10000
2_2,1418.395719051361,0.006249999105930364,0.006249999105930364,10,10000
3_1,874.6797802448273,0.09249999165535003,0.09249999165535003,10,10000
3_2,820.0639760494232,0.1712499976158143,0.1712499976158143,10,10000
