label,time,mle_phc_mse,mean_phc_mse,phc_granularity,n_steps
1_1,153.41239500045776,0.08249999968955918,0.025833333668609498,10,10000
1_2,151.00563287734985,0.006249999105930364,0.006249999105930364,10,10000
2_1,150.89160958925882,0.12249999750405564,0.06916666726271319,10,10000
2_2,150.71585377057394,0.08125000402331359,0.08125000402331359,10,10000
3_1,150.481156984965,0.04583333237717554,0.04583333237717554,10,10000
3_2,151.18865354855856,0.0362499964237214,0.0362499964237214,10,10000
