label,time,mle_phc_mse,mean_phc_mse,phc_granularity,n_steps
4_3,81.26244076093037,0.15361111574702815,0.12694444490803627,10,1000
4_4,77.86100037892659,0.06472222280999029,0.08694444980886269,10,1000
5_3,75.62336230278015,0.1224999983443155,0.1669444463650387,10,1000
5_4,76.2014012336731,0.1447222217503522,0.04249999860922506,10,1000
6_3,75.47257200876872,0.07138888835906997,0.0958333323399227,10,1000
6_4,75.71516307195027,0.07805555683043282,0.09361111523376586,10,1000
