JOINID,PER_WHITE,PER_BLACK,PER_HISP,PER_ASIAN,PER_OT,MG_VOTES,MG_E,MG_WIL,MG_F,MG_G,MG_WAL,MRO_VOTES,MRO_E,MRO_G,DPP_VOTES,DPP_C,DPP_S,Maj Cand?,Plu Cand?,RO Winner?,Change?,GE 2nd Place?
C42028,0.537313821,0.13432813,0.044776173,0.268656452,0.014925425,327,0.654434251,0.021406728,0.04587156,0.256880734,0.021406728,424,0.785377358,0.214622642,394,0.581218274,0.418781726,Rahm,Rahm,Rahm,No,Chuy
C42029,0.627011492,0.048275863,0.068390803,0.228735635,0.027586207,180,0.738888889,0.011111111,0.094444444,0.155555556,0,301,0.880398671,0.119601329,270,0.57037037,0.42962963,Rahm,Rahm,Rahm,No,Chuy
C42030,0.755814956,0.023255726,0.036046376,0.154650513,0.030232429,274,0.748175182,0.018248175,0.054744526,0.178832117,0,369,0.888888889,0.111111111,229,0.76419214,0.23580786,Rahm,Rahm,Rahm,No,Chuy
C42031,0.712643697,0.053050392,0.066312992,0.1520778,0.015915119,202,0.772277228,0.024752475,0.02970297,0.163366337,0.00990099,329,0.890577508,0.109422492,314,0.684713376,0.315286624,Rahm,Rahm,Rahm,No,Chuy
C42032,0.659388669,0.041921407,0.158951932,0.112663757,0.027074235,146,0.801369863,0,0.04109589,0.150684932,0.006849315,255,0.890196078,0.109803922,261,0.605363985,0.394636015,Rahm,Rahm,Rahm,No,Chuy
C42033,0.688125902,0.095135882,0.065808268,0.125894175,0.025035773,199,0.653266332,0.055276382,0.08040201,0.201005025,0.010050251,312,0.78525641,0.21474359,420,0.364285714,0.635714286,Rahm,Rahm,Rahm,No,Chuy
C42034,0.848128345,0.025668452,0.034224599,0.071657749,0.020320854,265,0.849056604,0.018867925,0.033962264,0.090566038,0.00754717,401,0.920199501,0.079800499,234,0.726495726,0.273504274,Rahm,Rahm,Rahm,No,Chuy
C42035,0.663032203,0.037383175,0.052959502,0.217030106,0.029595014,297,0.737373737,0.050505051,0.053872054,0.148148148,0.01010101,421,0.824228029,0.175771971,460,0.57173913,0.42826087,Rahm,Rahm,Rahm,No,Chuy
C42036,0.709195403,0.052298852,0.058045976,0.152873563,0.027586206,203,0.714285714,0.024630542,0.073891626,0.172413793,0.014778325,338,0.843195266,0.156804734,421,0.610451306,0.389548694,Rahm,Rahm,Rahm,No,Chuy
C42037,0.791411056,0.017382412,0.059304696,0.109406949,0.022494887,117,0.786324786,0.025641026,0.051282051,0.11965812,0.017094017,200,0.925,0.075,183,0.633879781,0.366120219,Rahm,Rahm,Rahm,No,Chuy
C42038,0.802083335,0.015624999,0.04079861,0.120659723,0.020833333,180,0.738888889,0.038888889,0.033333333,0.188888889,0,295,0.894915254,0.105084746,241,0.630705394,0.369294606,Rahm,Rahm,Rahm,No,Chuy
C42039,0.681138863,0.097508825,0.06761565,0.120996454,0.032740209,136,0.691176471,0.029411765,0.073529412,0.183823529,0.022058824,260,0.869230769,0.130769231,291,0.597938144,0.402061856,Rahm,Rahm,Rahm,No,Chuy
C42040,0.590010417,0.066597292,0.09781477,0.213839749,0.031737772,190,0.8,0.031578947,0.031578947,0.131578947,0.005263158,320,0.875,0.125,354,0.63559322,0.36440678,Rahm,Rahm,Rahm,No,Chuy
C42041,0.512571677,0.074988971,0.06352007,0.317600358,0.031318924,186,0.693548387,0.032258065,0.080645161,0.188172043,0.005376344,286,0.797202797,0.202797203,288,0.666666667,0.333333333,Rahm,Rahm,Rahm,No,Chuy
C42042,0.582155061,0.086299353,0.072159922,0.221843002,0.037542662,236,0.754237288,0.021186441,0.06779661,0.148305085,0.008474576,346,0.838150289,0.161849711,400,0.525,0.475,Rahm,Rahm,Rahm,No,Chuy
C43001,0.72682121,0.160596013,0.036423836,0.038079473,0.038079469,154,0.668831169,0.103896104,0.032467532,0.175324675,0.019480519,215,0.772093023,0.227906977,182,0.604395604,0.395604396,Rahm,Rahm,Rahm,No,Chuy
C43002,0.889776357,0.007188502,0.035143773,0.049520765,0.018370604,245,0.726530612,0.024489796,0.048979592,0.195918367,0.004081633,349,0.862464183,0.137535817,297,0.572390572,0.427609428,Rahm,Rahm,Rahm,No,Chuy
C43003,0.893412267,0.011102906,0.030347893,0.04293116,0.022205774,279,0.781362007,0,0.064516129,0.154121864,0,411,0.888077859,0.111922141,299,0.658862876,0.341137124,Rahm,Rahm,Rahm,No,Chuy
C43004,0.888116751,0.013203615,0.031271717,0.047255035,0.020152882,235,0.753191489,0.025531915,0.09787234,0.123404255,0,345,0.898550725,0.101449275,313,0.635782748,0.364217252,Rahm,Rahm,Rahm,No,Chuy
C43005,0.903901045,0.016175069,0.028544246,0.035204567,0.016175073,196,0.739795918,0.025510204,0.066326531,0.163265306,0.005102041,269,0.884758364,0.115241636,248,0.721774194,0.278225806,Rahm,Rahm,Rahm,No,Chuy
C43006,0.874111631,0.010152309,0.047715757,0.035533001,0.032487302,156,0.653846154,0.032051282,0.083333333,0.230769231,0,253,0.806324111,0.193675889,190,0.568421053,0.431578947,Rahm,Rahm,Rahm,No,Chuy
C43007,0.815147641,0.068035924,0.062901151,0.037227219,0.016688064,195,0.728205128,0.046153846,0.051282051,0.174358974,0,258,0.80620155,0.19379845,233,0.630901288,0.369098712,Rahm,Rahm,Rahm,No,Chuy
C43008,0.799999961,0.065116303,0.0539535,0.054883726,0.02604651,220,0.727272727,0.05,0.031818182,0.190909091,0,296,0.814189189,0.185810811,249,0.694779116,0.305220884,Rahm,Rahm,Rahm,No,Chuy
C43009,0.817034716,0.067823332,0.044164032,0.043375397,0.027602523,317,0.738170347,0.031545741,0.034700315,0.186119874,0.009463722,434,0.81797235,0.18202765,351,0.698005698,0.301994302,Rahm,Rahm,Rahm,No,Chuy
C43010,0.896016213,0.020931801,0.040513162,0.02498312,0.017555705,251,0.705179283,0.023904382,0.079681275,0.183266932,0.007968127,406,0.857142857,0.142857143,342,0.619883041,0.380116959,Rahm,Rahm,Rahm,No,Chuy
C43011,0.925778123,0.007182763,0.031125303,0.020750202,0.015163609,175,0.748571429,0.022857143,0.057142857,0.171428571,0,287,0.853658537,0.146341463,232,0.568965517,0.431034483,Rahm,Rahm,Rahm,No,Chuy
C43012,0.852173914,0.017391304,0.038509316,0.064596273,0.027329192,163,0.754601227,0.012269939,0.085889571,0.147239264,0,220,0.85,0.15,200,0.565,0.435,Rahm,Rahm,Rahm,No,Chuy
C43013,0.807632394,0.033489104,0.063862928,0.076323984,0.018691591,252,0.694444444,0.055555556,0.047619048,0.19047619,0.011904762,317,0.760252366,0.239747634,354,0.539548023,0.460451977,Rahm,Rahm,Rahm,No,Chuy
C43014,0.889162561,0.014778325,0.042692939,0.032019705,0.021346469,287,0.759581882,0.027874564,0.034843206,0.177700348,0,403,0.903225806,0.096774194,297,0.67003367,0.32996633,Rahm,Rahm,Rahm,No,Chuy
C43015,0.841847447,0.021693496,0.055283414,0.051784463,0.02939118,246,0.682926829,0.016260163,0.093495935,0.203252033,0.004065041,341,0.82111437,0.17888563,315,0.561904762,0.438095238,Rahm,Rahm,Rahm,No,Chuy
C43016,0.845597118,0.017490952,0.055488532,0.059107355,0.022316043,218,0.688073394,0.032110092,0.091743119,0.188073394,0,321,0.822429907,0.177570093,329,0.47112462,0.52887538,Rahm,Rahm,Rahm,No,Chuy
C43017,0.904015637,0.014691502,0.030362394,0.038197848,0.012732619,195,0.753846154,0.025641026,0.056410256,0.158974359,0.005128205,289,0.882352941,0.117647059,221,0.615384615,0.384615385,Rahm,Rahm,Rahm,No,Chuy
C43018,0.916109845,0.0089087,0.035634751,0.02152933,0.017817375,274,0.718978102,0.01459854,0.072992701,0.189781022,0.003649635,382,0.861256545,0.138743455,305,0.583606557,0.416393443,Rahm,Rahm,Rahm,No,Chuy
C43019,0.900738308,0.008203446,0.045939294,0.033634127,0.011484825,273,0.710622711,0.025641026,0.080586081,0.172161172,0.010989011,385,0.820779221,0.179220779,350,0.614285714,0.385714286,Rahm,Rahm,Rahm,No,Chuy
C43020,0.856153838,0.016153849,0.045384617,0.062307694,0.020000002,309,0.689320388,0.019417476,0.038834951,0.242718447,0.009708738,393,0.781170483,0.218829517,371,0.566037736,0.433962264,Rahm,Rahm,Rahm,No,Chuy
C43021,0.833557049,0.034899327,0.040939601,0.068456373,0.022147651,266,0.654135338,0.033834586,0.082706767,0.229323308,0,382,0.77486911,0.22513089,339,0.486725664,0.513274336,Rahm,Rahm,Rahm,No,Chuy
C43022,0.817160387,0.05107251,0.054136869,0.056179773,0.02145046,137,0.686131387,0.02919708,0.080291971,0.197080292,0.00729927,205,0.765853659,0.234146341,200,0.5,0.5,Rahm,Rahm,Rahm,No,Chuy
C43023,0.874865167,0.039913695,0.032362463,0.039913694,0.012944981,108,0.740740741,0.027777778,0.018518519,0.212962963,0,186,0.811827957,0.188172043,203,0.512315271,0.487684729,Rahm,Rahm,Rahm,No,Chuy
C43024,0.764003721,0.112029349,0.055096408,0.049586773,0.019283749,197,0.700507614,0.060913706,0.055837563,0.152284264,0.030456853,246,0.825203252,0.174796748,206,0.626213592,0.373786408,Rahm,Rahm,Rahm,No,Chuy
C43025,0.863791142,0.011350739,0.029511921,0.08399546,0.011350739,252,0.694444444,0.043650794,0.051587302,0.206349206,0.003968254,307,0.820846906,0.179153094,284,0.647887324,0.352112676,Rahm,Rahm,Rahm,No,Chuy
C43026,0.85014408,0.010086459,0.033141217,0.06916427,0.037463974,216,0.717592593,0.013888889,0.064814815,0.194444444,0.009259259,285,0.870175439,0.129824561,227,0.656387665,0.343612335,Rahm,Rahm,Rahm,No,Chuy
C43027,0.847328246,0.022900759,0.059796425,0.049618333,0.020356236,262,0.767175573,0.015267176,0.049618321,0.167938931,0,337,0.848664688,0.151335312,302,0.536423841,0.463576159,Rahm,Rahm,Rahm,No,Chuy
C43028,0.803198907,0.046592486,0.06050069,0.075104301,0.014603616,290,0.782758621,0.013793103,0.05862069,0.127586207,0.017241379,428,0.873831776,0.126168224,397,0.607052897,0.392947103,Rahm,Rahm,Rahm,No,Chuy
C43029,0.868081875,0.009097804,0.053070509,0.044730858,0.025018953,243,0.646090535,0.024691358,0.041152263,0.283950617,0.004115226,321,0.760124611,0.239875389,290,0.527586207,0.472413793,Rahm,Rahm,Rahm,No,Chuy
C43030,0.856472171,0.028839704,0.05164319,0.050972501,0.012072435,227,0.731277533,0.022026432,0.092511013,0.154185022,0,354,0.807909605,0.192090395,438,0.406392694,0.593607306,Rahm,Rahm,Rahm,No,Chuy
C43031,0.775076029,0.06686928,0.100303928,0.03799392,0.019756843,283,0.643109541,0.060070671,0.067137809,0.215547703,0.014134276,391,0.78516624,0.21483376,351,0.686609687,0.313390313,Rahm,Rahm,Rahm,No,Chuy
C43032,0.838200486,0.031570627,0.032359916,0.074190989,0.023677981,285,0.750877193,0.014035088,0.042105263,0.189473684,0.003508772,353,0.844192635,0.155807365,364,0.598901099,0.401098901,Rahm,Rahm,Rahm,No,Chuy
C43033,0.902777771,0.013888892,0.037037037,0.032407412,0.013888888,310,0.787096774,0.022580645,0.061290323,0.125806452,0.003225806,429,0.906759907,0.093240093,305,0.740983607,0.259016393,Rahm,Rahm,Rahm,No,Chuy
C43034,0.861079222,0.017221583,0.037887482,0.063145815,0.020665899,206,0.713592233,0.024271845,0.048543689,0.203883495,0.009708738,276,0.811594203,0.188405797,258,0.573643411,0.426356589,Rahm,Rahm,Rahm,No,Chuy
C43036,0.80701756,0.028822054,0.060150372,0.086466154,0.01754386,83,0.506024096,0.024096386,0.120481928,0.301204819,0.048192771,120,0.616666667,0.383333333,171,0.473684211,0.526315789,Rahm,Rahm,Rahm,No,Chuy
C43037,0.787009955,0.032182562,0.054417787,0.101228785,0.025160912,194,0.695876289,0.015463918,0.097938144,0.170103093,0.020618557,284,0.813380282,0.186619718,402,0.465174129,0.534825871,Rahm,Rahm,Rahm,No,Chuy
C43038,0.909255897,0.017241376,0.024500909,0.036297643,0.012704175,272,0.827205882,0.018382353,0.029411765,0.117647059,0.007352941,399,0.934837093,0.065162907,218,0.76146789,0.23853211,Rahm,Rahm,Rahm,No,Chuy
C43039,0.799187463,0.060650027,0.0719675,0.042367964,0.025827046,197,0.659898477,0.020304569,0.060913706,0.23857868,0.020304569,272,0.720588235,0.279411765,379,0.329815303,0.670184697,Rahm,Rahm,Rahm,No,Chuy
C43040,0.814462417,0.02188392,0.058991435,0.083729781,0.020932448,141,0.553191489,0.035460993,0.056737589,0.304964539,0.04964539,194,0.690721649,0.309278351,253,0.513833992,0.486166008,Rahm,Rahm,Rahm,No,Chuy
C43041,0.816241296,0.038051045,0.070997681,0.052436197,0.022273782,308,0.691558442,0.016233766,0.064935065,0.220779221,0.006493506,459,0.825708061,0.174291939,427,0.571428571,0.428571429,Rahm,Rahm,Rahm,No,Chuy
C43042,0.825882348,0.025098047,0.051764704,0.069019608,0.028235293,223,0.67264574,0.01793722,0.049327354,0.242152466,0.01793722,312,0.794871795,0.205128205,268,0.582089552,0.417910448,Rahm,Rahm,Rahm,No,Chuy
C43043,0.905467992,0.013901772,0.033364232,0.037071377,0.010194626,335,0.773134328,0.014925373,0.07761194,0.134328358,0,461,0.887201735,0.112798265,302,0.675496689,0.324503311,Rahm,Rahm,Rahm,No,Chuy
C43044,0.847842534,0.017411058,0.045420137,0.073429223,0.015897048,255,0.729411765,0.023529412,0.058823529,0.184313725,0.003921569,337,0.854599407,0.145400593,301,0.514950166,0.485049834,Rahm,Rahm,Rahm,No,Chuy
C43045,0.78237647,0.08144196,0.050734314,0.049399194,0.036048063,190,0.736842105,0.026315789,0.084210526,0.136842105,0.015789474,250,0.848,0.152,198,0.671717172,0.328282828,Rahm,Rahm,Rahm,No,Chuy
C43046,0.87845304,0.016574584,0.042817684,0.042817676,0.019337016,111,0.684684685,0.045045045,0.036036036,0.234234234,0,180,0.85,0.15,167,0.568862275,0.431137725,Rahm,Rahm,Rahm,No,Chuy
C44001,0.802955669,0.038861521,0.07006021,0.064039403,0.024083196,376,0.638297872,0.039893617,0.063829787,0.244680851,0.013297872,524,0.740458015,0.259541985,611,0.585924714,0.414075286,Rahm,Rahm,Rahm,No,Chuy
C44002,0.868839423,0.010333867,0.063593009,0.035771063,0.021462638,203,0.60591133,0.024630542,0.088669951,0.280788177,0,317,0.791798107,0.208201893,345,0.553623188,0.446376812,Rahm,Rahm,Rahm,No,Chuy
C44003,0.827882951,0.027538733,0.0636833,0.060240971,0.020654045,271,0.774907749,0.018450185,0.044280443,0.162361624,0,320,0.840625,0.159375,268,0.768656716,0.231343284,Rahm,Rahm,Rahm,No,Chuy
C44004,0.84500876,0.019264448,0.058669001,0.06129597,0.015761822,323,0.767801858,0.012383901,0.043343653,0.176470588,0,410,0.814634146,0.185365854,383,0.691906005,0.308093995,Rahm,Rahm,Rahm,No,Chuy
C44005,0.741544368,0.065730688,0.068283341,0.103382253,0.02105935,210,0.60952381,0.023809524,0.057142857,0.280952381,0.028571429,278,0.665467626,0.334532374,412,0.47815534,0.52184466,Rahm,Rahm,Rahm,No,Chuy
C44006,0.846290801,0.016023738,0.059347179,0.054599409,0.023738873,217,0.603686636,0.02764977,0.073732719,0.290322581,0.004608295,311,0.794212219,0.205787781,473,0.456659619,0.543340381,Rahm,Rahm,Rahm,No,Chuy
C44007,0.853816309,0.01293661,0.021992239,0.091849926,0.019404915,237,0.725738397,0.016877637,0.063291139,0.185654008,0.008438819,306,0.836601307,0.163398693,266,0.676691729,0.323308271,Rahm,Rahm,Rahm,No,Chuy
C44008,0.793589748,0.030769233,0.053846154,0.096794867,0.024999998,268,0.589552239,0.026119403,0.082089552,0.298507463,0.003731343,361,0.725761773,0.274238227,444,0.513513514,0.486486486,Rahm,Rahm,Rahm,No,Chuy
C44009,0.858730156,0.023809524,0.06746032,0.030952381,0.01904762,168,0.619047619,0.011904762,0.05952381,0.30952381,0,272,0.783088235,0.216911765,269,0.498141264,0.501858736,Rahm,Rahm,Rahm,No,Chuy
C44010,0.862844692,0.023222063,0.053701029,0.037735847,0.022496369,162,0.604938272,0.037037037,0.074074074,0.283950617,0,279,0.810035842,0.189964158,338,0.550295858,0.449704142,Rahm,Rahm,Rahm,No,Chuy
C44011,0.873779114,0.010518409,0.057099931,0.04808414,0.010518407,209,0.598086124,0.023923445,0.086124402,0.291866029,0,301,0.77076412,0.22923588,340,0.467647059,0.532352941,Rahm,Rahm,Rahm,No,Chuy
C44012,0.805734769,0.035125447,0.063082435,0.075268817,0.020788532,265,0.641509434,0.01509434,0.056603774,0.283018868,0.003773585,372,0.755376344,0.244623656,400,0.5725,0.4275,Rahm,Rahm,Rahm,No,Chuy
C44013,0.896611641,0.014769766,0.042571674,0.034752391,0.011294528,166,0.698795181,0.024096386,0.06626506,0.210843373,0,246,0.861788618,0.138211382,240,0.558333333,0.441666667,Rahm,Rahm,Rahm,No,Chuy
C44014,0.74527589,0.033257749,0.083900224,0.119425544,0.018140593,174,0.614942529,0.011494253,0.040229885,0.327586207,0.005747126,268,0.805970149,0.194029851,309,0.433656958,0.566343042,Rahm,Rahm,Rahm,No,Chuy
C44015,0.804459691,0.039451112,0.070325902,0.062607207,0.023156088,208,0.639423077,0.024038462,0.0625,0.274038462,0,334,0.736526946,0.263473054,370,0.594594595,0.405405405,Rahm,Rahm,Rahm,No,Chuy
C44016,0.859685146,0.012320328,0.074606432,0.037645453,0.01574264,228,0.583333333,0.01754386,0.052631579,0.328947368,0.01754386,336,0.764880952,0.235119048,397,0.498740554,0.501259446,Rahm,Rahm,Rahm,No,Chuy
C44017,0.794261283,0.028693532,0.077533576,0.075702086,0.023809524,309,0.69579288,0.012944984,0.038834951,0.242718447,0.009708738,411,0.763990268,0.236009732,521,0.552783109,0.447216891,Rahm,Rahm,Rahm,No,Chuy
C44018,0.791475414,0.067540969,0.064262297,0.051147547,0.025573774,199,0.67839196,0.035175879,0.060301508,0.221105528,0.005025126,314,0.780254777,0.219745223,334,0.55988024,0.44011976,Rahm,Rahm,Rahm,No,Chuy
C44019,0.790516639,0.028308571,0.071479118,0.089879676,0.019815995,291,0.58419244,0.013745704,0.082474227,0.316151203,0.003436426,401,0.720698254,0.279301746,483,0.548654244,0.451345756,Rahm,Rahm,Rahm,No,Chuy
C44020,0.817030248,0.015482056,0.070372979,0.076002825,0.021111891,146,0.534246575,0.04109589,0.109589041,0.315068493,0,216,0.648148148,0.351851852,376,0.428191489,0.571808511,Rahm,Rahm,Rahm,No,Chuy
C44021,0.82254836,0.027351569,0.060707141,0.052701804,0.036691126,220,0.65,0.031818182,0.031818182,0.286363636,0,298,0.77852349,0.22147651,463,0.51187905,0.48812095,Rahm,Rahm,Rahm,No,Chuy
C44022,0.834105652,0.020389254,0.066728449,0.064874883,0.013901763,290,0.655172414,0.027586207,0.079310345,0.231034483,0.006896552,371,0.773584906,0.226415094,433,0.602771363,0.397228637,Rahm,Rahm,Rahm,No,Chuy
C44023,0.77870215,0.043261236,0.051580706,0.103161398,0.023294511,169,0.609467456,0.035502959,0.071005917,0.278106509,0.00591716,284,0.75,0.25,336,0.470238095,0.529761905,Rahm,Rahm,Rahm,No,Chuy
C44024,0.812148484,0.019122611,0.051743537,0.085489311,0.031496057,288,0.666666667,0.010416667,0.048611111,0.270833333,0.003472222,323,0.752321981,0.247678019,276,0.65942029,0.34057971,Rahm,Rahm,Rahm,No,Chuy
C44025,0.85479256,0.016452073,0.066523608,0.048640915,0.013590844,192,0.661458333,0.010416667,0.052083333,0.265625,0.010416667,296,0.777027027,0.222972973,353,0.470254958,0.529745042,Rahm,Rahm,Rahm,No,Chuy
C44026,0.823489009,0.028846155,0.073489013,0.048076923,0.0260989,206,0.63592233,0.019417476,0.038834951,0.300970874,0.004854369,280,0.721428571,0.278571429,448,0.473214286,0.526785714,Rahm,Rahm,Rahm,No,Chuy
C44027,0.863483528,0.016139878,0.067921991,0.034969736,0.017484867,229,0.611353712,0.026200873,0.069868996,0.288209607,0.004366812,358,0.762569832,0.237430168,386,0.512953368,0.487046632,Rahm,Rahm,Rahm,No,Chuy
C44028,0.697594514,0.087972499,0.096907213,0.092096221,0.025429553,249,0.642570281,0.020080321,0.076305221,0.257028112,0.004016064,320,0.7125,0.2875,439,0.530751708,0.469248292,Rahm,Rahm,Rahm,No,Chuy
C44029,0.859125607,0.021512838,0.056904927,0.043719639,0.018736989,191,0.591623037,0.010471204,0.057591623,0.32460733,0.015706806,304,0.740131579,0.259868421,382,0.486910995,0.513089005,Rahm,Rahm,Rahm,No,Chuy
C44030,0.894663893,0.009009008,0.052668055,0.025641027,0.018018018,206,0.626213592,0.029126214,0.058252427,0.281553398,0.004854369,325,0.741538462,0.258461538,391,0.511508951,0.488491049,Rahm,Rahm,Rahm,No,Chuy
C44031,0.85454545,0.033566432,0.067132864,0.025874134,0.01888112,190,0.615789474,0.026315789,0.063157895,0.284210526,0.010526316,243,0.773662551,0.226337449,350,0.42,0.58,Rahm,Rahm,Rahm,No,Chuy
C44032,0.850110621,0.022123893,0.069137166,0.035398232,0.023230088,258,0.624031008,0.011627907,0.050387597,0.30620155,0.007751938,330,0.739393939,0.260606061,393,0.44783715,0.55216285,Rahm,Rahm,Rahm,No,Chuy
C44033,0.841317362,0.025449104,0.062125748,0.047904193,0.023203593,209,0.578947368,0.023923445,0.043062201,0.344497608,0.009569378,255,0.690196078,0.309803922,462,0.484848485,0.515151515,Rahm,Rahm,Rahm,No,Chuy
C44034,0.773538962,0.032467533,0.078733767,0.096590906,0.018668832,267,0.629213483,0.026217228,0.048689139,0.292134831,0.003745318,364,0.736263736,0.263736264,395,0.597468354,0.402531646,Rahm,Rahm,Rahm,No,Chuy
C44035,0.826219518,0.033536584,0.050304877,0.068597558,0.021341463,342,0.69005848,0.029239766,0.055555556,0.222222222,0.002923977,444,0.79954955,0.20045045,445,0.660674157,0.339325843,Rahm,Rahm,Rahm,No,Chuy
C44036,0.854283926,0.020637899,0.061913696,0.048155095,0.015009383,196,0.637755102,0.015306122,0.025510204,0.316326531,0.005102041,286,0.776223776,0.223776224,394,0.461928934,0.538071066,Rahm,Rahm,Rahm,No,Chuy
C44037,0.812652067,0.032441199,0.068937553,0.062449309,0.023519871,266,0.639097744,0.011278195,0.045112782,0.278195489,0.026315789,339,0.719764012,0.280235988,440,0.534090909,0.465909091,Rahm,Rahm,Rahm,No,Chuy
C44038,0.860887095,0.016129031,0.052419355,0.049059143,0.021505376,191,0.64921466,0.010471204,0.073298429,0.251308901,0.015706806,268,0.791044776,0.208955224,328,0.451219512,0.548780488,Rahm,Rahm,Rahm,No,Chuy
C44039,0.840568288,0.018942383,0.059194934,0.062352009,0.018942385,170,0.664705882,0.005882353,0.052941176,0.270588235,0.005882353,278,0.823741007,0.176258993,328,0.527439024,0.472560976,Rahm,Rahm,Rahm,No,Chuy
C44040,0.874442792,0.019316494,0.046062408,0.043090638,0.017087667,230,0.647826087,0.026086957,0.034782609,0.291304348,0,300,0.766666667,0.233333333,347,0.501440922,0.498559078,Rahm,Rahm,Rahm,No,Chuy
C44041,0.763569939,0.0631524,0.066283923,0.080897707,0.026096032,235,0.634042553,0.055319149,0.055319149,0.246808511,0.008510638,340,0.758823529,0.241176471,482,0.466804979,0.533195021,Rahm,Rahm,Rahm,No,Chuy
C45005,0.707465282,0.054687498,0.174479162,0.039930558,0.0234375,316,0.53164557,0.037974684,0.07278481,0.341772152,0.015822785,378,0.624338624,0.375661376,328,0.506097561,0.493902439,Rahm,Rahm,Rahm,No,Chuy
C45006,0.718625077,0.040767385,0.176658692,0.03836931,0.025579535,360,0.530555556,0.027777778,0.072222222,0.363888889,0.005555556,445,0.631460674,0.368539326,406,0.475369458,0.524630542,Rahm,Rahm,Rahm,No,Chuy
C45014,0.58114444,0.018292685,0.307692335,0.061913694,0.030956846,335,0.51641791,0.047761194,0.089552239,0.343283582,0.002985075,424,0.617924528,0.382075472,429,0.412587413,0.587412587,Rahm,Rahm,Rahm,No,Chuy
C45017,0.775056,0.004413101,0.14992129,0.05884134,0.011768269,312,0.512820513,0.032051282,0.125,0.310897436,0.019230769,376,0.625,0.375,316,0.455696203,0.544303797,Rahm,Rahm,Rahm,No,Chuy
C45019,0.757719704,0.023752969,0.108076019,0.09026128,0.020190028,163,0.552147239,0.024539877,0.110429448,0.294478528,0.018404908,174,0.643678161,0.356321839,165,0.43030303,0.56969697,Rahm,Rahm,Rahm,No,Chuy
C45021,0.715167541,0.007054675,0.199294538,0.064373899,0.014109348,299,0.501672241,0.02006689,0.117056856,0.357859532,0.003344482,333,0.618618619,0.381381381,257,0.478599222,0.521400778,Rahm,Rahm,Rahm,No,Chuy
C45022,0.678825866,0.01278749,0.217192725,0.070132171,0.021061749,275,0.534545455,0.018181818,0.178181818,0.265454545,0.003636364,324,0.62037037,0.37962963,270,0.448148148,0.551851852,Rahm,Rahm,Rahm,No,Chuy
C45023,0.735104675,0.003220612,0.184380035,0.065217385,0.012077293,293,0.535836177,0.027303754,0.150170648,0.283276451,0.003412969,360,0.619444444,0.380555556,275,0.487272727,0.512727273,Rahm,Rahm,Rahm,No,Chuy
C45030,0.384984028,0.012779552,0.306709265,0.274760377,0.020766779,246,0.520325203,0.032520325,0.089430894,0.353658537,0.004065041,305,0.6,0.4,284,0.514084507,0.485915493,Rahm,Rahm,Rahm,No,Chuy
C45031,0.543520306,0.011605417,0.29110252,0.104448749,0.049323007,245,0.526530612,0.040816327,0.093877551,0.330612245,0.008163265,289,0.629757785,0.370242215,244,0.401639344,0.598360656,Rahm,Rahm,Rahm,No,Chuy
C45032,0.480540122,0.011914215,0.328038121,0.147736298,0.031771243,245,0.534693878,0.032653061,0.089795918,0.33877551,0.004081633,321,0.582554517,0.417445483,258,0.5,0.5,Rahm,Rahm,Rahm,No,Chuy
C45033,0.531736532,0.004790422,0.229940123,0.216766444,0.01676648,175,0.502857143,0.034285714,0.068571429,0.382857143,0.011428571,236,0.63559322,0.36440678,222,0.432432432,0.567567568,Rahm,Rahm,Rahm,No,Chuy
C45034,0.573654395,0.010623228,0.276912178,0.10977337,0.02903683,295,0.559322034,0.027118644,0.094915254,0.305084746,0.013559322,369,0.596205962,0.403794038,346,0.476878613,0.523121387,Rahm,Rahm,Rahm,No,Chuy
C45037,0.578322806,0.019778479,0.239715179,0.13686708,0.025316456,281,0.53024911,0.039145907,0.085409253,0.34519573,0,325,0.618461538,0.381538462,269,0.460966543,0.539033457,Rahm,Rahm,Rahm,No,Chuy
C45042,0.772406826,0.003021148,0.172205454,0.038267878,0.014098693,339,0.507374631,0.032448378,0.159292035,0.300884956,0,399,0.636591479,0.363408521,277,0.418772563,0.581227437,Rahm,Rahm,Rahm,No,Chuy
C45044,0.814508721,0.004591368,0.110192847,0.061524326,0.009182738,319,0.526645768,0.018808777,0.153605016,0.297805643,0.003134796,378,0.648148148,0.351851852,243,0.481481481,0.518518519,Rahm,Rahm,Rahm,No,Chuy
C46002,0.470407381,0.27286702,0.180630285,0.041506536,0.034588778,252,0.535714286,0.055555556,0.023809524,0.376984127,0.007936508,329,0.629179331,0.370820669,377,0.49602122,0.50397878,Rahm,Rahm,Rahm,No,Chuy
C46003,0.800296966,0.064587965,0.057906463,0.057906454,0.019302153,328,0.673780488,0.033536585,0.033536585,0.25,0.009146341,457,0.772428884,0.227571116,470,0.580851064,0.419148936,Rahm,Rahm,Rahm,No,Chuy
C46004,0.488815238,0.177299206,0.164871529,0.15078701,0.018227017,294,0.581632653,0.037414966,0.040816327,0.329931973,0.010204082,367,0.640326975,0.359673025,381,0.535433071,0.464566929,Rahm,Rahm,Rahm,No,Chuy
C46005,0.846297446,0.028002491,0.070939643,0.038581206,0.016179215,222,0.567567568,0.036036036,0.063063063,0.324324324,0.009009009,297,0.744107744,0.255892256,427,0.426229508,0.573770492,Rahm,Rahm,Rahm,No,Chuy
