Precinct_Name,WARD,PRECINCT,JOINID,TOTVOTES,JOYCE,VALLAS,WILSON,PRECKWINKLE,DALEY,MCCARTHY,CHICO,MENDOZA,ENYIA,FORD,SALESGRIFFIN,LIGHTFOOT,FIORETTI,KOZLAR,P_JOYCE,P_VALLAS,P_WISLON,P_PRECKWINKLE,P_DALEY,P_MCCARTHY,P_CHICO,P_MENDOZA,P_ENYIA,P_FORD,P_SALESGRIFFIN,P_LIGHTFOOT,P_FIORETTI,P_KOZLAR,TOTPOP,NH_WHITE,NH_BLACK,NH_ASIAN,HISP,PER_WHITE,PER_BLACK,PER_ASIAN,PER_HISP,PER_NW
Ward 04 Precinct 11,4,11,C04011,303,3,5,77,83,26,1,5,8,38,8,1,39,4,0,0.00990099,0.01650165,0.254125413,0.273927393,0.085808581,0.00330033,0.01650165,0.02640264,0.125412541,0.02640264,0.00330033,0.128712871,0.01320132,0,2040.999957,33.99999994,1941.999958,7,20.99999988,0.016658501,0.951494365,0.003429691,0.010289074,0.983341499
Ward 04 Precinct 12,4,12,C04012,361,2,2,72,105,20,0,7,6,54,8,2,78,1,0,0.005540166,0.005540166,0.199445983,0.290858726,0.055401662,0,0.019390582,0.016620499,0.149584488,0.022160665,0.005540166,0.216066482,0.002770083,0,1352.999992,21.99999979,1283.999993,2,14.99999965,0.016260163,0.949002218,0.001478197,0.011086474,0.983739837
Ward 04 Precinct 13,4,13,C04013,271,9,8,6,39,38,7,11,24,38,2,2,79,2,5,0.033210332,0.029520295,0.022140221,0.143911439,0.140221402,0.025830258,0.040590406,0.088560886,0.140221402,0.007380074,0.007380074,0.291512915,0.007380074,0.018450185,1208.000002,816.0000128,177.9999821,73.00000715,93.00000022,0.675496698,0.147350978,0.060430469,0.076986755,0.324503302
Ward 04 Precinct 14,4,14,C04014,348,0,9,72,89,31,5,15,17,36,6,3,45,17,1,0,0.025862069,0.206896552,0.255747126,0.08908046,0.014367816,0.043103448,0.048850575,0.103448276,0.017241379,0.00862069,0.129310345,0.048850575,0.002873563,1434.00015,81.00001759,1109.000095,180.0000274,24.00000621,0.056485362,0.773361213,0.125523019,0.016736404,0.943514638
Ward 04 Precinct 15,4,15,C04015,411,6,2,78,138,31,2,15,17,54,7,0,56,1,0,0.01459854,0.00486618,0.189781022,0.335766423,0.075425791,0.00486618,0.03649635,0.04136253,0.131386861,0.01703163,0,0.136253041,0.00243309,0,1700.000259,82.00001544,1513.000227,29.99999918,35.00001016,0.048235296,0.889999998,0.017647056,0.020588238,0.951764704
Ward 04 Precinct 16,4,16,C04016,467,18,27,8,84,80,12,19,42,38,4,0,122,8,4,0.038543897,0.057815846,0.017130621,0.17987152,0.17130621,0.025695931,0.040685225,0.08993576,0.08137045,0.00856531,0,0.26124197,0.017130621,0.00856531,1620.000241,1095.000146,209.0000338,161.0000397,105.0000151,0.675925916,0.129012347,0.099382726,0.064814815,0.324074084
Ward 04 Precinct 17,4,17,C04017,426,7,29,6,78,54,7,7,51,33,2,2,142,6,1,0.016431925,0.068075117,0.014084507,0.183098592,0.126760563,0.016431925,0.016431925,0.11971831,0.077464789,0.004694836,0.004694836,0.333333333,0.014084507,0.002347418,1818.999899,1357.999913,149.0000058,146.9999968,102.9999899,0.74656404,0.081913147,0.080813637,0.056624517,0.25343596
Ward 04 Precinct 18,4,18,C04018,380,9,5,85,138,26,3,8,11,37,6,0,49,1,0,0.023684211,0.013157895,0.223684211,0.363157895,0.068421053,0.007894737,0.021052632,0.028947368,0.097368421,0.015789474,0,0.128947368,0.002631579,0,1218.999958,20.99999974,1148.999959,3.999999804,18.99999711,0.017227236,0.942575881,0.003281378,0.015586545,0.982772764
Ward 04 Precinct 19,4,19,C04019,208,2,3,64,52,18,2,6,6,15,5,0,32,1,0,0.009615385,0.014423077,0.307692308,0.25,0.086538462,0.009615385,0.028846154,0.028846154,0.072115385,0.024038462,0,0.153846154,0.004807692,0,1151.000005,0,1110.000005,5,18,0,0.964378801,0.004344049,0.015638575,1
Ward 04 Precinct 20,4,20,C04020,360,17,24,6,68,60,10,12,25,16,3,0,101,12,2,0.047222222,0.066666667,0.016666667,0.188888889,0.166666667,0.027777778,0.033333333,0.069444444,0.044444444,0.008333333,0,0.280555556,0.033333333,0.005555556,974.9999308,504.999975,216.9999801,189.9999827,49.99999319,0.517948729,0.222564098,0.194871791,0.051282048,0.482051271
Ward 04 Precinct 21,4,21,C04021,337,4,15,12,70,45,5,15,20,38,1,0,104,5,3,0.011869436,0.044510386,0.035608309,0.207715134,0.133531157,0.014836795,0.044510386,0.059347181,0.112759644,0.002967359,0,0.308605341,0.014836795,0.008902077,3260.000143,1911.000083,780.0000292,140.0000104,332.0000125,0.586196319,0.239263802,0.042944787,0.10184049,0.413803681
Ward 04 Precinct 22,4,22,C04022,388,1,7,30,129,59,1,9,13,43,3,0,87,1,0,0.00257732,0.018041237,0.077319588,0.332474227,0.152061856,0.00257732,0.023195876,0.033505155,0.110824742,0.007731959,0,0.224226804,0.00257732,0,1083.000222,350.0000531,644.0001468,20.00000979,29.00000104,0.323176345,0.594644519,0.018467226,0.026777465,0.676823655
Ward 04 Precinct 23,4,23,C04023,469,5,11,23,234,27,1,2,11,44,2,1,104,3,0,0.010660981,0.023454158,0.049040512,0.498933902,0.057569296,0.002132196,0.004264392,0.023454158,0.093816631,0.004264392,0.002132196,0.221748401,0.006396588,0,1451.99992,693.9999429,529.9999508,123.000025,44.00000896,0.47796142,0.36501376,0.084710766,0.030303038,0.52203858
Ward 04 Precinct 24,4,24,C04024,321,2,7,26,144,23,5,3,8,37,0,2,60,2,0,0.00623053,0.021806854,0.080996885,0.448598131,0.07165109,0.015576324,0.009345794,0.024922118,0.115264798,0,0.00623053,0.186915888,0.00623053,0,1174.999815,192.0000009,881.9998215,28.99999988,32.9999943,0.163404282,0.750638264,0.024680855,0.028085106,0.836595718
Ward 04 Precinct 25,4,25,C04025,383,10,18,15,78,75,8,18,32,19,2,0,95,9,4,0.026109661,0.046997389,0.039164491,0.203655352,0.195822454,0.020887728,0.046997389,0.083550914,0.049608355,0.005221932,0,0.248041775,0.023498695,0.010443864,1225.999831,772.9998976,148.999976,194.9999721,76.99999054,0.630505713,0.121533439,0.159053833,0.062805874,0.369494287
Ward 04 Precinct 26,4,26,C04026,322,2,5,90,105,22,1,4,6,28,7,2,45,3,0,0.00621118,0.01552795,0.279503106,0.326086957,0.068322981,0.00310559,0.01242236,0.01863354,0.086956522,0.02173913,0.00621118,0.139751553,0.00931677,0,1392.000015,36.00000292,1288.00001,2.000001477,21.00000134,0.025862071,0.925287353,0.001436783,0.015086208,0.974137929
Ward 04 Precinct 27,4,27,C04027,425,7,9,24,155,24,3,5,17,87,3,3,85,1,1,0.016470588,0.021176471,0.056470588,0.364705882,0.056470588,0.007058824,0.011764706,0.04,0.204705882,0.007058824,0.007058824,0.2,0.002352941,0.002352941,1488.999949,511.9999798,665.9999776,119.9999894,126.0000078,0.343854934,0.447280054,0.080590996,0.084620559,0.656145066
Ward 04 Precinct 28,4,28,C04028,299,8,9,51,91,25,3,6,6,48,8,2,35,4,0,0.026755853,0.030100334,0.170568562,0.304347826,0.08361204,0.010033445,0.02006689,0.02006689,0.160535117,0.026755853,0.006688963,0.117056856,0.013377926,0,2283.999815,124.9999922,1330.999871,725.999962,36.9999983,0.054728547,0.582749553,0.317863407,0.01619965,0.945271453
Ward 04 Precinct 29,4,29,C04029,295,2,7,58,88,9,1,8,9,54,1,1,54,1,1,0.006779661,0.023728814,0.196610169,0.298305085,0.030508475,0.003389831,0.027118644,0.030508475,0.183050847,0.003389831,0.003389831,0.183050847,0.003389831,0.003389831,1249.999935,25.99999836,1178.999938,10.99999999,11,0.0208,0.943199999,0.0088,0.0088,0.9792
Ward 04 Precinct 30,4,30,C04030,403,3,7,112,118,21,1,9,20,53,7,0,48,3,0,0.007444169,0.017369727,0.277915633,0.29280397,0.052109181,0.00248139,0.022332506,0.049627792,0.131513648,0.017369727,0,0.1191067,0.007444169,0,1525.00003,12.00000006,1463.000029,8,26.00000012,0.007868852,0.959344263,0.005245902,0.01704918,0.992131148
Ward 04 Precinct 31,4,31,C04031,306,5,6,30,146,29,1,7,2,17,2,3,53,5,0,0.016339869,0.019607843,0.098039216,0.477124183,0.094771242,0.003267974,0.022875817,0.006535948,0.055555556,0.006535948,0.009803922,0.173202614,0.016339869,0,886.999999,131.9999998,661.9999994,31.99999987,25.99999997,0.148816234,0.746335964,0.036076663,0.029312289,0.851183766
Ward 04 Precinct 32,4,32,C04032,371,1,8,61,125,29,1,7,10,53,6,0,65,2,1,0.002695418,0.021563342,0.164420485,0.336927224,0.078167116,0.002695418,0.018867925,0.026954178,0.142857143,0.016172507,0,0.175202156,0.005390836,0.002695418,1173.000029,40.99999958,1046.000031,7.999999937,47.99999955,0.03495311,0.89173061,0.006820119,0.040920715,0.96504689
Ward 04 Precinct 33,4,33,C04033,363,1,5,47,141,33,0,4,9,47,9,2,62,1,2,0.002754821,0.013774105,0.129476584,0.388429752,0.090909091,0,0.011019284,0.024793388,0.129476584,0.024793388,0.005509642,0.170798898,0.002754821,0.005509642,1353.999988,160.9999997,1088.999991,34.99999909,29.99999906,0.118906943,0.804283604,0.025849335,0.022156573,0.881093057
Ward 04 Precinct 34,4,34,C04034,323,7,16,51,109,18,1,11,12,36,2,2,53,1,1,0.021671827,0.049535604,0.157894737,0.3374613,0.055727554,0.003095975,0.034055728,0.037151703,0.111455108,0.00619195,0.00619195,0.164086687,0.003095975,0.003095975,1240,63.00000114,1119.999996,5.000002437,27.9999994,0.050806453,0.903225804,0.00403226,0.022580645,0.949193547
Ward 04 Precinct 35,4,35,C04035,396,8,7,62,139,29,2,10,6,43,8,1,75,2,0,0.02020202,0.017676768,0.156565657,0.351010101,0.073232323,0.005050505,0.025252525,0.015151515,0.108585859,0.02020202,0.002525253,0.189393939,0.005050505,0,1525.999973,66.99999852,1223.999976,180.9999996,13.9999995,0.043905635,0.802096984,0.118610749,0.009174312,0.956094365
Ward 04 Precinct 36,4,36,C04036,396,9,12,52,122,46,1,14,8,45,8,1,66,11,0,0.022727273,0.03030303,0.131313131,0.308080808,0.116161616,0.002525253,0.035353535,0.02020202,0.113636364,0.02020202,0.002525253,0.166666667,0.027777778,0,1269.000098,52.00000454,1059.000071,113.0000186,26.00000147,0.040977148,0.834515358,0.089046501,0.020488573,0.959022852
Ward 04 Precinct 37,4,37,C04037,498,23,28,12,94,72,13,32,36,38,2,3,136,8,1,0.046184739,0.0562249,0.024096386,0.18875502,0.144578313,0.026104418,0.064257028,0.072289157,0.076305221,0.004016064,0.006024096,0.273092369,0.016064257,0.002008032,1227.000002,782,184,157.0000008,62.00000153,0.637326812,0.14995925,0.127954361,0.050529749,0.362673188
Ward 04 Precinct 38,4,38,C04038,370,8,9,56,97,45,0,14,14,40,8,2,71,4,1,0.021621622,0.024324324,0.151351351,0.262162162,0.121621622,0,0.037837838,0.037837838,0.108108108,0.021621622,0.005405405,0.191891892,0.010810811,0.002702703,1125.000079,54.00000317,813.0000531,200.0000193,26.99999929,0.047999999,0.722666663,0.177777782,0.023999998,0.952000001
Ward 05 Precinct 01,5,1,C05001,232,3,5,51,71,15,2,6,5,24,4,0,42,2,0,0.012931034,0.021551724,0.219827586,0.306034483,0.064655172,0.00862069,0.025862069,0.021551724,0.103448276,0.017241379,0,0.181034483,0.00862069,0,1424,21.00000059,1355,2,15.99999961,0.014747191,0.951544944,0.001404494,0.011235955,0.985252809
Ward 05 Precinct 02,5,2,C05002,190,8,4,64,36,11,0,3,3,35,3,0,22,1,0,0.042105263,0.021052632,0.336842105,0.189473684,0.057894737,0,0.015789474,0.015789474,0.184210526,0.015789474,0,0.115789474,0.005263158,0,1059.999987,8,1030.999987,0,4,0.00754717,0.972641509,0,0.003773585,0.99245283
Ward 05 Precinct 03,5,3,C05003,370,4,8,8,166,17,2,6,9,60,2,3,81,0,1,0.010810811,0.021621622,0.021621622,0.448648649,0.045945946,0.005405405,0.016216216,0.024324324,0.162162162,0.005405405,0.008108108,0.218918919,0,0.002702703,1562.000017,926.0000109,278.0000017,183.0000026,99.00000124,0.592829706,0.177976952,0.117157491,0.063380282,0.407170294
Ward 05 Precinct 04,5,4,C05004,402,5,7,41,128,22,3,6,15,79,7,3,82,2,0,0.012437811,0.017412935,0.10199005,0.31840796,0.054726368,0.007462687,0.014925373,0.037313433,0.196517413,0.017412935,0.007462687,0.2039801,0.004975124,0,1278.000003,218.0000013,894.0000014,71.00000039,53.0000002,0.17057903,0.699530516,0.055555556,0.041471049,0.82942097
Ward 05 Precinct 05,5,5,C05005,286,7,3,82,81,21,0,5,13,33,2,0,36,0,0,0.024475524,0.01048951,0.286713287,0.283216783,0.073426573,0,0.017482517,0.045454545,0.115384615,0.006993007,0,0.125874126,0,0,1393.000162,35.0000011,1314.000157,2,19.0000011,0.025125626,0.943287871,0.00143575,0.013639626,0.974874374
Ward 05 Precinct 06,5,6,C05006,250,2,5,81,76,17,2,3,7,19,3,1,31,2,0,0.008,0.02,0.324,0.304,0.068,0.008,0.012,0.028,0.076,0.012,0.004,0.124,0.008,0,1127.99996,17.9999998,1075.999961,2,14.9999998,0.015957447,0.953900708,0.00177305,0.013297873,0.984042553
Ward 05 Precinct 07,5,7,C05007,353,6,9,33,139,33,1,9,5,43,3,1,71,0,0,0.016997167,0.025495751,0.093484419,0.393767705,0.093484419,0.002832861,0.025495751,0.014164306,0.121813031,0.008498584,0.002832861,0.201133144,0,0,1869,579,653,453,113,0.309791332,0.349384698,0.242375602,0.060460139,0.690208668
Ward 05 Precinct 08,5,8,C05008,376,8,12,3,149,26,1,3,15,27,0,1,128,1,1,0.021276596,0.031914894,0.007978723,0.396276596,0.069148936,0.002659574,0.007978723,0.039893617,0.071808511,0,0.002659574,0.340425532,0.002659574,0.002659574,1106.000015,721.0000029,77.00000696,221.0000033,41.00000127,0.651898728,0.069620259,0.199819168,0.037070525,0.348101272
Ward 05 Precinct 09,5,9,C05009,427,5,9,21,182,23,1,16,10,55,6,2,92,1,2,0.011709602,0.021077283,0.049180328,0.426229508,0.053864169,0.00234192,0.037470726,0.023419204,0.128805621,0.014051522,0.004683841,0.215456674,0.00234192,0.004683841,1320.000041,439.0000143,604.0000217,151.0000023,78.00000102,0.332575758,0.45757576,0.114393938,0.059090908,0.667424242
Ward 05 Precinct 10,5,10,C05010,225,2,4,65,53,14,1,4,12,37,2,0,29,0,0,0.008888889,0.017777778,0.288888889,0.235555556,0.062222222,0.004444444,0.017777778,0.053333333,0.164444444,0.008888889,0,0.128888889,0,0,1341.000015,8.000000455,1259.000014,4.999999683,21.00000078,0.005965698,0.938851603,0.00372856,0.015659956,0.994034302
Ward 05 Precinct 11,5,11,C05011,391,6,9,24,141,33,5,4,16,45,2,0,103,1,2,0.015345269,0.023017903,0.061381074,0.360613811,0.084398977,0.012787724,0.010230179,0.040920716,0.115089514,0.00511509,0,0.26342711,0.002557545,0.00511509,1129.000048,505.0000263,386.9999995,98.00001553,95.00000322,0.447298499,0.342781207,0.08680249,0.084145261,0.552701501
Ward 05 Precinct 12,5,12,C05012,190,7,5,55,49,10,2,5,5,12,4,1,35,0,0,0.036842105,0.026315789,0.289473684,0.257894737,0.052631579,0.010526316,0.026315789,0.026315789,0.063157895,0.021052632,0.005263158,0.184210526,0,0,1077.000012,16,1019.000012,0,28,0.014856082,0.946146704,0,0.025998143,0.985143918
Ward 05 Precinct 13,5,13,C05013,253,6,2,56,59,17,3,6,9,36,4,3,47,2,0,0.023715415,0.007905138,0.221343874,0.233201581,0.067193676,0.011857708,0.023715415,0.035573123,0.14229249,0.015810277,0.011857708,0.185770751,0.007905138,0,1374.999943,25.9999996,1256.999947,21,28.99999867,0.018909091,0.914181818,0.015272728,0.021090909,0.981090909
Ward 05 Precinct 14,5,14,C05014,300,7,4,39,80,29,2,5,6,51,4,0,65,5,0,0.023333333,0.013333333,0.13,0.266666667,0.096666667,0.006666667,0.016666667,0.02,0.17,0.013333333,0,0.216666667,0.016666667,0,797.9999744,18.99999966,751.9999758,1,14.99999946,0.023809524,0.94235589,0.001253133,0.018796992,0.976190476
Ward 05 Precinct 15,5,15,C05015,301,5,10,35,116,28,5,12,10,28,1,0,48,1,0,0.016611296,0.033222591,0.11627907,0.38538206,0.093023256,0.016611296,0.03986711,0.033222591,0.093023256,0.003322259,0,0.159468439,0.003322259,0,1156.000002,304.0000083,702.9999927,75.00000109,36.00000027,0.262975785,0.60813148,0.064878894,0.031141869,0.737024215
Ward 05 Precinct 16,5,16,C05016,269,4,6,73,68,21,2,5,7,34,4,1,39,3,0,0.014869888,0.022304833,0.271375465,0.252788104,0.078066914,0.007434944,0.018587361,0.026022305,0.126394052,0.014869888,0.003717472,0.144981413,0.011152416,0,1464.999998,35.99999968,1377.999999,2,20.99999995,0.024573379,0.940614335,0.001365188,0.014334471,0.975426621
Ward 05 Precinct 17,5,17,C05017,275,4,9,70,89,23,3,6,8,26,4,0,24,2,0,0.014545455,0.032727273,0.254545455,0.323636364,0.083636364,0.010909091,0.021818182,0.029090909,0.094545455,0.014545455,0,0.087272727,0.007272727,0,1658.999811,3.999998466,1615.999819,0,19.9999978,0.00241109,0.974080773,0,0.012055455,0.99758891
Ward 05 Precinct 18,5,18,C05018,337,3,9,33,121,19,2,6,13,42,1,2,84,1,0,0.008902077,0.026706231,0.097922849,0.359050445,0.056379822,0.005934718,0.017804154,0.038575668,0.12462908,0.002967359,0.005934718,0.24925816,0.002967359,0,1013.999875,265.9999796,527.9999249,61.99999439,116.9999819,0.262327428,0.520710049,0.061143986,0.115384612,0.737672572
Ward 05 Precinct 19,5,19,C05019,373,5,18,14,136,30,3,5,9,49,1,1,98,1,0,0.013404826,0.048257373,0.037533512,0.36461126,0.080428954,0.008042895,0.013404826,0.024128686,0.131367292,0.002680965,0.002680965,0.262734584,0.002680965,0,1061.000109,497.0000567,239.0000242,202.0000127,63.00000621,0.468426019,0.225259189,0.19038642,0.059377945,0.531573981
Ward 05 Precinct 20,5,20,C05020,408,8,15,27,167,31,3,9,10,46,9,1,76,0,0,0.019607843,0.036764706,0.066176471,0.409313725,0.075980392,0.007352941,0.022058824,0.024509804,0.112745098,0.022058824,0.00245098,0.18627451,0,0,1201.999906,301.9999777,705.9999492,84.99999133,65.99999232,0.251247921,0.587354413,0.070715473,0.054908484,0.748752079
Ward 05 Precinct 21,5,21,C05021,343,3,13,24,109,20,0,4,12,30,5,1,119,0,0,0.008746356,0.037900875,0.069970845,0.317784257,0.058309038,0,0.011661808,0.034985423,0.087463557,0.014577259,0.002915452,0.346938776,0,0,1400.999998,684.9999983,409.9999997,159.9999998,74.99999985,0.488936474,0.292648109,0.11420414,0.053533191,0.511063526
Ward 05 Precinct 22,5,22,C05022,439,7,14,16,166,77,1,11,10,24,1,2,108,1,0,0.01594533,0.031890661,0.036446469,0.378132118,0.175398633,0.002277904,0.025056948,0.022779043,0.054669704,0.002277904,0.004555809,0.246013667,0.002277904,0,1011.000095,374.0000225,456.0000513,111.0000088,37.00000771,0.369930749,0.451038584,0.109792283,0.036597432,0.630069251
Ward 05 Precinct 23,5,23,C05023,586,10,12,28,236,36,5,10,14,88,2,0,139,3,0,0.017064846,0.020477816,0.04778157,0.402730375,0.061433447,0.008532423,0.017064846,0.023890785,0.150170648,0.003412969,0,0.237201365,0.005119454,0,1168.000069,619.0000305,373.0000223,74.00000507,58.00000879,0.529965748,0.319349315,0.063356165,0.049657539,0.470034252
Ward 05 Precinct 24,5,24,C05024,368,3,8,25,138,24,1,5,17,52,2,0,90,0,2,0.008152174,0.02173913,0.067934783,0.375,0.065217391,0.002717391,0.013586957,0.046195652,0.141304348,0.005434783,0,0.244565217,0,0.005434783,1439.999938,686.999962,387.9999944,189.9999918,107.999998,0.477083327,0.269444452,0.131944444,0.075000002,0.522916673
Ward 05 Precinct 25,5,25,C05025,316,2,7,36,115,34,1,6,14,29,8,0,61,1,0,0.006329114,0.022151899,0.113924051,0.363924051,0.107594937,0.003164557,0.018987342,0.044303797,0.091772152,0.025316456,0,0.193037975,0.003164557,0,1179.000035,40.00000205,1063.000032,3.000000273,31.00000075,0.033927058,0.901611535,0.002544529,0.026293469,0.966072942
Ward 05 Precinct 26,5,26,C05026,329,2,11,70,98,24,3,7,6,36,1,1,62,5,0,0.006079027,0.03343465,0.212765957,0.29787234,0.072948328,0.009118541,0.021276596,0.018237082,0.109422492,0.003039514,0.003039514,0.188449848,0.015197568,0,1567,19,1489,7,31,0.01212508,0.950223357,0.004467135,0.019783025,0.98787492
Ward 05 Precinct 27,5,27,C05027,336,2,9,1,114,44,0,4,10,34,2,1,113,0,0,0.005952381,0.026785714,0.00297619,0.339285714,0.130952381,0,0.011904762,0.029761905,0.101190476,0.005952381,0.00297619,0.336309524,0,0,2061.000045,1345.000021,104.0000045,365.0000124,144.0000062,0.652595823,0.050460942,0.177098498,0.069868997,0.347404177
Ward 05 Precinct 28,5,28,C05028,335,4,10,76,103,17,3,8,13,31,3,0,59,6,1,0.011940299,0.029850746,0.226865672,0.307462687,0.050746269,0.008955224,0.023880597,0.03880597,0.092537313,0.008955224,0,0.176119403,0.017910448,0.002985075,980.9999863,44.00000133,889.9999852,0,26.99999958,0.044852194,0.90723751,0,0.027522936,0.955147806
Ward 05 Precinct 29,5,29,C05029,339,5,8,62,103,20,2,8,3,44,11,3,67,0,0,0.014749263,0.02359882,0.182890855,0.303834808,0.05899705,0.005899705,0.02359882,0.008849558,0.12979351,0.032448378,0.008849558,0.197640118,0,0,1333.887958,30,1262.887958,0,15,0.022490645,0.946772141,0,0.011245322,0.977509355
Ward 05 Precinct 30,5,30,C05030,209,5,8,60,46,15,1,2,6,32,2,1,31,0,0,0.023923445,0.038277512,0.28708134,0.220095694,0.071770335,0.004784689,0.009569378,0.028708134,0.153110048,0.009569378,0.004784689,0.148325359,0,0,1420.000067,6.000000343,1336.000062,3.000000317,38.00000147,0.004225352,0.94084507,0.002112676,0.026760563,0.995774648
Ward 05 Precinct 31,5,31,C05031,238,2,9,58,68,14,0,5,1,33,9,3,34,1,0,0.008403361,0.037815126,0.243697479,0.285714286,0.058823529,0,0.021008403,0.004201681,0.138655462,0.037815126,0.012605042,0.142857143,0.004201681,0,1210.99999,4,1189.99999,4,6,0.003303055,0.98265896,0.003303055,0.004954583,0.996696945
Ward 05 Precinct 32,5,32,C05032,419,8,13,85,152,32,1,7,13,39,8,2,50,2,1,0.019093079,0.031026253,0.202863962,0.362768496,0.076372315,0.002386635,0.016706444,0.031026253,0.093078759,0.019093079,0.00477327,0.119331742,0.00477327,0.002386635,1146,62,998.0000001,23,36,0.054101222,0.870855148,0.020069808,0.031413613,0.945898778
Ward 05 Precinct 33,5,33,C05033,345,2,4,119,99,29,2,7,3,24,4,0,48,2,0,0.005797101,0.011594203,0.344927536,0.286956522,0.084057971,0.005797101,0.020289855,0.008695652,0.069565217,0.011594203,0,0.139130435,0.005797101,0,1216.999909,11.99999876,1176.999913,0,8.999998896,0.009860312,0.967132293,0,0.007395234,0.990139688
Ward 05 Precinct 34,5,34,C05034,400,3,13,5,146,42,2,3,20,35,0,3,126,1,0,0.0075,0.0325,0.0125,0.365,0.105,0.005,0.0075,0.05,0.0875,0,0.0075,0.315,0.0025,0,1378,1001,50.00000001,187,86,0.726415094,0.03628447,0.135703919,0.062409289,0.273584906
Ward 05 Precinct 35,5,35,C05035,413,7,16,16,159,34,3,4,8,50,0,4,111,1,0,0.016949153,0.03874092,0.03874092,0.384987893,0.082324455,0.007263923,0.00968523,0.01937046,0.121065375,0,0.00968523,0.268765133,0.002421308,0,1474.999877,730.9999379,364.9999785,174.999979,130.9999873,0.495593219,0.247457633,0.118644063,0.088813558,0.504406781
Ward 05 Precinct 36,5,36,C05036,191,3,4,47,60,17,2,6,6,8,1,2,29,1,1,0.015706806,0.020942408,0.246073298,0.314136126,0.089005236,0.010471204,0.031413613,0.031413613,0.041884817,0.005235602,0.010471204,0.151832461,0.005235602,0.005235602,1086.000041,6.000000089,1058.000041,0,6.000000125,0.005524862,0.974217312,0,0.005524862,0.994475138
Ward 05 Precinct 37,5,37,C05037,450,5,10,15,182,38,3,10,23,39,3,3,112,3,2,0.011111111,0.022222222,0.033333333,0.404444444,0.084444444,0.006666667,0.022222222,0.051111111,0.086666667,0.006666667,0.006666667,0.248888889,0.006666667,0.004444444,1198.999998,612.9999988,393.9999994,115.9999999,49.99999996,0.511259383,0.328607173,0.096747289,0.041701418,0.488740617
Ward 05 Precinct 38,5,38,C05038,282,5,3,89,63,21,1,3,13,34,7,1,39,1,0,0.017730496,0.010638298,0.315602837,0.223404255,0.074468085,0.003546099,0.010638298,0.046099291,0.120567376,0.024822695,0.003546099,0.138297872,0.003546099,0,1111,3,1077,2,9,0.00270027,0.96939694,0.00180018,0.00810081,0.99729973
Ward 05 Precinct 39,5,39,C05039,298,4,8,9,129,38,3,6,16,15,0,1,66,0,1,0.013422819,0.026845638,0.030201342,0.432885906,0.127516779,0.010067114,0.020134228,0.053691275,0.05033557,0,0.003355705,0.22147651,0,0.003355705,1106.00001,506.0000135,243.9999954,266.9999999,45.00000072,0.457504529,0.220614822,0.241410486,0.040687161,0.542495471
Ward 05 Precinct 40,5,40,C05040,268,2,5,66,92,23,2,1,5,33,6,0,33,0,0,0.007462687,0.018656716,0.246268657,0.343283582,0.085820896,0.007462687,0.003731343,0.018656716,0.123134328,0.02238806,0,0.123134328,0,0,1101.999969,20.99999921,1051.99997,0,4.999999803,0.019056261,0.954627949,0,0.004537205,0.980943739
Ward 05 Precinct 41,5,41,C05041,243,5,5,9,89,44,2,6,11,10,1,2,59,0,0,0.020576132,0.020576132,0.037037037,0.366255144,0.181069959,0.008230453,0.024691358,0.04526749,0.041152263,0.004115226,0.008230453,0.242798354,0,0,445,184,182,45,19,0.413483146,0.408988764,0.101123596,0.042696629,0.586516854
Ward 06 Precinct 01,6,1,C06001,311,4,4,66,122,21,1,8,4,22,7,0,50,2,0,0.012861736,0.012861736,0.21221865,0.392282958,0.067524116,0.003215434,0.025723473,0.012861736,0.07073955,0.022508039,0,0.160771704,0.006430868,0,923.9999878,2.999999704,900.9999882,0,6,0.003246753,0.975108225,0,0.006493507,0.996753247
Ward 06 Precinct 02,6,2,C06002,267,7,7,71,50,31,1,6,9,22,7,0,49,5,0,0.026217228,0.026217228,0.265917603,0.187265918,0.116104869,0.003745318,0.02247191,0.033707865,0.082397004,0.026217228,0,0.183520599,0.018726592,0,932.0000385,6.000000004,902.0000363,3.50E-14,13.00000112,0.006437768,0.967811158,3.76E-17,0.013948498,0.993562232
Ward 06 Precinct 03,6,3,C06003,320,5,2,107,67,34,5,4,9,25,9,3,46,2,0,0.015625,0.00625,0.334375,0.209375,0.10625,0.015625,0.0125,0.028125,0.078125,0.028125,0.009375,0.14375,0.00625,0,595.0000157,3.99999998,581.0000151,1.000000193,6.000000074,0.006722689,0.976470588,0.001680673,0.010084033,0.993277311
Ward 06 Precinct 04,6,4,C06004,192,4,4,60,43,19,2,5,2,15,4,0,30,0,1,0.020833333,0.020833333,0.3125,0.223958333,0.098958333,0.010416667,0.026041667,0.010416667,0.078125,0.020833333,0,0.15625,0,0.005208333,1115,1,1084,0,11,0.000896861,0.972197309,0,0.009865471,0.999103139
Ward 06 Precinct 05,6,5,C06005,150,2,1,75,28,10,0,4,2,12,1,0,14,0,0,0.013333333,0.006666667,0.5,0.186666667,0.066666667,0,0.026666667,0.013333333,0.08,0.006666667,0,0.093333333,0,0,1459.000005,1,1443.000005,0,8.999999903,0.000685401,0.989033585,0,0.006168609,0.999314599
