Precinct_Name,WARD,PRECINCT,JOINID,TOTVOTES,JOYCE,VALLAS,WILSON,PRECKWINKLE,DALEY,MCCARTHY,CHICO,MENDOZA,ENYIA,FORD,SALESGRIFFIN,LIGHTFOOT,FIORETTI,KOZLAR,P_JOYCE,P_VALLAS,P_WISLON,P_PRECKWINKLE,P_DALEY,P_MCCARTHY,P_CHICO,P_MENDOZA,P_ENYIA,P_FORD,P_SALESGRIFFIN,P_LIGHTFOOT,P_FIORETTI,P_KOZLAR,TOTPOP,NH_WHITE,NH_BLACK,NH_ASIAN,HISP,PER_WHITE,PER_BLACK,PER_ASIAN,PER_HISP,PER_NW
Ward 37 Precinct 38,37,38,C37038,244,3,6,79,32,23,7,0,9,21,27,2,30,1,1,0.012295082,0.024590164,0.323770492,0.131147541,0.094262295,0.028688525,0,0.036885246,0.086065574,0.110655738,0.008196721,0.12295082,0.004098361,0.004098361,1131.000009,3,1060.000009,0,63.99999925,0.00265252,0.937223697,0,0.05658709,0.99734748
Ward 37 Precinct 39,37,39,C37039,182,4,1,56,36,17,1,8,5,16,17,0,18,0,0,0.021978022,0.005494505,0.307692308,0.197802198,0.093406593,0.005494505,0.043956044,0.027472527,0.087912088,0.093406593,0,0.098901099,0,0,1150.999999,1,1092.999999,1,55.99999997,0.00086881,0.949609036,0.00086881,0.048653345,0.99913119
Ward 37 Precinct 40,37,40,C37040,236,3,6,85,42,20,1,5,6,16,18,0,30,3,0,0.012711864,0.025423729,0.360169492,0.177966102,0.084745763,0.004237288,0.021186441,0.025423729,0.06779661,0.076271186,0,0.127118644,0.012711864,0,1149.000023,4.000000012,1063.000021,5,73.00000198,0.003481288,0.925152306,0.00435161,0.063533508,0.996518712
Ward 37 Precinct 41,37,41,C37041,183,8,2,50,21,22,4,8,5,15,14,2,29,0,1,0.043715847,0.010928962,0.273224044,0.114754098,0.120218579,0.021857923,0.043715847,0.027322404,0.081967213,0.076502732,0.010928962,0.158469945,0,0.005464481,1286.000022,24.00000073,1019.000017,5.000000149,224.0000031,0.01866252,0.79237947,0.003888025,0.174183514,0.98133748
Ward 38 Precinct 01,38,1,C38001,222,23,25,3,23,35,8,21,35,13,0,0,30,5,0,0.103603604,0.112612613,0.013513514,0.103603604,0.157657658,0.036036036,0.094594595,0.157657658,0.058558559,0,0,0.135135135,0.022522523,0,1279.999975,675.9999842,17.99999993,62.9999989,493.9999932,0.528124998,0.0140625,0.04921875,0.385937502,0.471875002
Ward 38 Precinct 02,38,2,C38002,382,90,59,12,11,80,25,39,40,3,2,0,19,1,1,0.235602094,0.154450262,0.031413613,0.028795812,0.209424084,0.065445026,0.102094241,0.104712042,0.007853403,0.005235602,0,0.04973822,0.002617801,0.002617801,908.9551761,832.9574435,2.10E-08,26.99804786,47.99968461,0.916390011,2.31E-11,0.029702287,0.052807538,0.083609989
Ward 38 Precinct 03,38,3,C38003,238,35,22,4,11,67,13,34,23,8,0,0,20,1,0,0.147058824,0.092436975,0.016806723,0.046218487,0.281512605,0.054621849,0.142857143,0.096638655,0.033613445,0,0,0.084033613,0.004201681,0,1600.999312,1144.999754,9.000001125,79.99979972,350.999837,0.715178168,0.00562149,0.049968666,0.219237969,0.284821832
Ward 38 Precinct 04,38,4,C38004,256,29,26,13,15,40,21,25,53,8,0,2,22,0,2,0.11328125,0.1015625,0.05078125,0.05859375,0.15625,0.08203125,0.09765625,0.20703125,0.03125,0,0.0078125,0.0859375,0,0.0078125,1304.000001,956.0000002,8,66,262.0000008,0.733128834,0.006134969,0.050613497,0.200920246,0.266871166
Ward 38 Precinct 05,38,5,C38005,230,32,19,10,9,35,17,31,42,3,0,0,29,1,1,0.139130435,0.082608696,0.043478261,0.039130435,0.152173913,0.073913043,0.134782609,0.182608696,0.013043478,0,0,0.126086957,0.004347826,0.004347826,1382.00002,967.0000144,13.0000002,50.00000039,338.0000046,0.699710565,0.009406657,0.03617945,0.244573082,0.300289435
Ward 38 Precinct 06,38,6,C38006,240,24,31,8,21,38,19,32,45,1,0,0,13,4,3,0.1,0.129166667,0.033333333,0.0875,0.158333333,0.079166667,0.133333333,0.1875,0.004166667,0,0,0.054166667,0.016666667,0.0125,1544.999995,1097.999996,17.99999999,93.9999998,319.9999991,0.710679611,0.011650485,0.060841424,0.207119741,0.289320389
Ward 38 Precinct 07,38,7,C38007,251,63,31,10,6,38,25,18,34,5,2,0,12,7,0,0.250996016,0.123505976,0.039840637,0.023904382,0.151394422,0.099601594,0.071713147,0.135458167,0.019920319,0.007968127,0,0.047808765,0.027888446,0,1298.953712,1041.966947,1,45.99752491,200.9893861,0.802158642,0.00076985,0.035411212,0.154731754,0.197841358
Ward 38 Precinct 08,38,8,C38008,223,31,21,11,24,42,7,29,32,7,0,0,16,3,0,0.139013453,0.094170404,0.049327354,0.107623318,0.188340807,0.031390135,0.130044843,0.143497758,0.031390135,0,0,0.071748879,0.013452915,0,1451.999999,937.9999995,35.99999996,33.00000003,427.9999994,0.64600551,0.024793388,0.022727273,0.29476584,0.35399449
Ward 38 Precinct 09,38,9,C38009,304,56,31,19,17,47,18,24,38,6,1,0,37,5,5,0.184210526,0.101973684,0.0625,0.055921053,0.154605263,0.059210526,0.078947368,0.125,0.019736842,0.003289474,0,0.121710526,0.016447368,0.016447368,1454.999935,1117.999951,3.999999745,31.9999929,288.9999939,0.76838488,0.002749141,0.021993123,0.198625434,0.23161512
Ward 38 Precinct 10,38,10,C38010,206,33,25,14,10,34,11,10,25,12,1,0,24,3,2,0.160194175,0.121359223,0.067961165,0.048543689,0.165048544,0.053398058,0.048543689,0.121359223,0.058252427,0.004854369,0,0.116504854,0.014563107,0.009708738,1454.000005,888.0000017,5,106,429.0000032,0.610729023,0.00343879,0.072902338,0.295048144,0.389270977
Ward 38 Precinct 11,38,11,C38011,232,36,32,3,13,38,13,12,33,13,1,0,34,1,2,0.155172414,0.137931034,0.012931034,0.056034483,0.163793103,0.056034483,0.051724138,0.142241379,0.056034483,0.004310345,0,0.146551724,0.004310345,0.00862069,1214.000011,808.0000074,7,44.00000002,329.0000033,0.665568369,0.005766063,0.036243822,0.271004942,0.334431631
Ward 38 Precinct 12,38,12,C38012,307,65,51,4,11,67,33,26,27,5,1,0,10,6,1,0.211726384,0.166123779,0.013029316,0.035830619,0.218241042,0.107491857,0.084690554,0.087947883,0.016286645,0.003257329,0,0.03257329,0.019543974,0.003257329,1306.940711,1183.94404,4.999720057,25.9997763,79.99733208,0.905889633,0.003825514,0.019893616,0.061209611,0.094110367
Ward 38 Precinct 13,38,13,C38013,297,56,42,7,17,39,28,29,34,9,1,2,31,0,2,0.188552189,0.141414141,0.023569024,0.057239057,0.131313131,0.094276094,0.097643098,0.114478114,0.03030303,0.003367003,0.006734007,0.104377104,0,0.006734007,1463.957782,1093.972055,10.9987722,53.99769914,291.9894575,0.747270221,0.007513039,0.036884738,0.199452102,0.252729779
Ward 38 Precinct 14,38,14,C38014,294,38,27,11,20,43,16,44,39,12,1,0,34,7,1,0.129251701,0.091836735,0.037414966,0.068027211,0.146258503,0.054421769,0.149659864,0.132653061,0.040816327,0.003401361,0,0.115646259,0.023809524,0.003401361,1421.999998,954.9999984,5,102.9999997,334.9999996,0.671589311,0.003516174,0.072433193,0.235583685,0.328410689
Ward 38 Precinct 15,38,15,C38015,235,30,20,10,28,45,11,23,33,4,0,1,29,0,1,0.127659574,0.085106383,0.042553191,0.119148936,0.191489362,0.046808511,0.09787234,0.140425532,0.017021277,0,0.004255319,0.123404255,0,0.004255319,1311.000008,796.000006,13,55.00000137,420.0000007,0.6071701,0.009916095,0.041952709,0.320366131,0.3928299
Ward 38 Precinct 16,38,16,C38016,287,52,37,10,14,52,20,29,39,5,0,3,19,2,3,0.181184669,0.128919861,0.034843206,0.048780488,0.181184669,0.069686411,0.101045296,0.135888502,0.017421603,0,0.010452962,0.066202091,0.006968641,0.010452962,1209.999997,830.9999984,2,36.99999999,328.9999989,0.68677686,0.001652893,0.030578512,0.271900826,0.31322314
Ward 38 Precinct 17,38,17,C38017,318,87,38,7,18,39,23,27,41,6,0,0,23,5,2,0.273584906,0.119496855,0.022012579,0.056603774,0.122641509,0.072327044,0.08490566,0.128930818,0.018867925,0,0,0.072327044,0.01572327,0.006289308,1408.999063,1063.999276,1.999977507,38.00000008,283.9998105,0.755145481,0.001419431,0.0269695,0.201561391,0.244854519
Ward 38 Precinct 18,38,18,C38018,299,33,29,10,21,46,27,22,44,9,3,2,45,5,3,0.110367893,0.096989967,0.033444816,0.070234114,0.153846154,0.090301003,0.073578595,0.147157191,0.030100334,0.010033445,0.006688963,0.150501672,0.016722408,0.010033445,1302.308257,981.9872714,3.993180655,78.97546605,225.352546,0.754035971,0.003066233,0.060642682,0.173040864,0.245964029
Ward 38 Precinct 19,38,19,C38019,331,37,32,12,29,62,23,43,36,6,2,0,38,6,4,0.111782477,0.096676737,0.036253776,0.087613293,0.187311178,0.069486405,0.129909366,0.108761329,0.018126888,0.006042296,0,0.114803625,0.018126888,0.012084592,1249.578795,963.64761,57.9913363,65.98243643,154.9596203,0.771177947,0.046408707,0.052803742,0.124009483,0.228822053
Ward 38 Precinct 20,38,20,C38020,292,65,21,15,16,47,19,32,39,7,0,0,23,2,3,0.22260274,0.071917808,0.051369863,0.054794521,0.160958904,0.065068493,0.109589041,0.133561644,0.023972603,0,0,0.078767123,0.006849315,0.010273973,1286.957126,1046.989285,7,31.00000103,186.967839,0.81353859,0.005439187,0.024087827,0.145278996,0.18646141
Ward 38 Precinct 21,38,21,C38021,218,22,25,9,23,33,10,26,26,9,1,0,28,2,4,0.100917431,0.114678899,0.041284404,0.105504587,0.151376147,0.04587156,0.119266055,0.119266055,0.041284404,0.004587156,0,0.128440367,0.009174312,0.018348624,1485.000001,874.9999997,30,81.99999997,479.0000006,0.589225588,0.02020202,0.055218855,0.322558923,0.410774412
Ward 38 Precinct 22,38,22,C38022,264,36,32,2,23,46,22,23,35,10,2,0,28,3,0,0.136363636,0.121212121,0.007575758,0.087121212,0.174242424,0.083333333,0.087121212,0.132575758,0.037878788,0.007575758,0,0.106060606,0.011363636,0,1321.000029,958.0000269,3.000000049,33.99999957,299.0000051,0.72520818,0.002271007,0.025738076,0.226343678,0.27479182
Ward 38 Precinct 23,38,23,C38023,279,22,31,15,27,39,11,41,41,9,0,2,35,4,0,0.078853047,0.111111111,0.053763441,0.096774194,0.139784946,0.039426523,0.146953405,0.146953405,0.032258065,0,0.007168459,0.125448029,0.014336918,0,1490.000008,900.0000063,12.99999998,37.00000005,514.0000004,0.604026847,0.008724832,0.024832215,0.344966442,0.395973153
Ward 38 Precinct 24,38,24,C38024,297,49,33,8,21,57,22,43,32,6,1,1,18,5,1,0.164983165,0.111111111,0.026936027,0.070707071,0.191919192,0.074074074,0.144781145,0.107744108,0.02020202,0.003367003,0.003367003,0.060606061,0.016835017,0.003367003,1256.983986,990.986436,3.999769528,70.99868634,167.9990925,0.788384297,0.003182037,0.056483366,0.133652532,0.211615703
Ward 38 Precinct 25,38,25,C38025,225,26,26,6,20,44,11,30,19,6,0,0,30,6,0,0.115555556,0.115555556,0.026666667,0.088888889,0.195555556,0.048888889,0.133333333,0.084444444,0.026666667,0,0,0.133333333,0.026666667,0,1173.996338,823.9972512,10.99987735,48.99979577,265.999456,0.701873783,0.009369601,0.041737605,0.226576052,0.298126217
Ward 38 Precinct 26,38,26,C38026,278,25,35,6,25,53,22,35,40,10,0,1,25,1,0,0.089928058,0.125899281,0.021582734,0.089928058,0.190647482,0.079136691,0.125899281,0.143884892,0.035971223,0,0.003597122,0.089928058,0.003597122,0,1437.999992,1018.999994,15.99999998,120.9999995,267.9999993,0.708623087,0.011126565,0.084144645,0.186369959,0.291376913
Ward 38 Precinct 27,38,27,C38027,249,42,14,15,8,48,12,41,41,3,0,0,21,3,1,0.168674699,0.0562249,0.060240964,0.032128514,0.192771084,0.048192771,0.164658635,0.164658635,0.012048193,0,0,0.084337349,0.012048193,0.004016064,1488.993799,1094.995961,4.000000023,15.99995021,356.9980217,0.735393231,0.002686378,0.010745478,0.239757897,0.264606769
Ward 38 Precinct 28,38,28,C38028,336,65,48,18,14,64,31,29,31,0,0,0,31,2,3,0.193452381,0.142857143,0.053571429,0.041666667,0.19047619,0.092261905,0.086309524,0.092261905,0,0,0,0.092261905,0.005952381,0.008928571,1403.982547,1122.985189,12.99997578,34.99999413,211.9973889,0.799856944,0.009259357,0.024929081,0.150997168,0.200143056
Ward 38 Precinct 29,38,29,C38029,241,38,18,3,19,38,28,23,34,8,0,0,21,7,3,0.157676349,0.074688797,0.012448133,0.078838174,0.157676349,0.116182573,0.095435685,0.141078838,0.033195021,0,0,0.087136929,0.029045643,0.012448133,1367.999989,1050.99999,12,23,270.9999993,0.768274852,0.00877193,0.016812866,0.198099416,0.231725148
Ward 38 Precinct 30,38,30,C38030,237,56,17,13,21,49,26,26,13,2,0,0,10,1,2,0.23628692,0.071729958,0.054852321,0.088607595,0.206751055,0.109704641,0.109704641,0.054852321,0.008438819,0,0,0.042194093,0.004219409,0.008438819,1605.437127,1263.568814,2.996771391,27.97854185,294.8962061,0.787055932,0.001866639,0.017427367,0.183685926,0.212944068
Ward 38 Precinct 31,38,31,C38031,301,28,37,10,33,53,12,30,25,13,1,1,55,3,0,0.093023256,0.122923588,0.033222591,0.109634551,0.176079734,0.03986711,0.099667774,0.083056478,0.043189369,0.003322259,0.003322259,0.182724252,0.009966777,0,1171.000041,773.0000276,12.00000011,21.00000204,341.00001,0.660119557,0.010247651,0.017933391,0.291204098,0.339880443
Ward 38 Precinct 32,38,32,C38032,222,23,14,9,29,38,15,13,28,10,0,0,36,5,2,0.103603604,0.063063063,0.040540541,0.130630631,0.171171171,0.067567568,0.058558559,0.126126126,0.045045045,0,0,0.162162162,0.022522523,0.009009009,1501.999982,1001.999988,6.999999999,87.9999991,389.9999949,0.66711052,0.004660453,0.058588549,0.259653795,0.33288948
Ward 38 Precinct 33,38,33,C38033,242,11,24,5,19,26,3,22,86,12,1,1,28,2,2,0.045454545,0.099173554,0.020661157,0.078512397,0.107438017,0.012396694,0.090909091,0.355371901,0.049586777,0.004132231,0.004132231,0.115702479,0.008264463,0.008264463,1688.999998,944,32,86,596.9999993,0.558910599,0.018946122,0.050917703,0.353463588,0.441089401
Ward 38 Precinct 34,38,34,C38034,286,22,29,6,31,48,12,20,44,14,0,0,56,3,1,0.076923077,0.101398601,0.020979021,0.108391608,0.167832168,0.041958042,0.06993007,0.153846154,0.048951049,0,0,0.195804196,0.01048951,0.003496503,1497.999946,866.9999534,33.99999999,77.99999998,491.9999932,0.578771685,0.02269693,0.052069428,0.328437925,0.421228315
Ward 38 Precinct 35,38,35,C38035,272,24,16,8,20,48,12,34,40,13,1,0,51,0,3,0.088235294,0.058823529,0.029411765,0.073529412,0.176470588,0.044117647,0.125,0.147058824,0.047794118,0.003676471,0,0.1875,0,0.011029412,1483,755,16.00000003,30.00000001,657,0.509103169,0.010788941,0.020229265,0.443020904,0.490896831
Ward 38 Precinct 36,38,36,C38036,220,28,16,13,17,35,7,20,37,4,0,0,34,3,5,0.127272727,0.072727273,0.059090909,0.077272727,0.159090909,0.031818182,0.090909091,0.168181818,0.018181818,0,0,0.154545455,0.013636364,0.022727273,1355.000016,851.0000089,10,108.0000003,361.0000043,0.62804428,0.007380074,0.079704796,0.266420664,0.37195572
Ward 38 Precinct 37,38,37,C38037,273,21,35,4,22,48,19,25,52,4,0,0,40,3,0,0.076923077,0.128205128,0.014652015,0.080586081,0.175824176,0.06959707,0.091575092,0.19047619,0.014652015,0,0,0.146520147,0.010989011,0,1318.999992,779.9999949,6,67.99999959,432.0000003,0.591357088,0.004548901,0.051554208,0.327520851,0.408642912
Ward 38 Precinct 38,38,38,C38038,243,45,12,4,22,32,29,26,33,13,0,0,18,7,2,0.185185185,0.049382716,0.016460905,0.090534979,0.131687243,0.119341564,0.106995885,0.135802469,0.053497942,0,0,0.074074074,0.028806584,0.008230453,1398.000006,944.0000029,1.000001131,75.00000014,365.0000018,0.675250357,0.000715308,0.053648069,0.261087268,0.324749643
Ward 38 Precinct 39,38,39,C38039,307,38,26,14,20,52,17,32,46,13,0,2,41,3,2,0.123778502,0.084690554,0.045602606,0.06514658,0.169381107,0.055374593,0.104234528,0.149837134,0.042345277,0,0.006514658,0.133550489,0.009771987,0.006514658,1440.999989,886.9999911,11.00000002,46.99999931,471.999999,0.615544759,0.007633588,0.032616238,0.327550314,0.384455241
Ward 38 Precinct 40,38,40,C38040,274,17,25,5,25,66,15,23,42,5,1,0,44,1,5,0.062043796,0.091240876,0.018248175,0.091240876,0.240875912,0.054744526,0.083941606,0.153284672,0.018248175,0.003649635,0,0.160583942,0.003649635,0.018248175,1246.999995,765.9999962,10.99999997,74.9999998,383.9999985,0.614274258,0.008821171,0.060144347,0.307939054,0.385725742
Ward 38 Precinct 41,38,41,C38041,275,20,35,2,31,42,4,35,25,11,3,0,64,1,2,0.072727273,0.127272727,0.007272727,0.112727273,0.152727273,0.014545455,0.127272727,0.090909091,0.04,0.010909091,0,0.232727273,0.003636364,0.007272727,1011.000002,699.0000008,10.00000004,17.00000021,266.0000009,0.691394658,0.009891197,0.016815035,0.263105836,0.308605342
Ward 39 Precinct 01,39,1,C39001,349,30,61,17,21,90,23,18,16,10,2,1,50,6,3,0.085959885,0.1747851,0.048710602,0.06017192,0.257879656,0.065902579,0.051575931,0.045845272,0.028653295,0.005730659,0.00286533,0.143266476,0.017191977,0.008595989,876.9999802,680.9999868,1,60.99999943,113.9999948,0.776510835,0.001140251,0.069555303,0.129988595,0.223489165
Ward 39 Precinct 02,39,2,C39002,361,46,24,7,50,77,15,51,31,3,0,0,41,4,4,0.127423823,0.066481994,0.019390582,0.138504155,0.213296399,0.041551247,0.141274238,0.085872576,0.008310249,0,0,0.113573407,0.011080332,0.011080332,1044.999984,650.9999909,3.92E-07,326.9999935,52.99999931,0.622966508,3.75E-10,0.312918659,0.050717703,0.377033492
Ward 39 Precinct 03,39,3,C39003,335,22,21,9,40,48,13,20,35,18,1,5,98,3,2,0.065671642,0.062686567,0.026865672,0.119402985,0.143283582,0.03880597,0.059701493,0.104477612,0.053731343,0.002985075,0.014925373,0.292537313,0.008955224,0.005970149,1133.999984,741.9999856,19.00000002,77.00000029,276.9999979,0.654320984,0.01675485,0.067901236,0.244268079,0.345679016
Ward 39 Precinct 04,39,4,C39004,319,46,43,8,11,79,26,30,17,4,0,1,46,3,2,0.144200627,0.134796238,0.02507837,0.034482759,0.247648903,0.081504702,0.094043887,0.053291536,0.012539185,0,0.003134796,0.144200627,0.009404389,0.006269592,859.000021,677.0000124,6.000001517,61.00000226,82.00000425,0.788125723,0.006984868,0.071012806,0.09545984,0.211874277
Ward 39 Precinct 05,39,5,C39005,318,30,27,6,29,63,12,30,26,10,2,1,73,8,1,0.094339623,0.08490566,0.018867925,0.091194969,0.198113208,0.037735849,0.094339623,0.081761006,0.031446541,0.006289308,0.003144654,0.229559748,0.025157233,0.003144654,1225.880703,565.0832866,12.4642664,276.0951075,327.2380423,0.460961075,0.010167601,0.22522184,0.266941181,0.539038925
Ward 39 Precinct 06,39,6,C39006,286,24,24,8,35,45,13,19,39,15,0,1,56,3,2,0.083916084,0.083916084,0.027972028,0.122377622,0.157342657,0.045454545,0.066433566,0.136363636,0.052447552,0,0.003496503,0.195804196,0.01048951,0.006993007,1837.999974,746.9999924,29,154.9999992,850.9999819,0.406420023,0.01577802,0.084330795,0.463003261,0.593579977
Ward 39 Precinct 07,39,7,C39007,283,25,31,7,43,23,17,37,39,6,0,0,53,0,1,0.088339223,0.109540636,0.024734982,0.151943463,0.081272085,0.060070671,0.130742049,0.137809187,0.021201413,0,0,0.187279152,0,0.003533569,1210.999949,537.9999858,34.99999998,217.999995,388.9999705,0.444260948,0.028901735,0.180016519,0.32122212,0.555739052
Ward 39 Precinct 08,39,8,C39008,323,33,40,7,38,46,11,22,51,17,2,0,45,5,1,0.102167183,0.123839009,0.021671827,0.117647059,0.142414861,0.034055728,0.068111455,0.157894737,0.052631579,0.00619195,0,0.139318885,0.015479876,0.003095975,1717.119382,563.9167409,19.53574122,379.9049147,683.7619842,0.328408582,0.011377043,0.221245487,0.398202939,0.671591418
Ward 39 Precinct 09,39,9,C39009,285,26,27,10,24,41,25,33,26,18,1,2,44,4,2,0.09122807,0.094736842,0.035087719,0.084210526,0.143859649,0.087719298,0.115789474,0.09122807,0.063157895,0.003508772,0.007017544,0.154385965,0.014035088,0.007017544,1497.000021,740.0000116,19.00000013,231.0000013,403.0000058,0.494321978,0.012692051,0.154308616,0.269205077,0.505678022
Ward 39 Precinct 10,39,10,C39010,156,9,7,2,38,20,1,11,19,10,1,0,34,3,1,0.057692308,0.044871795,0.012820513,0.243589744,0.128205128,0.006410256,0.070512821,0.121794872,0.064102564,0.006410256,0,0.217948718,0.019230769,0.006410256,649.0115037,213.9375952,25.00000255,92.00000715,302.0738984,0.32963606,0.038520122,0.141754047,0.465436894,0.67036394
Ward 39 Precinct 11,39,11,C39011,297,30,41,12,26,47,12,29,28,18,0,0,47,2,2,0.101010101,0.138047138,0.04040404,0.087542088,0.158249158,0.04040404,0.097643098,0.094276094,0.060606061,0,0,0.158249158,0.006734007,0.006734007,1223.000037,493.000017,13.99999988,268.0000117,427.0000046,0.403107115,0.01144726,0.219133282,0.349141449,0.596892885
Ward 39 Precinct 12,39,12,C39012,329,20,17,7,57,35,12,16,44,35,4,2,75,2,1,0.060790274,0.051671733,0.021276596,0.17325228,0.106382979,0.036474164,0.048632219,0.133738602,0.106382979,0.012158055,0.006079027,0.227963526,0.006079027,0.003039514,2561.988801,671.0624639,88.00000825,610.0000266,1063.926299,0.261930288,0.034348319,0.238096289,0.415273595,0.738069712
Ward 39 Precinct 13,39,13,C39013,239,17,25,13,31,56,9,16,17,14,0,0,41,0,0,0.071129707,0.10460251,0.054393305,0.129707113,0.234309623,0.037656904,0.066945607,0.071129707,0.058577406,0,0,0.171548117,0,0,1322.000007,503.0000066,66.00000006,428.9999966,280.0000055,0.380484118,0.049924357,0.324508316,0.211800306,0.619515882
Ward 39 Precinct 14,39,14,C39014,303,32,19,9,30,49,18,21,34,22,1,4,56,3,1,0.105610561,0.062706271,0.02970297,0.099009901,0.161716172,0.059405941,0.069306931,0.112211221,0.072607261,0.00330033,0.01320132,0.184818482,0.00990099,0.00330033,1367.999999,674.0000001,30.99999962,167.0000026,426.999998,0.492690059,0.022660818,0.122076025,0.312134502,0.507309941
Ward 39 Precinct 15,39,15,C39015,359,38,44,9,15,120,17,24,36,11,0,2,37,2,2,0.105849582,0.122562674,0.025069638,0.04178273,0.334261838,0.04735376,0.066852368,0.100278552,0.030640669,0,0.005571031,0.103064067,0.005571031,0.005571031,1305.633668,896.7507524,10.99834346,247.9172382,109.9753681,0.686831823,0.008423759,0.189882694,0.084231413,0.313168177
Ward 39 Precinct 16,39,16,C39016,181,13,15,10,21,36,7,6,20,14,0,0,31,4,0,0.071823204,0.082872928,0.055248619,0.116022099,0.198895028,0.038674033,0.033149171,0.110497238,0.077348066,0,0,0.171270718,0.022099448,0,1916.000031,585.0000134,97.00000057,682.0000096,450.0000085,0.305323593,0.050626304,0.355949895,0.234864301,0.694676407
Ward 39 Precinct 17,39,17,C39017,360,23,27,8,28,57,20,19,43,32,1,2,96,2,0,0.063888889,0.075,0.022222222,0.077777778,0.158333333,0.055555556,0.052777778,0.119444444,0.088888889,0.002777778,0.005555556,0.266666667,0.005555556,0,1117.000043,701.000036,10,85.99999588,289.0000107,0.627573866,0.008952551,0.076991936,0.258728737,0.372426134
Ward 39 Precinct 18,39,18,C39018,309,20,27,6,67,68,4,16,25,10,1,0,62,3,0,0.064724919,0.087378641,0.019417476,0.216828479,0.220064725,0.012944984,0.051779935,0.080906149,0.03236246,0.003236246,0,0.200647249,0.009708738,0,1170.999932,679.9999694,9.999999699,233.9999763,203.9999876,0.580700264,0.00853971,0.199829197,0.174210076,0.419299736
Ward 39 Precinct 19,39,19,C39019,327,34,28,12,52,35,17,23,30,13,1,0,78,1,3,0.103975535,0.085626911,0.036697248,0.159021407,0.107033639,0.051987768,0.070336391,0.091743119,0.039755352,0.003058104,0,0.23853211,0.003058104,0.009174312,1315.999956,782.9999638,20.00000037,132.9999994,357.999991,0.594984795,0.015197569,0.101063833,0.272036476,0.405015205
Ward 39 Precinct 20,39,20,C39020,417,79,52,11,32,73,16,41,42,10,0,0,54,5,2,0.189448441,0.12470024,0.026378897,0.076738609,0.175059952,0.038369305,0.098321343,0.100719424,0.023980815,0,0,0.129496403,0.011990408,0.004796163,1406,1122.999998,13,54.00000208,184.9999991,0.798719771,0.009246088,0.038406829,0.131578947,0.201280229
Ward 39 Precinct 21,39,21,C39021,313,40,41,19,18,70,23,18,40,11,0,0,30,2,1,0.127795527,0.130990415,0.060702875,0.057507987,0.223642173,0.073482428,0.057507987,0.127795527,0.03514377,0,0,0.095846645,0.006389776,0.003194888,1108.00002,822.0000164,7,50.00000086,198.0000021,0.741877258,0.006317689,0.045126354,0.17870036,0.258122742
Ward 39 Precinct 22,39,22,C39022,206,7,18,9,34,32,1,11,30,21,0,0,37,2,1,0.033980583,0.087378641,0.04368932,0.165048544,0.155339806,0.004854369,0.053398058,0.145631068,0.101941748,0,0,0.17961165,0.009708738,0.004854369,1925.000152,658.0000369,87.00000665,588.000046,531.00005,0.341818174,0.045194805,0.305454545,0.27584416,0.658181826
Ward 39 Precinct 23,39,23,C39023,377,54,63,20,31,70,20,20,37,12,0,0,45,3,2,0.143236074,0.167108753,0.053050398,0.082228117,0.185676393,0.053050398,0.053050398,0.098143236,0.031830239,0,0,0.119363395,0.00795756,0.00530504,1061.000008,888.0000081,7,36.99999791,105.0000032,0.836946278,0.006597549,0.034872759,0.098963245,0.163053722
Ward 39 Precinct 24,39,24,C39024,460,72,66,16,36,91,33,40,33,9,0,0,56,4,2,0.156521739,0.143478261,0.034782609,0.07826087,0.197826087,0.07173913,0.086956522,0.07173913,0.019565217,0,0,0.12173913,0.008695652,0.004347826,1155.999997,874.9999981,8,113.9999991,130.9999999,0.756920415,0.006920415,0.098615916,0.1133218,0.243079585
Ward 39 Precinct 25,39,25,C39025,194,11,10,7,33,28,6,19,25,22,2,0,27,2,2,0.056701031,0.051546392,0.036082474,0.170103093,0.144329897,0.030927835,0.097938144,0.128865979,0.113402062,0.010309278,0,0.139175258,0.010309278,0.010309278,1516.000007,843.9999997,186.0000051,159.0000026,267.9999988,0.55672823,0.122691296,0.104881268,0.176781001,0.44327177
Ward 39 Precinct 26,39,26,C39026,322,46,35,10,31,70,16,43,22,11,0,0,35,3,0,0.142857143,0.108695652,0.031055901,0.096273292,0.217391304,0.049689441,0.133540373,0.068322981,0.034161491,0,0,0.108695652,0.00931677,0,1098.182738,701.6976311,1,274.5296496,89.95548998,0.63896254,0.000910595,0.249985399,0.081913043,0.36103746
Ward 39 Precinct 27,39,27,C39027,69,4,7,4,8,25,1,6,2,0,0,0,12,0,0,0.057971014,0.101449275,0.057971014,0.115942029,0.362318841,0.014492754,0.086956522,0.028985507,0,0,0,0.173913043,0,0,130.0000005,111.0000005,1,3.000000011,13.00000001,0.853846154,0.007692308,0.023076923,0.1,0.146153846
Ward 39 Precinct 28,39,28,C39028,424,18,29,14,62,39,17,34,45,45,0,2,114,2,2,0.04245283,0.068396226,0.033018868,0.146226415,0.091981132,0.04009434,0.080188679,0.106132075,0.106132075,0,0.004716981,0.268867925,0.004716981,0.004716981,1496.000075,789.0000394,58.00000251,90.0000065,524.0000267,0.527406417,0.038770053,0.060160429,0.35026738,0.472593583
