Ward,Precinct,PROCO ''JOE'' MORENO ,RONALD J. BALTIERRA ,DEBORAH LOPEZ ,GENITA C. ROBINSON ,BOB FIORETTI ,FEDERICO SCIAMMARELLA ,JAMES A. BOSCO ,MELISSA CALLAHAN ,ENRIQUE G. PEREZ ,EBONY TILLMAN ,PAT DOWELL ,WILLIAM D. ''WILL'' BURNS ,BRIAN SCOTT ,NORMAN H. BOLDEN ,JAMES E. WILLIAMS ,GEORGE RUMSEY ,ADAM L. MIGUEST ,LORI S. YOKOYAMA ,ANNE MARIE MILES,MICHELE A. TANKERSLEY,LESLIE A. HAIRSTON,GLENN ROSS,CAROL HIGHTOWER CHALMERS,RODERICK T. SAWYER,FREDDRENNA M. LYLE,BRIAN E. SLEET,SEKUM WALKER,CASSANDRA GOODRUM-BURTON,RICHARD A. WOOTEN,LIONELL R. MARTIN,GREGORY I. MITCHELL,DARCEL A. BEAVERS,SIDNEY H. BROOKS,DEBORAH WASHINGTON,SANDI JACKSON,FAHEEM SHABAZZ,MICHELLE A. HARRIS,BERTHA F. STARKS,JAMES L. DANIELS,HAROLD ''NOONIE'' WARD,ANTHONY A. BEALE,EDDIE M. REED,SANDRA J. WALTERS,JOHN A. POPE,JOSEPH A. NASELLA,"RICHARD L. MARTINEZ, JR.",JOSE R. LEON,JAMES A. BALCER,JOHN K. KOZLAR,CARL SEGVICH,JESUS ''JESSE'' INIGUEZ,GEORGE CARDENAS,JOSE GUERECA,ALBERTO BOCANEGRA JR.,MARIA E. ''CHULA'' ORTIZ,MARTY QUINN,EDWARD M. BURKE,SAMMY CLIFFORD PACK JR.,SANDRA L. MALLORY,SYRON M. SMITH,TONI L. FOULKES,RAYMOND A. LOPEZ,HAROLD L. BAILEY,FELICIA H. SIMMONS-STOVALL,JOANN THOMPSON,ERIC HERMOSILLO,EDDIE JOHNSON III,HAL E. BASKIN,JAVIER DIAZ,TAMEKA GAVIN,JEFFREY L. LEWIS,RONALD MITCHELL,JONATHAN T. STAMPS,LATASHA R. THOMAS,ANTOINE MEMBERS,DAVID H. MOORE,MICHAEL F. DANIELS,VIRGIL S. MEANS,TWAUNDELLA TAYLOR,RONALD CARTER,PAULETTE COLEMAN,LONA LANE,"JOSEPH C. ZIEGLER, JR.",MICHAEL A. DAVIS,MANNY ROMAN,CHUKS ONYEZIA,MATTHEW J. O'SHEA,ANNE SCHAIBLE,RAYMOND (RAY) CORONADO,GEORGE G. NEWELL,PHILLIP R. SHERLOCK,GEORGE E. DAVIS,ANDRE SMITH,WILLIE B. COCHRAN,CHE ''RHYMEFEST'' SMITH,SIDNEY (SID) SHELTON,SHELDON L. SHERMAN,PATRICIA A. FOSTER,SYLVIA Y. JONES,"HOWARD B. BROOKINS, JR.",JEROME MADDOX,RICARDO MUNOZ,NEFTALIE GONZALEZ,CHARLES V. ''CHUCK'' MAIDA,MICHAEL R. ZALEWSKI,ANNA GORAL,WALLACE E. ''MICKEY'' JOHNSON,WILBERT E. COOK III,CHAUNCEY L. STROUD,SONDRA R. (SAM) SPELLMAN,MELISSA L. WILLIAMS,VALERIE F. LEONARD,VETRESS BOYCE,MICHAEL D. CHANDLER,JULIUS ANDERSON,SHAVONDA FIELDS,JIMMY LEE LARD,REGINA D. LEWIS,JEFFERY D. TURNER,MARTAVIUS ''MARK'' CARTER,LARRY G. NELSON,DONIELLE C. LAWSON,FRANK M. BASS,SHARON DENISE DIXON,CUAHUTEMOC MORFIN,DANIEL ''DANNY'' SOLIS,AMBROSIO ''AMBI'' MEDRANO JR.,ROBERTO MALDONADO,DEVON REID,TOM COURTNEY,"WALTER BURNETT, JR.",GEVONNA FASSETT,WILLIAM SIEGMUND,JASON C. ERVIN,C B JOHNSON,DEBORAH L. GRAHAM,THOMAS E. SIMMONS,MARY RUSSELL GARDNER,JILL R. BUSH,ODDIS''O.J''JOHNSON,ROMAN MORROW,BEVERLY D. ROGERS,STELLA NICPON,ARIEL E. REBOYRAS,DOUG CANNON,CHESTER R. HORNOWSKI,REGNER ''RAY'' SUAREZ,DAVID M. PAVLIK,SCOTT WAGUESPACK,BRIAN GORMAN,BRYAN P. LYNCH,RICHARD F. MELL,BURL L. MCQUEEN,HENRY MOSES,CARRIE M. AUSTIN,SHIRLEY J. WHITE,MICHAEL E. MAYDEN,MIGUEL SOTOMAYOR,REY COLON,NANCY SCHIAVONE,NICHOLAS SPOSATO,JOHN A. RICE,THOMAS J. MOTZNY,BRUCE RANDAZZO,JODI BIANCALANA,BRIAN MURPHY,EMMA M. MITTS,MARETTA BROWN-MILLER,MINERVA V. OROZCO,STEVEN E. PLEASANT,TOMMY O. ABINA,SHANIKA J. FINLEY,TIMOTHY M. CULLERTON,TOM CARAVETTE,CARMEN HERNANDEZ,JOHN R. VIDECKIS,EDMUND ''ED'' J. QUARTULLO,MAHMOUD BAMBOUYANI,BART GOLDBERG,SHERYL M. MORABITO,MARGARET LAURINO,MARY K. HUNTER,PATRICK J. O'CONNOR,THOMAS PATRICK MURPHEY,DANIEL T. LAPINSKI,JAMES J. SCHAMNE,JOHN JOSEPH QUINN,MARY O'CONNOR,RICHARD GONZALEZ,MAURITA E. GAVIN,GEORGE BANNA,BARBARA ATECA,JIM MULLEN,BROCK MERCK,BRENDAN REILLY,JIM HINKAMP,TIM EGAN,RAFAEL A. VARGAS,BITA BUENROSTRO,CHARLES E. EASTWOOD,MICHAEL ''MIKE'' JANKOVICH,MICHELE SMITH,CARMEN OLMETTI,MITCHELL A. NEWMAN,THOMAS M. TUNNEY,DON BLAIR,JOHN GARRIDO,JOHN ARENA,ANNA KLOCEK,MARINA YOLANDA FAZ-HUPPERT,BRUNO BELLISSIMO,MICHAEL FITZGERALD WARD,BEFEKADU T. RETTA,MARY ANNE ''MOLLY'' PHELAN,MICHAEL CARROLL,DON NOWOTNY,JAMES CAPPLEMAN,DIANE SHAPIRO,ANDY W. LAM,EMILY STEWART,MARC KAPLAN,CAITLIN MCINTYRE,SCOTT BASKIN,MATT REICHEL,AMEYA PAWAR,TOM O'DONNELL,TOM JACKS,HARRY OSTERMAN,PATRICK MCDONOUGH,STEVEN CHERESKA,JOSE E. ARTEAGA,PHILIP R. BERNSTEIN,JOE MOORE,BRIAN WHITE,BERNARD L. STONE,MICHAEL CHARLES MOSES,DEBRA L. SILVERSTEIN,GREG BREWER,AHMED KHAN
04,22,,,,,,,,,,,,220,16,35,2,26,12,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04,23,,,,,,,,,,,,152,6,9,0,10,7,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04,24,,,,,,,,,,,,166,13,14,2,16,13,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04,25,,,,,,,,,,,,204,21,28,0,8,10,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04,26,,,,,,,,,,,,194,41,21,3,3,2,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04,27,,,,,,,,,,,,172,18,6,3,4,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04,28,,,,,,,,,,,,110,9,6,1,22,3,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04,29,,,,,,,,,,,,143,17,9,3,34,1,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04,30,,,,,,,,,,,,156,19,9,4,2,3,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04,31,,,,,,,,,,,,132,3,3,1,41,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04,32,,,,,,,,,,,,184,9,12,2,37,7,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04,33,,,,,,,,,,,,171,11,29,7,6,2,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04,34,,,,,,,,,,,,137,2,5,1,44,0,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04,35,,,,,,,,,,,,79,18,19,4,4,9,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04,36,,,,,,,,,,,,125,13,29,0,2,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04,37,,,,,,,,,,,,3,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04,38,,,,,,,,,,,,277,20,16,5,25,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04,39,,,,,,,,,,,,111,19,32,2,0,9,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04,40,,,,,,,,,,,,156,22,24,3,10,4,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04,41,,,,,,,,,,,,66,6,2,0,30,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04,42,,,,,,,,,,,,218,28,13,3,5,8,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04,43,,,,,,,,,,,,104,14,7,0,19,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04,44,,,,,,,,,,,,103,9,0,0,21,2,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04,45,,,,,,,,,,,,303,26,31,1,23,9,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04,46,,,,,,,,,,,,102,22,27,1,8,3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04,47,,,,,,,,,,,,221,19,20,6,37,8,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04,48,,,,,,,,,,,,249,15,16,1,37,0,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04,49,,,,,,,,,,,,125,21,35,6,1,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04,50,,,,,,,,,,,,171,34,30,2,2,1,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04,51,,,,,,,,,,,,177,19,22,7,6,1,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04,52,,,,,,,,,,,,170,22,24,10,4,46,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,01,,,,,,,,,,,,,,,,,,,29,6,192,17,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,02,,,,,,,,,,,,,,,,,,,29,6,119,23,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,03,,,,,,,,,,,,,,,,,,,34,6,64,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,04,,,,,,,,,,,,,,,,,,,24,5,116,13,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,05,,,,,,,,,,,,,,,,,,,29,12,121,10,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,06,,,,,,,,,,,,,,,,,,,38,6,183,30,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,07,,,,,,,,,,,,,,,,,,,30,1,171,38,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,08,,,,,,,,,,,,,,,,,,,127,4,180,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,09,,,,,,,,,,,,,,,,,,,27,8,154,23,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,10,,,,,,,,,,,,,,,,,,,28,10,120,14,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,11,,,,,,,,,,,,,,,,,,,67,8,137,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,12,,,,,,,,,,,,,,,,,,,27,7,84,17,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
