label,time,mle_phc_mse,mean_phc_mse,phc_granularity,n_steps,scorer,kernel
4_3,81.26244076093037,0.15361111574702815,0.1269,10,1000,expec,rwm
4_4,77.86100037892659,0.06472222280999029,0.0869,10,1000,expec,rwm
5_3,75.62336230278017,0.1224999983443155,0.1669,10,1000,expec,rwm
5_4,76.2014012336731,0.1447222217503522,0.0425,10,1000,expec,rwm
6_3,75.47257200876872,0.07138888835906998,0.0958,10,1000,expec,rwm
6_4,75.71516307195026,0.07805555683043283,0.0936,10,1000,expec,rwm
