label,time,mle_phc_mse,mean_phc_mse,phc_granularity,n_steps,scorer,kernel
4_3,456.43096367518115,0.12916666467984525,0.0922,10,1000,expec,hmc
4_4,466.3667849699656,0.049166666467984566,0.0559,10,1000,expec,hmc
5_3,479.04806073506666,0.10916666646798456,0.1371,10,1000,expec,hmc
5_4,457.3155319690704,0.06916667064030986,0.0486,10,1000,expec,hmc
6_3,469.69961269696546,0.20249999642372155,0.2227,10,1000,expec,hmc
6_4,475.18720825513196,0.06916666530072695,0.0791,10,1000,expec,hmc
