label,dvm_time,dvm_mse,king_time,king_mse
4_3,1503.2366218566895,0.06916666666666667,0.0,0.0
4_4,1472.4440224170685,0.08249999999999999,0.0,0.0
5_3,1567.570687532425,0.23583333333333334,0.0,0.0
5_4,1532.7342473665874,0.1558333333333333,0.0,0.0
6_3,1529.0756789843242,0.14916666666666667,0.0,0.0
6_4,1499.2478286425273,0.12472222222222222,0.0,0.0
